LSOA11CD,prediction
E01000001,1.5200112661587035
E01000002,1.4136970776552276
E01000003,1.849580943448534
E01000005,1.7746399387988117
E01000006,0.6144148349003018
E01000007,1.4109271126732297
E01000008,1.5666833705154906
E01000009,1.180872099292979
E01000010,1.4080202424263506
E01000011,0.878564600528116
E01000012,1.259097501793855
E01000013,0.6318176850576525
E01000014,0.5769229385026439
E01000015,0.6407174111577832
E01000016,0.3100151849809372
E01000017,0.32511431833164206
E01000018,0.05775157337363201
E01000019,0.300256443570195
E01000020,0.42635310473425025
E01000021,0.7979962798895126
E01000022,-0.04569170902179537
E01000023,0.8669499618224413
E01000024,0.26936076218760646
E01000025,0.3453198463028973
E01000027,0.178901610900455
E01000028,0.10728040249297785
E01000029,0.3769919907389009
E01000030,0.47119052148981977
E01000031,0.722240219328234
E01000032,0.6187427576832307
E01000033,0.08925244890354958
E01000034,0.06913031121671627
E01000035,0.4768304091578996
E01000036,0.4295387359894025
E01000037,0.0005086354946924297
E01000038,0.4520810522895232
E01000039,0.15117451191503978
E01000040,1.124293226563926
E01000041,0.42836030682507503
E01000042,0.9812989952936895
E01000043,1.0427799245024354
E01000044,0.9206645822036026
E01000045,1.1109558240316475
E01000046,0.2731601240223444
E01000048,1.0247360663816816
E01000049,1.4392825779903962
E01000050,1.1705781230962153
E01000051,1.3374152495324614
E01000052,1.2267620495757148
E01000053,0.9917944600779909
E01000054,0.30011696178313374
E01000055,0.4976720019033337
E01000056,0.48189373489996734
E01000057,0.814528556466389
E01000058,0.5415699642277538
E01000059,0.09652595150296336
E01000060,0.8231233894157948
E01000061,0.8278719577440964
E01000062,0.4200996050385665
E01000063,0.4002784837600246
E01000064,0.6188540800097229
E01000065,0.8607452650919273
E01000066,0.36193911816921664
E01000067,0.6926905990106776
E01000068,0.5428443388976485
E01000069,0.3630855928113984
E01000070,0.8974416452637581
E01000071,0.7763289758553642
E01000072,1.026763157842573
E01000073,0.22407031557420182
E01000074,0.3357995004055942
E01000075,0.9009847958050311
E01000076,0.38549793103245233
E01000077,0.6367138248614597
E01000078,0.6269171683906762
E01000079,0.3756930758898337
E01000080,0.45011496283799174
E01000081,0.3700783368167839
E01000082,0.5228277088176637
E01000083,0.6524601102544099
E01000084,0.730444298204537
E01000085,0.9290361785375671
E01000086,0.29097375489895283
E01000087,0.6657247628752088
E01000088,0.8279884861291449
E01000089,0.3674449545229732
E01000090,0.5216108809197494
E01000091,0.9130055887171109
E01000092,0.7545418207132921
E01000093,1.2249324493789429
E01000094,0.6725097875940608
E01000095,0.5606495950974897
E01000096,1.1958469957857236
E01000097,0.5940624876756853
E01000098,0.7241156558242863
E01000099,0.22273841802074526
E01000100,0.47449428004719846
E01000101,0.8154404585531694
E01000102,0.5600727662123836
E01000103,0.4075385326036587
E01000104,0.6724022601433413
E01000105,0.9341502440665552
E01000106,0.7970907228600824
E01000107,0.2630899435534105
E01000108,0.7498366872018376
E01000109,0.47187075980759974
E01000110,0.31681865601191095
E01000111,0.7734781378897688
E01000112,0.9816808675660476
E01000113,0.8680121324207226
E01000114,0.7241364471387497
E01000115,0.2319711730276913
E01000116,0.29830484002487795
E01000117,0.41304807504486507
E01000118,0.4222447349933145
E01000119,0.29030385766825056
E01000120,0.19418585371710623
E01000121,0.012429510333447179
E01000122,0.18596471003592066
E01000123,0.37946692116768965
E01000124,0.9811210309388569
E01000125,1.0514689142819342
E01000126,0.5401799984011006
E01000127,0.5061569638651142
E01000128,0.843515877193515
E01000129,1.304766695056171
E01000130,0.6179546897762991
E01000131,1.138042791651298
E01000132,0.4693181452184146
E01000133,0.5809849358718984
E01000134,0.5507463978578933
E01000135,1.1205993175048488
E01000136,1.1107377706410624
E01000137,0.873619268738108
E01000138,1.0643561003099744
E01000139,1.1799834997030088
E01000140,1.0419098058914273
E01000141,1.6608076614111387
E01000142,0.9249921171075162
E01000143,1.0594722983997442
E01000144,1.2416138416093068
E01000145,0.9517686544176437
E01000146,1.240810511799651
E01000147,0.921164488390423
E01000148,1.2023566698227142
E01000150,0.9897458761153262
E01000151,0.5937705656926768
E01000152,0.521353891663226
E01000153,0.6642179067436905
E01000154,0.8476508047515028
E01000155,0.8405550949953375
E01000156,0.6377866804121455
E01000157,0.8009068230176052
E01000158,0.5631460075305894
E01000159,0.6049827733620302
E01000160,0.909598682774853
E01000161,0.9694819595341517
E01000162,0.8920063035723957
E01000163,0.8418335471921359
E01000164,1.3746972072857848
E01000165,0.9461057726577509
E01000166,0.15934777671653222
E01000167,0.1414779990289245
E01000168,0.10325482050227748
E01000169,0.54554189188811
E01000170,0.728066435752732
E01000171,0.8680177974886916
E01000172,0.3342530085541854
E01000173,0.5184874784705552
E01000174,0.7191316767382392
E01000175,0.48802838022096295
E01000176,0.9607964768619721
E01000177,0.901210175318758
E01000178,0.8385502688624258
E01000179,0.757980698606743
E01000180,1.069462261287929
E01000181,1.0595130488019064
E01000182,1.2305110535307673
E01000183,0.8552636486965763
E01000184,1.12875269953552
E01000185,1.134220231566812
E01000186,0.5171851005392896
E01000187,0.42468351674409954
E01000188,0.8622251836821206
E01000189,0.694312863473474
E01000190,0.23429777875297586
E01000191,0.7473507399759685
E01000192,1.0045474833038013
E01000193,0.8126470168676591
E01000194,0.977718998506655
E01000195,0.7416235133194888
E01000196,1.1073327527883101
E01000197,1.0285084010739867
E01000198,0.9421311144052955
E01000199,0.7314919141759848
E01000200,1.1505747638672945
E01000201,1.1893949773721793
E01000202,0.8634930293603612
E01000203,1.162285747418211
E01000204,1.0136183776824836
E01000205,0.710064828271776
E01000206,1.128528661222968
E01000207,0.9479141569200478
E01000208,1.1817926386794748
E01000209,0.7648994962379212
E01000210,1.056255511572189
E01000211,1.2645264072558557
E01000212,0.9443417332312452
E01000213,0.5423495413962403
E01000214,1.1167236743556412
E01000215,1.0703583392901397
E01000216,0.8307516715727625
E01000217,0.9595387920879401
E01000218,0.9602304359694993
E01000219,1.4352312355649703
E01000220,0.9714203923808034
E01000221,1.569504954781558
E01000222,1.1698352901169098
E01000223,1.04315154183997
E01000224,0.6607539688109098
E01000225,0.9840952255824644
E01000226,0.40824298129080494
E01000227,0.44885781901984056
E01000228,0.25507290470832633
E01000229,0.4706180125415558
E01000230,0.4393374619515588
E01000231,0.74053342126545
E01000232,0.9115343964001889
E01000233,0.5845952505761444
E01000234,0.740481341070037
E01000235,0.7832872118215333
E01000236,1.3732934685107487
E01000237,1.3143765798404594
E01000238,0.841675697135952
E01000239,1.4179348933311886
E01000240,1.013741629349465
E01000241,0.8586612378128773
E01000242,1.0114158536168771
E01000243,1.3007106555563346
E01000244,1.2577019877751094
E01000245,1.1312765293287785
E01000246,0.4144458420205134
E01000247,0.3749136456934634
E01000248,0.7966595489656101
E01000249,0.2293691785635263
E01000250,0.7540558314825345
E01000251,0.8383174616574252
E01000252,0.6619146853274755
E01000253,0.4338544626968897
E01000254,0.5008219761065107
E01000255,0.44754670922757467
E01000256,0.6583175769488402
E01000257,0.8175581083679515
E01000258,1.0170207059121203
E01000259,0.5529710845499076
E01000260,1.192600880486593
E01000261,0.4035787867963655
E01000262,0.34860692525678777
E01000263,0.43344846824094146
E01000264,1.189867216934318
E01000265,0.610933737263059
E01000266,0.6184254586184836
E01000267,0.5219094840674704
E01000268,0.7501074646553835
E01000269,0.5575963719885999
E01000270,0.8620523540712609
E01000271,0.7795023910254373
E01000272,0.4704562309957577
E01000273,0.9578513834236059
E01000274,0.6252090551173293
E01000275,0.6492875620588138
E01000276,-0.048533519250352104
E01000277,0.8519367231655222
E01000278,0.001577287658360921
E01000279,0.43474973983772525
E01000280,0.4858199494261355
E01000281,0.8318095824991376
E01000282,1.0168404612502244
E01000283,0.09797616705460752
E01000284,0.8087864702875955
E01000285,0.16777479151978195
E01000286,0.2609279650816068
E01000287,0.058996688570926575
E01000288,0.42099129111513095
