LSOA11CD,prediction
E01000289,0.12365018450460183
E01000290,0.22135207234027554
E01000291,-0.03386544219730614
E01000292,0.6956427762732664
E01000293,0.7182828538125264
E01000294,0.2760008865434287
E01000295,0.9713776758331762
E01000296,1.0756842514538065
E01000297,0.7795294670737452
E01000298,1.0536525616159327
E01000299,1.1975789275500521
E01000300,0.7324413930833615
E01000301,0.6975224303286078
E01000302,1.1073039766799324
E01000303,0.3555257771889361
E01000304,0.4134229351439971
E01000305,1.2412802445047437
E01000306,1.3754903342915163
E01000307,1.2051237169753446
E01000308,1.2132202291145096
E01000309,1.188703702539668
E01000310,1.4367867356422028
E01000311,1.233772724152637
E01000312,0.8319172443256642
E01000313,1.511428330115245
E01000314,1.2356863990656577
E01000315,0.8074738026800135
E01000316,1.0008237275633294
E01000317,0.8361081317786319
E01000318,0.7928444389922904
E01000319,0.6610392439311631
E01000320,0.6289087972409502
E01000321,0.886864554269772
E01000322,0.7449335162766892
E01000323,1.1803907648825727
E01000324,0.5411865951339893
E01000325,0.06651171889581303
E01000326,0.45756000311736356
E01000327,0.29737000748259756
E01000328,0.11551298835683343
E01000329,0.29825106438413596
E01000330,0.6205211955058968
E01000331,0.19544237911490264
E01000332,0.5440180246708514
E01000333,0.5692934482735201
E01000334,-0.020961999189291244
E01000335,0.6171770316433612
E01000336,0.6035093263600693
E01000337,0.17827685865302267
E01000338,0.4600997126538018
E01000339,-0.014748714645563023
E01000340,0.3008813766579705
E01000341,0.056631091958528945
E01000342,0.03753648644761889
E01000343,0.30065428025900476
E01000344,0.06713145039475561
E01000345,0.041816578019055486
E01000346,0.05878669435311465
E01000347,0.43561060046930955
E01000348,0.05968159698681967
E01000349,0.5109910792539759
E01000350,0.11425393396707453
E01000351,0.08283548677794972
E01000352,0.6240784847265721
E01000353,0.25143579578519765
E01000354,-0.036473194452550026
E01000355,0.14957061714507536
E01000356,0.40467079780434173
E01000357,-0.07591943687370942
E01000358,0.41792636943965583
E01000359,0.11861631559571878
E01000360,0.8528311033377342
E01000361,0.21691507642745922
E01000362,0.4874780373990341
E01000363,0.5305170996992404
E01000364,0.5619711927910322
E01000365,0.6342713851331794
E01000366,0.3980279593759685
E01000367,0.15984101856818236
E01000368,-0.050071788763329295
E01000369,-0.03732127778504622
E01000370,0.32414811045508285
E01000371,-0.007371137928630691
E01000372,0.03352529646904759
E01000373,0.35577571905918565
E01000374,0.1255684102570473
E01000375,0.31492426947706
E01000376,0.3512116134782142
E01000377,0.12759284792426753
E01000378,0.42527022094368844
E01000379,0.21101671792276022
E01000380,0.2129988506979207
E01000381,-0.25843195030382976
E01000382,0.0041447308113318464
E01000383,0.27969455154583855
E01000384,0.44033980525604827
E01000385,0.26798644901794144
E01000386,0.5321358942352612
E01000387,-0.017077973667248537
E01000388,0.3090545944484788
E01000389,0.7074234289790471
E01000390,0.340028198927291
E01000391,0.09613424836668544
E01000392,0.7372933591573713
E01000393,0.46525447047940893
E01000394,0.37197395854322346
E01000395,0.14332351015407035
E01000396,0.4404133431205451
E01000398,0.008076556092735625
E01000399,0.35836088914842745
E01000400,0.5280488508148136
E01000401,0.3481612106891467
E01000402,0.41870130493937247
E01000403,0.8619438731360856
E01000404,0.6026020963201737
E01000405,0.1612873083755673
E01000406,0.27342705391719546
E01000407,0.3389408268299063
E01000408,0.2695945170929051
E01000409,0.06289944458596612
E01000410,0.19937909521487188
E01000411,0.21658089598522157
E01000412,0.43918460451862873
E01000413,0.3928052994126948
E01000414,0.8222135834424384
E01000415,0.12076388292177154
E01000416,0.1981783197349335
E01000417,0.7057983446562603
E01000418,0.4764847291783705
E01000419,0.11933114131662925
E01000420,0.07402919664740404
E01000421,0.029458464323791518
E01000422,0.6543141185879856
E01000423,0.12563994512667526
E01000424,0.43079389466532036
E01000425,-0.2826515158713294
E01000426,0.46595203735313573
E01000427,0.2407763479833937
E01000428,0.6485853133276095
E01000429,0.2556137169715068
E01000430,-0.14971702676392162
E01000431,0.2972036895527195
E01000432,-0.060563530702687024
E01000433,0.4959104492291832
E01000434,-0.14556484541872033
E01000435,0.6046422946085328
E01000436,0.11505358501848634
E01000437,0.06373955429861716
E01000438,0.18588500806640595
E01000439,0.2596873073864952
E01000440,-0.0547300618313013
E01000441,0.30608516486967785
E01000442,0.10935643772776026
E01000443,0.10405330040194946
E01000444,0.34924906180282556
E01000445,0.14309440434100362
E01000446,-0.031057617973561644
E01000447,0.8080955064883094
E01000448,0.2556926668892833
E01000449,0.48446567397997464
E01000450,-0.021390749771878263
E01000451,-0.08526294583018393
E01000452,-0.13678229412092258
E01000453,-0.27017295747023823
E01000454,0.21777230179076726
E01000455,0.011316742706592976
E01000456,-0.12291770447427616
E01000457,0.7025414960716615
E01000458,0.12433288283864934
E01000459,0.48489538548027794
E01000460,0.19463283596148645
E01000461,0.2291736962786844
E01000462,0.7801130961233765
E01000463,0.12263927465404928
E01000464,0.08497768423596949
E01000465,0.42647781764649273
E01000466,0.11176743685669571
E01000467,0.3489608577848984
E01000468,0.056066687874817556
E01000469,0.42235857157491485
E01000470,0.5244051907404133
E01000471,0.5403337949498092
E01000472,1.180578110566161
E01000473,1.0850958694330273
E01000474,0.6053854684156563
E01000475,1.0281598873764575
E01000476,0.6750838365653933
E01000477,1.1145271452081458
E01000478,0.9682780424708882
E01000479,0.8915550178630411
E01000480,0.9006366907770164
E01000481,0.9576018399117082
E01000482,0.9579152470733296
E01000483,0.9953729044397375
E01000484,0.5850674033231418
E01000485,0.5920715206086801
E01000486,0.6665582814178036
E01000487,0.983591513021651
E01000488,0.9660455371000705
E01000489,1.0763206674481949
E01000490,1.4379029327946293
E01000491,0.928335681594805
E01000492,0.843739543008722
E01000493,0.5892846229194768
E01000494,1.1308749895758234
E01000495,1.3874526708470987
E01000497,1.0059773992060108
E01000498,0.7791652806110207
E01000499,0.8228748224517657
E01000501,0.7222485790320741
E01000502,0.5269826166691338
E01000503,0.7486584419992102
E01000504,0.6650101705435275
E01000505,0.5139909024541206
E01000506,1.392617403728536
E01000507,0.5415270069647891
E01000508,0.9827418546247475
E01000509,0.8039290709530819
E01000510,1.4330884961565145
E01000511,1.5032299422975177
E01000512,0.7837436387739156
E01000513,0.7205711251805494
E01000514,0.3296809529349468
E01000515,1.0080196350912307
E01000516,0.9126028170131112
E01000517,0.8049653625684224
E01000518,0.5754607944946007
E01000519,0.8265484691726861
E01000520,0.7815725762401218
E01000521,1.575983092815194
E01000522,0.7858498968002168
E01000523,1.185581881110036
E01000524,1.555628601878983
E01000525,1.3975686932399412
E01000526,1.1078537498178957
E01000527,0.7819529964781067
E01000528,1.439153812219208
E01000530,0.8380080546957389
E01000531,0.9332674113194782
E01000532,0.6910788885171761
E01000533,1.4833892778993234
E01000534,0.6893722360573339
E01000535,1.3074989075432597
E01000536,0.8920459516516248
E01000538,0.2290025483838403
E01000539,0.7365889592646727
E01000540,0.5760171741765487
E01000541,0.829020217808119
E01000543,1.1540744858405698
E01000544,1.1565359279718592
E01000545,1.4867735425466941
E01000546,0.9264018564260796
E01000547,0.8286996757732359
E01000548,1.622456094208432
E01000549,0.752985946196345
E01000550,1.4972988966675718
E01000551,1.2182084188852844
E01000552,1.1634239681537077
E01000553,0.877174977852929
E01000554,0.73218568680672
E01000555,0.5382442963616871
E01000556,1.5889873876962246
E01000557,1.0575688821033533
E01000558,1.035396387248371
E01000559,0.9321604603987854
E01000560,0.9751475575090889
E01000561,1.2898891987149805
E01000562,0.5065823312359983
E01000563,0.5170809357833868
E01000564,0.7067780844587634
E01000565,0.6788768963261174
E01000566,0.245763157598697
E01000567,0.5771557993564678
E01000568,0.7658829434406854
E01000569,0.11240153028173452
E01000570,0.683013003238596
E01000571,0.9772397604643829
E01000572,0.3901547533354559
E01000573,0.6005319319017683
E01000574,0.3030418696101605
E01000575,1.1075227894809994
E01000576,1.1117989043296066
E01000577,0.8953907958179751
E01000578,1.250539211808642
E01000579,1.191545377939985
E01000580,1.1125127432537039
E01000581,0.9862041630071835
E01000582,0.8969382406549209
E01000583,1.2938913912764871
E01000584,0.6941906722472936
E01000585,0.6268519106268194
E01000586,1.5616276202665795
E01000587,0.4188589081665107
E01000588,0.861745659146812
E01000589,0.624089350264802
E01000590,0.4598539847296653
E01000591,1.099382266866856
E01000592,0.8457377361776977
E01000593,0.5111371446259225
E01000594,0.8314036384818569
E01000595,1.1970443402654696
E01000596,1.2742253771400893
E01000599,1.2501127039966657
E01000600,1.2780578271746255
E01000601,0.8672735185150238
E01000602,1.0232453963343364
E01000603,1.3074627179975358
E01000604,0.9862753201760301
E01000605,1.330621027866461
E01000606,0.8046488032541366
E01000607,0.6401815522690428
E01000608,1.1696278434525271
E01000609,0.9593008353846026
E01000610,0.9310574707292253
E01000611,0.7753721552401268
E01000612,0.7890534488624912
E01000613,0.7882693211778515
E01000615,0.8481008089577129
E01000616,1.3532751942901604
E01000617,1.238166436335104
E01000618,0.654227274032229
E01000619,0.25572772049600806
E01000620,1.2410554955181927
E01000621,1.2657812622693083
E01000622,1.1668553207209502
E01000623,0.5140357122311288
E01000624,0.38869948838390145
E01000625,0.8979512214413894
E01000626,1.0500045257613968
E01000627,1.4358045498428265
E01000628,1.613795277091726
E01000629,0.4208350774342634
E01000630,1.2172151232661605
E01000631,0.7004696393169462
E01000632,0.7636281900879476
E01000633,1.1549868465676627
E01000634,0.9688413636493391
E01000635,1.265352978830554
E01000636,1.070324389975711
E01000637,0.9086820867541406
E01000638,1.3894270544895442
E01000639,1.33159293241503
E01000640,1.2789951099421508
E01000641,1.1418571226968321
E01000642,1.3747191303515227
E01000643,1.1184521505137393
E01000644,1.0778925586284671
E01000645,0.5498184617280574
E01000646,0.9756086369327192
E01000647,0.5332274842453795
E01000648,0.5829523023667631
E01000649,0.5868289607833538
E01000650,0.4020700295860703
E01000651,0.41285223471660565
E01000652,0.271081859448755
E01000653,0.33297981560279677
E01000654,-0.604115680449787
E01000655,-0.7357733887235745
E01000656,-0.07189093636539293
E01000657,-0.06903185077239339
E01000658,-0.35251290572484795
E01000659,-0.6890955584598789
E01000661,0.20527853459530682
E01000662,0.17791711412755154
E01000663,-0.12414518523715021
E01000664,-0.14102995643704908
E01000665,0.35485617164639116
E01000666,0.12967747440521504
E01000667,0.3139740992315059
E01000668,0.4628884049574864
E01000669,0.08468275592269964
E01000670,0.7820893673170844
E01000671,0.8689693834440874
E01000672,0.5880161128723873
E01000673,0.5819494495318855
E01000674,0.7114826704231006
E01000675,0.7610686951145174
E01000676,1.0825050028921972
E01000677,0.8134747460018532
E01000678,0.6673424585953389
E01000679,0.4365511784821282
E01000680,0.24813028879233698
E01000681,-0.03814066790933212
E01000682,-0.08258764482566663
E01000683,0.10657199536969497
E01000684,-0.06775854829008368
E01000685,0.07315036610205983
E01000686,0.4357239575307718
E01000687,0.2612405580874849
E01000688,-0.12992441594146925
E01000689,0.15417340799904777
E01000690,0.3763728426274227
E01000691,0.18917454255602878
E01000692,0.494026661337447
E01000693,0.6154056024150154
E01000694,0.13563134415530237
E01000695,0.4639125554790391
E01000696,0.7501897046583845
E01000697,0.8110442341815092
E01000698,0.13179394829844335
E01000699,0.9192737496313987
E01000700,0.4167511945538639
E01000701,0.5494337751600007
E01000702,0.6296979663980125
E01000703,0.991366715736409
E01000704,0.40479082741084427
E01000705,0.648527532396905
E01000706,0.5612326338779441
E01000707,0.04031604321099179
E01000708,0.8164676387178769
E01000709,1.0054166039022954
E01000710,0.9095684646311035
E01000711,1.035165287067149
E01000712,0.9293415882869291
E01000713,0.6203849636836622
E01000714,1.194463300953702
E01000715,0.9151828527745169
E01000716,0.5749940987194505
E01000717,0.9598794789556091
E01000718,0.7003843613821743
E01000719,0.6474441581244865
E01000720,0.1363301036278739
E01000721,0.1962740981556727
E01000722,0.40243860766378836
E01000723,-0.30220512939460387
E01000724,-0.06128324103274056
E01000725,0.48115682811066857
E01000726,0.04535617121814367
E01000727,0.3939526801386331
E01000728,0.06359253194813534
E01000729,0.018160003642505362
E01000730,0.07355652370490429
E01000731,-0.04691776928716329
E01000732,0.06429233675282515
E01000733,0.23346329096315505
E01000734,-0.14732772346583847
E01000735,0.17558448253473444
E01000736,-0.054672454438773506
E01000737,-0.01701016264945576
E01000738,0.2549222127972501
E01000739,0.06515193852685162
E01000740,1.1962698714083773
E01000741,1.0931822221377532
E01000742,1.157579577614288
E01000743,1.2157510143471284
E01000744,0.749723386332079
E01000745,1.1153757198317256
E01000746,1.0635465511701143
E01000747,0.30306530108672797
E01000748,-0.09591845195463772
E01000749,0.07588088644854418
E01000750,-0.14400856713248822
E01000751,2.391789297506372e-05
E01000752,0.2361110732710276
E01000753,0.17562478575112317
E01000754,0.15657329864191374
E01000755,0.12562918389572011
E01000756,0.20641377107379086
E01000757,-0.13871245865118112
E01000758,0.1645150780411505
E01000759,0.18163150522575564
E01000760,0.40813758089500374
E01000761,-0.07039569164939283
E01000762,0.41479978071286294
E01000763,0.24497387054547148
E01000764,-0.07174560276751371
E01000765,0.4863306082870869
E01000766,0.004343561070602455
E01000767,0.2390708532694315
E01000768,0.35898089738005035
E01000769,0.18032899525638352
E01000770,1.038140227429281
E01000771,0.5732522107636249
E01000772,0.6344713749464979
E01000773,0.33755278616255974
E01000774,0.6299408651173805
E01000775,0.5967372629952766
E01000777,0.4751405970793594
E01000778,0.20951874674635917
E01000779,0.8925520929600808
E01000780,0.188799866847201
E01000781,0.18301099031504064
E01000782,0.23406281153551284
E01000783,0.08452552367551483
E01000784,0.1439848921013393
E01000785,-0.015214312808185061
E01000786,0.01494737144420635
E01000787,-0.019096968491643666
E01000788,0.3531969364612778
E01000789,-0.14431310450247475
E01000790,0.6583693324337183
E01000791,0.28885160632176726
E01000792,-0.20725764225626525
E01000793,0.13235614246239896
E01000794,-0.166627363608041
E01000795,-0.10051810757250511
E01000796,0.45611174194944565
E01000797,0.9421005075922904
E01000798,1.1155087546197995
E01000799,1.0266510469129466
E01000800,1.0506387273619182
E01000801,0.6374908943758699
E01000802,0.8367629130350034
E01000803,0.7376471328824943
E01000804,0.6314084248324843
E01000805,0.9356397448689945
E01000806,1.190767368832978
E01000807,0.6095726847920159
E01000808,0.053479616567917214
E01000809,-0.11154300535814754
E01000810,0.022005652967903626
E01000811,0.1530501499813356
E01000812,0.16899315289233927
E01000813,0.13217548803716736
E01000814,0.13576804805697748
E01000815,0.1175665717990111
E01000816,0.3337340030301721
E01000818,0.20370051629122482
E01000819,0.6992189568296729
E01000820,0.6986499555562462
E01000822,0.6253474569060863
E01000823,0.7517193143713927
E01000824,0.7079772857182857
E01000825,1.0024059124361466
E01000826,0.24342135221033623
E01000827,0.46160439313944873
E01000828,0.7647465192706924
E01000829,0.5497983562992679
E01000830,0.45101624870798607
E01000831,0.3537869118299116
E01000832,0.5042142005202923
E01000833,0.1601379532664198
E01000834,0.003049539315627429
E01000835,0.4994461215316174
E01000836,0.024689730612735702
E01000837,0.3342807531517571
E01000838,0.1367739298241008
E01000839,-0.21430002233886888
E01000840,0.30592331636211634
E01000841,0.4272250073536013
E01000842,0.6744537197587073
E01000843,1.0885892654927143
E01000844,1.0045175826843773
E01000845,1.2081547168207478
E01000846,1.2747213929507866
E01000847,1.1000996255399458
E01000848,0.9716461304827524
E01000849,1.0683796902458038
E01000850,2.116398791975503
E01000851,2.083783201393427
E01000852,2.2285989358179465
E01000853,2.19873210240743
E01000854,1.790151692737404
E01000855,2.3270359701112127
E01000856,2.0301075529377117
E01000857,0.9470108427018852
E01000858,1.7117233374488388
E01000859,0.8358686915512089
E01000860,1.3857113672146057
E01000861,2.3021425290144726
E01000862,1.5988503873918396
E01000863,2.0959855119948587
E01000864,1.6484716131341033
E01000865,1.6772350303109587
E01000866,1.8214973526314628
E01000867,2.1720277725226573
E01000868,1.6255271711701818
E01000869,1.7128187561337498
E01000870,1.6232027515973553
E01000871,1.099709776964217
E01000872,1.4375822524680917
E01000873,0.9122200548426407
E01000874,1.4383136911226526
E01000875,1.267924889273814
E01000876,1.374401968186983
E01000877,1.315301983606107
E01000878,1.3933640129564864
E01000879,1.1469816064894856
E01000880,1.2483111159814493
E01000881,1.368393314864253
E01000882,1.1593384978766532
E01000883,1.7092084343368292
E01000884,1.0631153566988716
E01000885,1.1379716977212777
E01000886,1.270563549563568
E01000887,1.1977502175897528
E01000888,0.9935875422690422
E01000889,1.3420271557505967
E01000890,1.1319245969569045
E01000891,1.1547770345422306
E01000892,0.9528634091830674
E01000893,0.850535587615843
E01000894,1.218757505701387
E01000895,1.1099167802430745
E01000896,1.0968080509834672
E01000897,1.142077917137666
E01000898,0.8704986966539696
E01000899,1.3494426203474297
E01000900,1.3056014263153881
E01000901,1.2621488398875422
E01000902,1.0698070314382306
E01000903,1.2703122961441204
E01000904,1.545880616318794
E01000905,1.3660694708841183
E01000906,1.3335490373403756
E01000907,0.798660973983505
E01000908,0.4441183186213133
E01000909,1.0443637264411127
E01000910,0.9888223360194182
E01000911,0.9784907633579615
E01000912,1.3033255270497115
E01000913,1.2904420829270884
E01000914,2.2748651742607358
E01000915,1.9007409300052887
E01000916,2.2730074113068306
E01000917,2.220411321838837
E01000918,2.331635858542341
E01000919,2.3924080047985767
E01000920,1.8237029295027924
E01000921,1.5725397973024258
E01000922,1.4508414902833586
E01000923,0.9873748099527052
E01000924,1.3367243579185901
E01000925,1.384881600391648
E01000926,1.6095862737045539
E01000927,1.5858077192314597
E01000928,1.2459205041906398
E01000929,1.2252842456290078
E01000930,1.7407055203763466
E01000931,1.6860148041185488
E01000932,1.2627453129194754
E01000933,1.7080360833391972
E01000934,1.389400442380833
E01000935,1.1893098119351544
E01000936,2.05764552649441
E01000937,2.098218923390066
E01000938,2.2697223699615448
E01000939,2.184337810546964
E01000940,1.9241379421733273
E01000941,1.852593908659712
E01000942,2.288919913088637
E01000943,2.176441633167046
E01000944,1.7266893686277358
E01000945,2.1669949814536493
E01000946,1.5839917901753202
E01000947,1.9472238327245504
E01000948,1.9439209334038887
E01000949,1.572611895537666
E01000950,2.1169397035206443
E01000951,2.0526658968067526
E01000952,1.8617129054010269
E01000953,2.0272859559510055
E01000954,1.689551385040438
E01000955,1.701845394073287
E01000956,2.3098045535081613
E01000957,1.847464934904772
E01000958,1.5800379828450546
E01000959,2.215913579725078
E01000960,1.5585277258604444
E01000961,1.6418531599901165
E01000962,0.9362048407335489
E01000963,1.7786149088113539
E01000964,1.045628080742803
E01000965,1.1332597972227414
E01000966,0.7955145803055303
E01000967,1.3617112784913135
E01000968,1.278277061462726
E01000969,1.3122657029314075
E01000970,1.291762617471649
E01000971,0.920717430447066
E01000972,1.4911106285602531
E01000973,1.5447584754221668
E01000974,1.4415496760792181
E01000975,0.9859896525064376
E01000976,1.1202157412620914
E01000977,1.1857032168723773
E01000978,0.9630315640695803
E01000979,0.827856638927639
E01000980,0.5073802124323443
E01000981,0.40613375073251035
E01000982,0.5687430916723017
E01000983,0.6547640323138422
E01000984,1.0546782443592049
E01000985,0.31403547824962774
E01000986,0.8561837093118281
E01000987,0.65973457554522
E01000989,0.09907219625638725
E01000990,0.45306968474931186
E01000991,-0.04939139623370425
E01000992,0.4041721479921153
E01000993,0.7601188904800757
E01000994,0.2710183292934033
E01000995,1.1471737247566125
E01000996,0.005609772817379866
E01000997,0.4184768809371957
E01000998,1.1380777954263028
E01000999,0.5105097950361459
E01001000,1.0713461903758095
E01001001,0.8413329114131012
E01001002,0.5156094784737095
E01001003,0.6781999198291833
E01001004,0.7190136473721709
E01001005,1.0098063608946335
E01001006,0.8647836575946931
E01001007,0.5179391297037639
E01001008,0.8720693548401293
E01001009,0.9950791484054209
E01001010,0.6530817114814133
E01001011,1.3479215353823566
E01001012,1.3074684842071318
E01001013,1.4291727183365137
E01001014,1.0523111255661215
E01001015,0.038827584203507653
E01001016,0.151439964093788
E01001017,0.1720590439824677
E01001018,-0.05777016238143487
E01001019,0.03240868854573578
E01001020,-0.010522121910752137
