LSOA11CD,LSOA21CD,overlap_pct
E01027218,E01027218,100.0
E01009882,E01009882,100.0
E01029205,E01029205,100.0
E01023731,E01023731,100.0
E01029454,E01029454,100.0
E01009733,E01009733,100.0
E01018023,E01018023,100.0
E01020293,E01020293,100.0
E01028544,E01028544,100.0
E01018787,E01018787,100.0
E01033638,E01033638,100.0
E01012338,E01012338,100.0
E01018373,E01018373,100.0
E01008650,E01008650,100.0
W01000606,W01000606,100.0
E01008077,E01008077,100.0
E01031522,E01031522,100.0
E01012655,E01012655,100.0
E01022154,E01022154,100.0
E01006906,E01006906,100.0
E01028235,E01028235,100.0
E01026621,E01026621,100.0
W01000905,W01000905,100.0
E01017285,E01017285,100.0
E01019232,E01019232,100.0
E01014307,E01014307,100.0
E01008824,E01008824,100.0
E01010915,E01010915,100.0
E01013544,E01013544,100.0
E01013814,E01013814,100.0
E01019993,E01019993,100.0
E01017081,E01017081,100.0
E01001105,E01001105,100.0
E01003784,E01003784,100.0
E01018115,E01018115,100.0
E01028925,E01028925,100.0
W01000298,W01000298,100.0
E01000347,E01000347,100.0
E01020454,E01020454,100.0
E01004871,E01004871,100.0
E01014021,E01014021,100.0
E01029846,E01029846,100.0
E01019639,E01019639,100.0
E01014048,E01014048,100.0
E01010161,E01010161,100.0
E01017003,E01017003,100.0
E01015809,E01015809,100.0
E01004573,E01004573,100.0
E01012956,E01012956,100.0
E01019441,E01019441,100.0
E01006184,E01006184,100.0
E01029429,E01029429,100.0
E01031056,E01031056,100.0
E01012633,E01012633,100.0
E01011992,E01011992,100.0
E01002702,E01002702,100.0
E01007257,E01007257,100.0
E01015906,E01015906,100.0
E01025774,E01025774,100.0
E01030422,E01030422,100.0
E01019256,E01019256,100.0
E01002196,E01002196,100.0
E01002365,E01002365,100.0
E01025474,E01025474,100.0
E01031868,E01031868,100.0
E01004529,E01004529,100.0
E01000843,E01000843,100.0
E01006873,E01006873,100.0
E01011111,E01011111,100.0
E01018615,E01018615,100.0
E01015017,E01015017,100.0
E01030218,E01030218,100.0
E01019787,E01019787,100.0
E01015915,E01015915,100.0
E01004489,E01004489,100.0
E01028104,E01028104,100.0
E01010668,E01010668,100.0
E01032261,E01032261,100.0
E01007546,E01007546,100.0
E01023494,E01023494,100.0
E01024010,E01024010,100.0
E01031185,E01031185,100.0
E01028190,E01028190,100.0
E01011030,E01011030,100.0
E01033609,E01033609,100.0
E01001708,E01001708,100.0
E01026866,E01026866,100.0
E01009613,E01009613,100.0
E01017058,E01017058,100.0
E01001929,E01001929,100.0
E01011338,E01011338,100.0
E01017005,E01017005,100.0
E01023759,E01023759,100.0
E01025166,E01025166,100.0
E01023900,E01023900,100.0
E01013120,E01013120,100.0
E01015214,E01015214,100.0
E01027576,E01027576,100.0
E01011638,E01011638,100.0
E01002839,E01002839,100.0
E01030025,E01030025,100.0
E01018837,E01018837,100.0
E01003120,E01003120,100.0
E01021622,E01021622,100.0
E01030705,E01030705,100.0
E01012058,E01012058,100.0
E01020416,E01020416,100.0
E01014233,E01014233,100.0
E01012875,E01012875,100.0
E01015937,E01015937,100.0
E01027617,E01027617,100.0
E01015100,E01015100,100.0
E01001958,E01001958,100.0
E01022038,E01022038,100.0
E01016057,E01016057,100.0
E01003157,E01003157,100.0
E01025804,E01025804,100.0
E01005647,E01005647,100.0
E01012234,E01012234,100.0
E01006336,E01006336,100.0
E01024437,E01024437,100.0
E01028897,E01028897,100.0
E01029420,E01029420,100.0
E01000967,E01000967,100.0
E01002711,E01002711,100.0
E01008482,E01008482,100.0
E01018591,E01018591,100.0
E01005772,E01005772,100.0
E01004740,E01004740,100.0
E01005906,E01005906,100.0
E01008201,E01008201,100.0
E01014615,E01014615,100.0
E01025461,E01025461,100.0
E01007851,E01007851,100.0
E01029326,E01029326,100.0
E01002578,E01002578,100.0
E01029565,E01029565,100.0
E01005120,E01005120,100.0
E01014262,E01014262,100.0
E01003770,E01003770,100.0
E01032636,E01032636,100.0
E01007572,E01007572,100.0
E01026524,E01026524,100.0
E01008179,E01008179,100.0
E01017052,E01017052,100.0
E01018596,E01018596,100.0
E01031493,E01031493,100.0
E01016368,E01016368,100.0
E01031732,E01031732,100.0
E01013363,E01013363,100.0
E01001025,E01001025,100.0
E01020626,E01020626,100.0
E01003248,E01003248,100.0
E01000407,E01000407,100.0
E01021988,E01021988,100.0
E01001898,E01001898,100.0
E01002098,E01002098,100.0
E01028449,E01028449,100.0
W01000958,W01000958,100.0
E01016855,E01016855,100.0
E01026199,E01026199,100.0
E01011073,E01011073,100.0
E01003356,E01003356,100.0
E01007777,E01007777,100.0
E01020556,E01020556,100.0
E01026604,E01026604,100.0
E01018961,E01018961,100.0
E01014726,E01014726,100.0
E01001774,E01001774,100.0
E01003907,E01003907,100.0
E01030924,E01030924,100.0
E01002166,E01002166,100.0
E01010774,E01010774,100.0
E01001889,E01001889,100.0
E01032046,E01032046,100.0
E01009607,E01009607,100.0
E01009241,E01009241,100.0
E01013354,E01013354,100.0
E01030989,E01030989,100.0
E01014742,E01014742,100.0
E01013337,E01013337,100.0
E01002635,E01002635,100.0
E01021360,E01021360,100.0
E01018238,E01018238,100.0
E01023627,E01023627,100.0
E01011955,E01011955,100.0
E01006502,E01006502,100.0
E01030394,E01030394,100.0
E01007360,E01007360,100.0
E01002726,E01002726,100.0
E01023637,E01023637,100.0
E01029928,E01029928,100.0
E01021974,E01021974,100.0
E01015723,E01015723,100.0
W01000759,W01000759,100.0
W01000192,W01000192,100.0
E01012625,E01012625,100.0
E01016456,E01016456,100.0
W01001441,W01001441,100.0
E01000779,E01000779,100.0
E01005512,E01005512,100.0
E01028348,E01028348,100.0
E01031690,E01031690,100.0
E01005636,E01005636,100.0
E01000656,E01000656,100.0
E01008192,E01008192,100.0
W01001877,W01001877,100.0
E01027221,E01027221,100.0
E01015837,E01015837,100.0
E01031105,E01031105,100.0
E01003191,E01003191,100.0
E01005950,E01005950,100.0
W01001185,W01001185,100.0
E01015064,E01015064,100.0
E01013251,E01013251,100.0
E01028814,E01028814,100.0
E01024809,E01024809,100.0
E01009210,E01009210,100.0
E01011410,E01011410,100.0
E01017244,E01017244,100.0
E01001744,E01001744,100.0
E01025860,E01025860,100.0
E01004333,E01004333,100.0
E01025814,E01025814,100.0
E01023745,E01023745,100.0
E01006365,E01006365,100.0
E01025190,E01025190,100.0
E01032572,E01032572,100.0
E01017105,E01017105,100.0
E01024880,E01024880,100.0
W01000318,W01000318,100.0
W01000505,W01000505,100.0
E01030726,E01030726,100.0
W01001403,W01001403,100.0
E01008652,E01008652,100.0
E01016581,E01016581,100.0
E01009742,E01009742,100.0
E01001494,E01001494,100.0
E01023995,E01023995,100.0
E01005245,E01005245,100.0
E01008608,E01008608,100.0
E01019215,E01019215,100.0
E01020698,E01020698,100.0
E01026488,E01026488,100.0
E01026972,E01026972,100.0
E01001646,E01001646,100.0
E01009643,E01009643,100.0
E01031344,E01031344,100.0
E01001993,E01001993,100.0
E01003119,E01003119,100.0
E01004628,E01004628,100.0
E01032180,E01032180,100.0
E01021228,E01021228,100.0
E01017214,E01017214,100.0
E01010900,E01010900,100.0
E01019178,E01019178,100.0
E01000144,E01000144,100.0
W01000446,W01000446,100.0
E01008003,E01008003,100.0
W01001847,W01001847,100.0
E01005505,E01005505,100.0
E01008790,E01008790,100.0
E01023741,E01023741,100.0
E01031196,E01031196,100.0
E01030710,E01030710,100.0
E01011786,E01011786,100.0
E01027368,E01027368,100.0
E01028245,E01028245,100.0
W01000399,W01000399,100.0
E01012500,E01012500,100.0
E01009011,E01009011,100.0
E01017234,E01017234,100.0
E01011416,E01011416,100.0
E01014867,E01014867,100.0
E01021825,E01021825,100.0
E01015919,E01015919,100.0
E01017532,E01017532,100.0
E01016975,E01016975,100.0
E01027155,E01027155,100.0
E01015758,E01015758,100.0
E01013578,E01013578,100.0
E01023977,E01023977,100.0
E01009718,E01009718,100.0
E01007621,E01007621,100.0
E01019355,E01019355,100.0
E01019842,E01019842,100.0
E01006178,E01006178,100.0
E01001133,E01001133,100.0
E01006312,E01006312,100.0
E01024687,E01024687,100.0
E01028934,E01028934,100.0
E01016558,E01016558,100.0
E01000308,E01000308,100.0
E01007403,E01007403,100.0
E01022796,E01022796,100.0
E01023986,E01023986,100.0
E01009522,E01009522,100.0
E01014310,E01014310,100.0
E01017890,E01017890,100.0
E01005003,E01005003,100.0
E01017262,E01017262,100.0
E01008125,E01008125,100.0
E01009739,E01009739,100.0
E01000396,E01000396,100.0
E01007528,E01007528,100.0
E01017399,E01017399,100.0
E01002813,E01002813,100.0
E01006031,E01006031,100.0
E01005044,E01005044,100.0
E01015407,E01015407,100.0
W01000470,W01000470,100.0
E01023848,E01023848,100.0
E01001325,E01001325,100.0
E01010764,E01010764,100.0
E01027830,E01027830,100.0
E01029219,E01029219,100.0
E01026219,E01026219,100.0
E01007741,E01007741,100.0
E01010332,E01010332,100.0
E01010889,E01010889,100.0
E01014138,E01014138,100.0
W01000339,W01000339,100.0
E01016694,E01016694,100.0
E01007736,E01007736,100.0
E01021673,E01021673,100.0
E01003824,E01003824,100.0
E01011649,E01011649,100.0
W01001863,W01001863,100.0
E01025162,E01025162,100.0
E01028971,E01028971,100.0
E01012001,E01012001,100.0
E01027970,E01027970,100.0
E01022026,E01022026,100.0
E01000770,E01000770,100.0
E01001081,E01001081,100.0
E01013530,E01013530,100.0
E01026127,E01026127,100.0
E01001683,E01001683,100.0
E01028461,E01028461,100.0
E01000698,E01000698,100.0
E01015370,E01015370,100.0
E01004815,E01004815,100.0
E01015656,E01015656,100.0
E01028519,E01028519,100.0
E01022951,E01022951,100.0
E01005047,E01005047,100.0
E01000616,E01000616,100.0
E01009936,E01009936,100.0
E01011918,E01011918,100.0
E01012018,E01012018,100.0
E01002258,E01002258,100.0
E01022010,E01022010,100.0
E01031638,E01031638,100.0
E01006299,E01006299,100.0
E01033039,E01033039,100.0
E01006854,E01006854,100.0
E01028699,E01028699,100.0
E01011062,E01011062,100.0
E01018845,E01018845,100.0
E01028819,E01028819,100.0
E01003816,E01003816,100.0
W01001736,W01001736,100.0
E01017221,E01017221,100.0
E01011763,E01011763,100.0
E01024438,E01024438,100.0
E01027986,E01027986,100.0
E01030505,E01030505,100.0
E01018894,E01018894,100.0
E01027937,E01027937,100.0
E01026443,E01026443,100.0
E01032559,E01032559,100.0
E01014539,E01014539,100.0
E01019053,E01019053,100.0
E01005619,E01005619,100.0
E01032154,E01032154,100.0
E01013672,E01013672,100.0
E01007933,E01007933,100.0
E01031667,E01031667,100.0
E01005592,E01005592,100.0
E01012357,E01012357,100.0
E01017263,E01017263,100.0
E01008306,E01008306,100.0
E01000690,E01000690,100.0
E01008190,E01008190,100.0
E01011386,E01011386,100.0
E01016578,E01016578,100.0
E01022771,E01022771,100.0
E01005837,E01005837,100.0
E01001623,E01001623,100.0
E01016713,E01016713,100.0
E01003987,E01003987,100.0
E01011726,E01011726,100.0
E01025615,E01025615,100.0
W01001466,W01001466,100.0
E01029078,E01029078,100.0
E01019396,E01019396,100.0
E01005702,E01005702,100.0
E01024648,E01024648,100.0
W01000994,W01000994,100.0
E01021180,E01021180,100.0
E01000954,E01000954,100.0
E01002248,E01002248,100.0
E01021484,E01021484,100.0
E01023586,E01023586,100.0
E01030831,E01030831,100.0
E01008108,E01008108,100.0
E01000020,E01000020,100.0
E01029920,E01029920,100.0
E01008873,E01008873,100.0
E01023372,E01023372,100.0
E01008184,E01008184,100.0
E01002867,E01002867,100.0
E01010925,E01010925,100.0
E01029252,E01029252,100.0
E01007979,E01007979,100.0
E01022281,E01022281,100.0
E01031451,E01031451,100.0
E01026549,E01026549,100.0
E01004186,E01004186,100.0
E01021852,E01021852,100.0
W01001407,W01001407,100.0
E01011394,E01011394,100.0
E01006603,E01006603,100.0
E01014858,E01014858,100.0
E01000158,E01000158,100.0
E01016279,E01016279,100.0
E01027747,E01027747,100.0
E01000178,E01000178,100.0
W01000268,W01000268,100.0
E01001735,E01001735,100.0
E01006817,E01006817,100.0
E01010263,E01010263,100.0
E01021572,E01021572,100.0
E01002319,E01002319,100.0
W01001953,W01001953,100.0
E01022502,E01022502,100.0
E01004528,E01004528,100.0
E01004601,E01004601,100.0
E01015426,E01015426,100.0
E01033352,E01033352,100.0
E01002854,E01002854,100.0
W01001102,W01001102,100.0
E01030216,E01030216,100.0
E01008041,E01008041,100.0
E01008467,E01008467,100.0
E01006263,E01006263,100.0
E01006479,E01006479,100.0
E01012608,E01012608,100.0
E01022620,E01022620,100.0
E01020978,E01020978,100.0
E01000220,E01000220,100.0
E01027691,E01027691,100.0
E01022329,E01022329,100.0
E01001308,E01001308,100.0
E01015178,E01015178,100.0
E01000951,E01000951,100.0
W01001232,W01001232,100.0
E01028522,E01028522,100.0
E01000679,E01000679,100.0
E01002880,E01002880,100.0
W01000772,W01000772,100.0
E01032397,E01032397,100.0
E01003650,E01003650,100.0
E01021752,E01021752,100.0
E01001920,E01001920,100.0
E01025772,E01025772,100.0
E01005954,E01005954,100.0
E01015737,E01015737,100.0
E01014641,E01014641,100.0
E01025099,E01025099,100.0
E01018619,E01018619,100.0
E01017556,E01017556,100.0
E01022338,E01022338,100.0
E01031507,E01031507,100.0
E01016731,E01016731,100.0
W01001137,W01001137,100.0
E01020306,E01020306,100.0
E01014880,E01014880,100.0
E01011102,E01011102,100.0
E01018380,E01018380,100.0
E01033289,E01033289,100.0
E01005739,E01005739,100.0
E01033334,E01033334,100.0
E01029865,E01029865,100.0
E01031754,E01031754,100.0
E01032064,E01032064,100.0
E01019167,E01019167,100.0
E01003485,E01003485,100.0
E01011277,E01011277,100.0
E01020182,E01020182,100.0
E01005916,E01005916,100.0
E01021093,E01021093,100.0
E01000164,E01000164,100.0
E01010920,E01010920,100.0
E01014130,E01014130,100.0
E01027149,E01027149,100.0
E01023287,E01023287,100.0
E01027734,E01027734,100.0
E01009654,E01009654,100.0
E01002908,E01002908,100.0
E01012738,E01012738,100.0
E01000661,E01000661,100.0
E01014956,E01014956,100.0
E01033370,E01033370,100.0
E01033668,E01033668,100.0
E01030826,E01030826,100.0
E01033482,E01033482,100.0
E01023050,E01023050,100.0
E01032728,E01032728,100.0
E01012466,E01012466,100.0
E01027500,E01027500,100.0
E01024145,E01024145,100.0
E01015292,E01015292,100.0
E01000814,E01000814,100.0
E01015072,E01015072,100.0
E01018220,E01018220,100.0
E01031260,E01031260,100.0
E01007975,E01007975,100.0
E01022080,E01022080,100.0
E01025210,E01025210,100.0
E01033695,E01033695,100.0
E01028735,E01028735,100.0
E01007271,E01007271,100.0
E01023030,E01023030,100.0
E01012666,E01012666,100.0
E01024102,E01024102,100.0
E01020072,E01020072,100.0
E01011344,E01011344,100.0
E01019643,E01019643,100.0
E01028910,E01028910,100.0
E01006552,E01006552,100.0
E01008937,E01008937,100.0
W01000687,W01000687,100.0
E01017197,E01017197,100.0
E01002349,E01002349,100.0
E01021178,E01021178,100.0
E01020511,E01020511,100.0
E01030395,E01030395,100.0
E01019616,E01019616,100.0
E01014361,E01014361,100.0
E01010149,E01010149,100.0
E01023067,E01023067,100.0
E01001664,E01001664,100.0
E01006476,E01006476,100.0
E01012884,E01012884,100.0
E01026461,E01026461,100.0
E01007594,E01007594,100.0
E01002976,E01002976,100.0
E01000268,E01000268,100.0
E01000543,E01000543,100.0
E01004584,E01004584,100.0
E01022133,E01022133,100.0
E01007264,E01007264,100.0
E01020847,E01020847,100.0
E01029130,E01029130,100.0
W01001707,W01001707,100.0
E01003022,E01003022,100.0
E01022491,E01022491,100.0
E01029019,E01029019,100.0
E01020565,E01020565,100.0
E01015127,E01015127,100.0
E01005054,E01005054,100.0
E01023225,E01023225,100.0
E01027402,E01027402,100.0
E01014285,E01014285,100.0
E01004211,E01004211,100.0
E01003464,E01003464,100.0
E01022935,E01022935,100.0
E01002450,E01002450,100.0
E01011567,E01011567,100.0
E01013020,E01013020,100.0
E01014388,E01014388,100.0
E01020150,E01020150,100.0
E01031150,E01031150,100.0
E01023208,E01023208,100.0
E01022625,E01022625,100.0
E01004097,E01004097,100.0
E01017376,E01017376,100.0
E01015863,E01015863,100.0
E01013352,E01013352,100.0
W01001799,W01001799,100.0
E01007209,E01007209,100.0
E01013806,E01013806,100.0
E01023885,E01023885,100.0
E01016630,E01016630,100.0
E01006236,E01006236,100.0
E01006486,E01006486,100.0
W01001830,W01001830,100.0
E01006829,E01006829,100.0
E01007638,E01007638,100.0
E01011233,E01011233,100.0
E01012662,E01012662,100.0
E01018239,E01018239,100.0
E01007589,E01007589,100.0
E01022786,E01022786,100.0
E01015927,E01015927,100.0
E01022819,E01022819,100.0
E01016648,E01016648,100.0
E01026681,E01026681,100.0
E01021113,E01021113,100.0
E01012129,E01012129,100.0
E01023516,E01023516,100.0
E01031857,E01031857,100.0
E01005695,E01005695,100.0
E01015073,E01015073,100.0
E01023893,E01023893,100.0
E01014495,E01014495,100.0
E01014759,E01014759,100.0
E01018312,E01018312,100.0
E01005176,E01005176,100.0
E01016531,E01016531,100.0
E01005333,E01005333,100.0
E01017963,E01017963,100.0
E01025928,E01025928,100.0
E01001507,E01001507,100.0
E01030170,E01030170,100.0
E01022197,E01022197,100.0
E01018035,E01018035,100.0
E01011960,E01011960,100.0
E01013179,E01013179,100.0
E01020233,E01020233,100.0
E01032296,E01032296,100.0
E01024967,E01024967,100.0
W01001239,W01001239,100.0
E01026678,E01026678,100.0
E01005711,E01005711,100.0
E01013506,E01013506,100.0
E01032631,E01032631,100.0
E01003036,E01003036,100.0
E01030674,E01030674,100.0
E01002060,E01002060,100.0
E01003188,E01003188,100.0
E01030448,E01030448,100.0
E01022391,E01022391,100.0
E01030351,E01030351,100.0
E01023688,E01023688,100.0
E01027646,E01027646,100.0
E01028125,E01028125,100.0
E01025155,E01025155,100.0
E01010593,E01010593,100.0
E01021743,E01021743,100.0
E01010765,E01010765,100.0
E01001840,E01001840,100.0
E01017340,E01017340,100.0
E01020410,E01020410,100.0
E01008747,E01008747,100.0
E01022682,E01022682,100.0
E01026781,E01026781,100.0
E01016101,E01016101,100.0
E01027792,E01027792,100.0
E01023278,E01023278,100.0
E01007731,E01007731,100.0
E01008299,E01008299,100.0
E01030696,E01030696,100.0
E01001432,E01001432,100.0
E01007560,E01007560,100.0
E01010441,E01010441,100.0
E01027174,E01027174,100.0
E01012019,E01012019,100.0
E01031847,E01031847,100.0
E01030963,E01030963,100.0
E01028418,E01028418,100.0
E01027294,E01027294,100.0
E01012937,E01012937,100.0
E01018165,E01018165,100.0
E01015383,E01015383,100.0
E01031865,E01031865,100.0
E01016220,E01016220,100.0
E01029071,E01029071,100.0
E01018015,E01018015,100.0
E01011324,E01011324,100.0
E01003988,E01003988,100.0
E01025150,E01025150,100.0
E01027438,E01027438,100.0
E01029636,E01029636,100.0
E01015136,E01015136,100.0
E01004184,E01004184,100.0
W01000774,W01000774,100.0
E01020500,E01020500,100.0
E01012077,E01012077,100.0
E01004371,E01004371,100.0
E01022610,E01022610,100.0
E01010988,E01010988,100.0
E01014642,E01014642,100.0
E01019851,E01019851,100.0
E01025062,E01025062,100.0
E01001031,E01001031,100.0
E01032647,E01032647,100.0
W01000007,W01000007,100.0
E01013579,E01013579,100.0
E01028496,E01028496,100.0
E01026431,E01026431,100.0
E01009802,E01009802,100.0
E01020909,E01020909,100.0
E01002862,E01002862,100.0
E01011419,E01011419,100.0
W01000351,W01000351,100.0
E01013484,E01013484,100.0
W01001435,W01001435,100.0
E01002175,E01002175,100.0
E01013182,E01013182,100.0
E01018571,E01018571,100.0
E01024658,E01024658,100.0
E01010634,E01010634,100.0
E01024909,E01024909,100.0
E01028248,E01028248,100.0
E01032445,E01032445,100.0
E01030392,E01030392,100.0
E01010796,E01010796,100.0
E01014112,E01014112,100.0
E01022363,E01022363,100.0
W01001286,W01001286,100.0
W01000324,W01000324,100.0
E01002466,E01002466,100.0
E01033028,E01033028,100.0
W01001306,W01001306,100.0
E01014466,E01014466,100.0
E01001601,E01001601,100.0
E01014376,E01014376,100.0
E01009270,E01009270,100.0
W01000643,W01000643,100.0
E01016768,E01016768,100.0
E01024647,E01024647,100.0
E01007591,E01007591,100.0
E01027557,E01027557,100.0
E01016701,E01016701,100.0
W01001333,W01001333,100.0
E01019217,E01019217,100.0
E01025066,E01025066,100.0
E01032226,E01032226,100.0
E01002313,E01002313,100.0
E01006135,E01006135,100.0
E01007599,E01007599,100.0
E01003707,E01003707,100.0
E01006392,E01006392,100.0
E01024330,E01024330,100.0
E01012144,E01012144,100.0
E01020807,E01020807,100.0
E01017466,E01017466,100.0
E01001289,E01001289,100.0
E01033640,E01033640,100.0
E01032073,E01032073,100.0
E01014239,E01014239,100.0
W01001772,W01001772,100.0
E01003870,E01003870,100.0
E01005999,E01005999,100.0
E01017720,E01017720,100.0
E01022386,E01022386,100.0
E01001502,E01001502,100.0
E01005986,E01005986,100.0
E01017037,E01017037,100.0
E01014747,E01014747,100.0
E01020267,E01020267,100.0
W01001581,W01001581,100.0
E01033675,E01033675,100.0
E01026831,E01026831,100.0
E01008018,E01008018,100.0
E01007664,E01007664,100.0
E01009293,E01009293,100.0
E01010180,E01010180,100.0
E01017484,E01017484,100.0
E01004137,E01004137,100.0
E01007099,E01007099,100.0
E01006588,E01006588,100.0
E01024935,E01024935,100.0
E01024605,E01024605,100.0
E01022452,E01022452,100.0
E01016510,E01016510,100.0
W01001646,W01001646,100.0
E01014701,E01014701,100.0
E01008420,E01008420,100.0
E01021265,E01021265,100.0
E01030032,E01030032,100.0
E01031621,E01031621,100.0
E01024278,E01024278,100.0
E01015304,E01015304,100.0
E01030040,E01030040,100.0
E01023834,E01023834,100.0
E01030112,E01030112,100.0
E01013787,E01013787,100.0
E01010208,E01010208,100.0
E01007986,E01007986,100.0
E01012902,E01012902,100.0
E01023696,E01023696,100.0
E01022046,E01022046,100.0
E01031094,E01031094,100.0
E01004305,E01004305,100.0
E01003216,E01003216,100.0
E01023295,E01023295,100.0
E01006072,E01006072,100.0
E01032030,E01032030,100.0
E01005631,E01005631,100.0
E01001388,E01001388,100.0
E01025683,E01025683,100.0
E01023234,E01023234,100.0
E01029435,E01029435,100.0
E01029675,E01029675,100.0
E01010856,E01010856,100.0
E01032953,E01032953,100.0
E01016419,E01016419,100.0
E01030968,E01030968,100.0
E01033102,E01033102,100.0
W01001384,W01001384,100.0
E01013960,E01013960,100.0
E01020198,E01020198,100.0
E01023874,E01023874,100.0
E01031077,E01031077,100.0
E01023325,E01023325,100.0
E01033175,E01033175,100.0
W01000199,W01000199,100.0
E01022559,E01022559,100.0
E01016511,E01016511,100.0
E01025042,E01025042,100.0
E01033173,E01033173,100.0
E01017873,E01017873,100.0
E01009425,E01009425,100.0
E01017522,E01017522,100.0
E01010285,E01010285,100.0
E01000074,E01000074,100.0
E01018407,E01018407,100.0
E01012288,E01012288,100.0
E01012151,E01012151,100.0
E01018005,E01018005,100.0
E01010647,E01010647,100.0
E01019633,E01019633,100.0
E01026870,E01026870,100.0
E01031102,E01031102,100.0
E01002456,E01002456,100.0
E01030992,E01030992,100.0
E01027563,E01027563,100.0
W01001759,W01001759,100.0
E01014272,E01014272,100.0
E01027767,E01027767,100.0
E01025118,E01025118,100.0
E01026998,E01026998,100.0
E01025526,E01025526,100.0
E01010139,E01010139,100.0
E01000240,E01000240,100.0
E01008821,E01008821,100.0
E01030376,E01030376,100.0
E01001046,E01001046,100.0
E01024134,E01024134,100.0
E01017394,E01017394,100.0
E01019325,E01019325,100.0
E01028569,E01028569,100.0
E01013203,E01013203,100.0
E01014180,E01014180,100.0
E01018073,E01018073,100.0
E01020056,E01020056,100.0
E01008245,E01008245,100.0
E01012611,E01012611,100.0
E01018070,E01018070,100.0
E01026511,E01026511,100.0
E01009983,E01009983,100.0
E01028786,E01028786,100.0
E01003181,E01003181,100.0
E01028639,E01028639,100.0
E01017883,E01017883,100.0
E01020098,E01020098,100.0
E01004072,E01004072,100.0
E01018459,E01018459,100.0
W01001394,W01001394,100.0
E01030859,E01030859,100.0
W01001221,W01001221,100.0
E01011591,E01011591,100.0
E01002526,E01002526,100.0
E01028972,E01028972,100.0
E01011395,E01011395,100.0
E01028517,E01028517,100.0
E01013913,E01013913,100.0
E01028292,E01028292,100.0
W01001345,W01001345,100.0
E01025837,E01025837,100.0
E01015945,E01015945,100.0
E01003254,E01003254,100.0
E01021957,E01021957,100.0
E01016848,E01016848,100.0
E01009053,E01009053,100.0
E01005236,E01005236,100.0
E01014026,E01014026,100.0
W01001878,W01001878,100.0
E01030353,E01030353,100.0
E01027961,E01027961,100.0
E01017968,E01017968,100.0
E01009655,E01009655,100.0
E01021005,E01021005,100.0
E01015708,E01015708,100.0
E01005818,E01005818,100.0
E01023004,E01023004,100.0
E01030933,E01030933,100.0
E01018637,E01018637,100.0
E01033131,E01033131,100.0
W01001207,W01001207,100.0
E01027913,E01027913,100.0
E01018842,E01018842,100.0
E01016000,E01016000,100.0
E01011988,E01011988,100.0
E01013342,E01013342,100.0
E01027901,E01027901,100.0
E01029231,E01029231,100.0
E01003936,E01003936,100.0
E01007285,E01007285,100.0
E01021382,E01021382,100.0
E01030873,E01030873,100.0
E01031535,E01031535,100.0
E01014374,E01014374,100.0
E01003635,E01003635,100.0
E01000353,E01000353,100.0
E01003384,E01003384,100.0
W01001109,W01001109,100.0
E01000934,E01000934,100.0
E01032650,E01032650,100.0
W01000733,W01000733,100.0
E01020883,E01020883,100.0
E01022792,E01022792,100.0
E01015644,E01015644,100.0
E01020308,E01020308,100.0
E01007697,E01007697,100.0
E01013373,E01013373,100.0
E01025715,E01025715,100.0
E01006791,E01006791,100.0
E01022593,E01022593,100.0
E01030230,E01030230,100.0
E01016399,E01016399,100.0
E01003543,E01003543,100.0
E01012846,E01012846,100.0
E01019786,E01019786,100.0
E01028211,E01028211,100.0
E01005323,E01005323,100.0
E01017757,E01017757,100.0
E01021364,E01021364,100.0
W01000671,W01000671,100.0
E01032215,E01032215,100.0
E01022101,E01022101,100.0
E01017334,E01017334,100.0
E01026931,E01026931,100.0
E01015783,E01015783,100.0
E01028252,E01028252,100.0
E01015902,E01015902,100.0
E01002181,E01002181,100.0
E01016549,E01016549,100.0
E01016864,E01016864,100.0
E01000841,E01000841,100.0
E01022884,E01022884,100.0
W01000642,W01000642,100.0
E01008284,E01008284,100.0
E01005671,E01005671,100.0
E01023181,E01023181,100.0
E01018388,E01018388,100.0
E01015098,E01015098,100.0
E01031504,E01031504,100.0
E01017509,E01017509,100.0
E01001290,E01001290,100.0
E01012623,E01012623,100.0
E01001035,E01001035,100.0
E01001314,E01001314,100.0
E01028543,E01028543,100.0
E01029406,E01029406,100.0
E01022965,E01022965,100.0
E01027759,E01027759,100.0
E01012076,E01012076,100.0
E01031059,E01031059,100.0
E01018609,E01018609,100.0
E01011224,E01011224,100.0
E01007793,E01007793,100.0
E01011625,E01011625,100.0
E01000685,E01000685,100.0
E01031361,E01031361,100.0
E01029882,E01029882,100.0
E01025136,E01025136,100.0
E01031332,E01031332,100.0
E01028813,E01028813,100.0
E01004123,E01004123,100.0
E01010444,E01010444,100.0
E01003473,E01003473,100.0
E01031829,E01031829,100.0
E01006057,E01006057,100.0
E01013391,E01013391,100.0
E01029246,E01029246,100.0
E01012753,E01012753,100.0
E01021662,E01021662,100.0
E01018538,E01018538,100.0
E01029055,E01029055,100.0
E01019534,E01019534,100.0
E01018413,E01018413,100.0
E01018466,E01018466,100.0
E01000414,E01000414,100.0
E01002772,E01002772,100.0
E01019889,E01019889,100.0
E01009979,E01009979,100.0
E01011722,E01011722,100.0
E01016880,E01016880,100.0
E01032849,E01032849,100.0
E01006064,E01006064,100.0
E01021075,E01021075,100.0
E01002754,E01002754,100.0
E01015717,E01015717,100.0
E01030829,E01030829,100.0
