LSOA11CD,LSOA21CD,overlap_pct
E01021623,E01021623,100.0
E01012526,E01012526,100.0
E01015556,E01015556,100.0
W01000106,W01000106,100.0
E01010721,E01010721,100.0
E01033121,E01033121,100.0
E01008943,E01008943,100.0
E01029373,E01029373,100.0
E01003663,E01003663,100.0
E01014877,E01014877,100.0
E01017893,E01017893,100.0
E01004487,E01004487,100.0
E01025482,E01025482,100.0
E01026887,E01026887,100.0
E01008641,E01008641,100.0
E01027906,E01027906,100.0
E01007489,E01007489,100.0
E01000973,E01000973,100.0
E01024570,E01024570,100.0
E01032408,E01032408,100.0
E01022172,E01022172,100.0
E01005978,E01005978,100.0
E01030347,E01030347,100.0
E01013316,E01013316,100.0
E01010109,E01010109,100.0
E01005852,E01005852,100.0
E01032190,E01032190,100.0
E01024283,E01024283,100.0
E01010159,E01010159,100.0
W01001692,W01001692,100.0
E01019715,E01019715,100.0
E01005924,E01005924,100.0
E01010601,E01010601,100.0
E01030061,E01030061,100.0
E01030603,E01030603,100.0
E01032649,E01032649,100.0
E01010592,E01010592,100.0
E01001746,E01001746,100.0
E01031380,E01031380,100.0
E01013324,E01013324,100.0
E01004699,E01004699,100.0
E01019336,E01019336,100.0
E01019035,E01019035,100.0
E01018672,E01018672,100.0
E01021488,E01021488,100.0
E01017753,E01017753,100.0
E01025447,E01025447,100.0
E01022366,E01022366,100.0
E01029914,E01029914,100.0
E01033311,E01033311,100.0
E01025511,E01025511,100.0
E01030460,E01030460,100.0
E01018558,E01018558,100.0
E01033528,E01033528,100.0
E01000426,E01000426,100.0
W01001585,W01001585,100.0
E01003334,E01003334,100.0
E01010009,E01010009,100.0
E01020729,E01020729,100.0
E01009694,E01009694,100.0
E01025058,E01025058,100.0
E01020726,E01020726,100.0
E01010623,E01010623,100.0
E01010814,E01010814,100.0
E01006679,E01006679,100.0
E01020743,E01020743,100.0
E01010786,E01010786,100.0
E01020778,E01020778,100.0
E01012460,E01012460,100.0
E01032340,E01032340,100.0
E01002790,E01002790,100.0
E01005112,E01005112,100.0
E01009399,E01009399,100.0
E01027876,E01027876,100.0
E01008126,E01008126,100.0
E01016121,E01016121,100.0
E01015674,E01015674,100.0
E01008154,E01008154,100.0
E01020554,E01020554,100.0
E01001682,E01001682,100.0
E01023588,E01023588,100.0
E01006707,E01006707,100.0
E01014518,E01014518,100.0
E01022063,E01022063,100.0
E01026398,E01026398,100.0
E01003310,E01003310,100.0
E01014105,E01014105,100.0
E01002137,E01002137,100.0
E01008074,E01008074,100.0
E01014524,E01014524,100.0
E01003174,E01003174,100.0
E01029609,E01029609,100.0
E01010810,E01010810,100.0
E01016390,E01016390,100.0
E01013125,E01013125,100.0
E01029293,E01029293,100.0
E01002588,E01002588,100.0
E01016379,E01016379,100.0
E01022028,E01022028,100.0
E01014670,E01014670,100.0
E01010577,E01010577,100.0
E01010508,E01010508,100.0
E01025795,E01025795,100.0
E01029173,E01029173,100.0
E01011372,E01011372,100.0
E01013110,E01013110,100.0
E01005506,E01005506,100.0
E01004729,E01004729,100.0
E01016206,E01016206,100.0
E01018060,E01018060,100.0
E01031685,E01031685,100.0
E01014921,E01014921,100.0
E01016059,E01016059,100.0
E01026224,E01026224,100.0
E01012552,E01012552,100.0
E01020913,E01020913,100.0
E01009746,E01009746,100.0
E01033612,E01033612,100.0
W01001284,W01001284,100.0
E01013148,E01013148,100.0
E01023501,E01023501,100.0
E01012465,E01012465,100.0
E01014476,E01014476,100.0
E01007326,E01007326,100.0
E01024001,E01024001,100.0
W01000425,W01000425,100.0
E01032745,E01032745,100.0
E01033064,E01033064,100.0
E01014857,E01014857,100.0
E01029419,E01029419,100.0
E01003562,E01003562,100.0
E01004140,E01004140,100.0
E01020497,E01020497,100.0
E01022362,E01022362,100.0
E01002933,E01002933,100.0
E01021884,E01021884,100.0
E01030983,E01030983,100.0
E01012206,E01012206,100.0
E01028677,E01028677,100.0
E01002967,E01002967,100.0
E01004088,E01004088,100.0
E01016897,E01016897,100.0
E01023803,E01023803,100.0
E01028389,E01028389,100.0
E01015168,E01015168,100.0
E01027675,E01027675,100.0
E01003409,E01003409,100.0
E01030616,E01030616,100.0
E01008703,E01008703,100.0
E01004245,E01004245,100.0
E01020467,E01020467,100.0
E01025699,E01025699,100.0
E01006539,E01006539,100.0
E01018779,E01018779,100.0
E01029765,E01029765,100.0
E01023080,E01023080,100.0
E01016400,E01016400,100.0
E01031982,E01031982,100.0
E01016820,E01016820,100.0
E01027176,E01027176,100.0
E01026180,E01026180,100.0
E01024603,E01024603,100.0
E01019303,E01019303,100.0
E01027623,E01027623,100.0
W01000844,W01000844,100.0
E01031631,E01031631,100.0
E01019400,E01019400,100.0
E01025312,E01025312,100.0
E01000738,E01000738,100.0
E01025032,E01025032,100.0
E01006163,E01006163,100.0
E01002264,E01002264,100.0
E01004323,E01004323,100.0
E01012595,E01012595,100.0
E01011228,E01011228,100.0
E01024598,E01024598,100.0
E01012700,E01012700,100.0
E01008654,E01008654,100.0
E01004235,E01004235,100.0
E01030238,E01030238,100.0
W01001472,W01001472,100.0
E01027486,E01027486,100.0
E01028317,E01028317,100.0
E01020385,E01020385,100.0
E01020432,E01020432,100.0
E01004062,E01004062,100.0
E01002276,E01002276,100.0
E01021103,E01021103,100.0
E01008386,E01008386,100.0
E01006594,E01006594,100.0
E01010467,E01010467,100.0
E01021564,E01021564,100.0
E01002663,E01002663,100.0
E01009584,E01009584,100.0
E01021738,E01021738,100.0
E01006004,E01006004,100.0
E01014205,E01014205,100.0
E01006966,E01006966,100.0
E01014784,E01014784,100.0
E01014465,E01014465,100.0
E01025100,E01025100,100.0
E01017927,E01017927,100.0
E01019454,E01019454,100.0
E01013744,E01013744,100.0
E01003873,E01003873,100.0
E01018583,E01018583,100.0
E01017294,E01017294,100.0
E01031986,E01031986,100.0
E01031124,E01031124,100.0
W01000908,W01000908,100.0
E01003472,E01003472,100.0
E01033158,E01033158,100.0
E01013259,E01013259,100.0
E01000259,E01000259,100.0
E01011721,E01011721,100.0
E01009298,E01009298,100.0
E01001183,E01001183,100.0
E01025906,E01025906,100.0
E01027941,E01027941,100.0
E01014950,E01014950,100.0
E01011117,E01011117,100.0
E01028282,E01028282,100.0
E01003019,E01003019,100.0
E01004786,E01004786,100.0
W01000598,W01000598,100.0
E01012650,E01012650,100.0
E01009560,E01009560,100.0
E01025267,E01025267,100.0
E01029465,E01029465,100.0
W01001437,W01001437,100.0
E01033061,E01033061,100.0
E01017069,E01017069,100.0
W01000536,W01000536,100.0
E01017955,E01017955,100.0
E01009389,E01009389,100.0
E01020896,E01020896,100.0
E01021293,E01021293,100.0
E01024450,E01024450,100.0
E01012197,E01012197,100.0
E01021441,E01021441,100.0
E01029665,E01029665,100.0
E01005716,E01005716,100.0
E01020190,E01020190,100.0
E01027677,E01027677,100.0
E01007034,E01007034,100.0
E01026520,E01026520,100.0
E01010100,E01010100,100.0
E01015904,E01015904,100.0
E01026139,E01026139,100.0
E01013795,E01013795,100.0
E01007223,E01007223,100.0
E01012291,E01012291,100.0
E01027049,E01027049,100.0
E01014187,E01014187,100.0
E01021644,E01021644,100.0
E01027837,E01027837,100.0
E01010144,E01010144,100.0
E01023903,E01023903,100.0
E01021797,E01021797,100.0
E01003892,E01003892,100.0
E01024435,E01024435,100.0
E01017814,E01017814,100.0
E01022504,E01022504,100.0
E01022557,E01022557,100.0
E01010850,E01010850,100.0
E01025258,E01025258,100.0
E01000350,E01000350,100.0
E01021737,E01021737,100.0
E01001097,E01001097,100.0
E01021060,E01021060,100.0
E01026013,E01026013,100.0
E01008457,E01008457,100.0
E01020605,E01020605,100.0
E01021908,E01021908,100.0
E01003283,E01003283,100.0
E01025301,E01025301,100.0
W01000888,W01000888,100.0
E01018186,E01018186,100.0
E01020302,E01020302,100.0
E01013967,E01013967,100.0
E01017912,E01017912,100.0
W01000296,W01000296,100.0
E01016255,E01016255,100.0
E01031389,E01031389,100.0
E01011332,E01011332,100.0
E01002599,E01002599,100.0
E01023514,E01023514,100.0
E01005736,E01005736,100.0
E01027632,E01027632,100.0
W01001590,W01001590,100.0
E01021208,E01021208,100.0
E01002650,E01002650,100.0
E01022690,E01022690,100.0
E01018926,E01018926,100.0
E01023326,E01023326,100.0
W01000573,W01000573,100.0
E01014256,E01014256,100.0
E01033269,E01033269,100.0
E01003218,E01003218,100.0
E01009096,E01009096,100.0
E01019515,E01019515,100.0
E01021159,E01021159,100.0
E01010160,E01010160,100.0
E01007747,E01007747,100.0
E01005929,E01005929,100.0
E01022853,E01022853,100.0
E01003152,E01003152,100.0
E01020840,E01020840,100.0
E01011305,E01011305,100.0
E01013225,E01013225,100.0
E01025050,E01025050,100.0
E01001122,E01001122,100.0
E01020243,E01020243,100.0
E01027452,E01027452,100.0
E01000062,E01000062,100.0
E01031480,E01031480,100.0
E01019484,E01019484,100.0
W01000451,W01000451,100.0
E01003106,E01003106,100.0
E01015226,E01015226,100.0
E01012804,E01012804,100.0
E01018395,E01018395,100.0
E01006121,E01006121,100.0
E01009526,E01009526,100.0
E01008268,E01008268,100.0
E01033347,E01033347,100.0
E01015380,E01015380,100.0
E01019526,E01019526,100.0
E01005230,E01005230,100.0
E01029552,E01029552,100.0
E01016955,E01016955,100.0
E01028886,E01028886,100.0
E01004985,E01004985,100.0
E01013980,E01013980,100.0
E01001196,E01001196,100.0
E01016002,E01016002,100.0
E01015192,E01015192,100.0
E01021556,E01021556,100.0
E01009662,E01009662,100.0
E01025803,E01025803,100.0
E01030636,E01030636,100.0
E01017923,E01017923,100.0
E01017050,E01017050,100.0
E01027977,E01027977,100.0
E01024344,E01024344,100.0
E01001634,E01001634,100.0
E01015097,E01015097,100.0
E01007406,E01007406,100.0
E01015415,E01015415,100.0
E01022666,E01022666,100.0
E01015389,E01015389,100.0
E01019937,E01019937,100.0
E01015255,E01015255,100.0
E01010003,E01010003,100.0
E01025668,E01025668,100.0
E01002939,E01002939,100.0
E01027398,E01027398,100.0
E01009878,E01009878,100.0
E01031882,E01031882,100.0
E01029794,E01029794,100.0
E01018944,E01018944,100.0
E01010461,E01010461,100.0
W01000125,W01000125,100.0
E01008659,E01008659,100.0
E01010643,E01010643,100.0
E01029341,E01029341,100.0
E01022042,E01022042,100.0
E01024927,E01024927,100.0
W01001512,W01001512,100.0
E01005616,E01005616,100.0
E01000257,E01000257,100.0
E01008562,E01008562,100.0
E01005163,E01005163,100.0
E01006093,E01006093,100.0
E01019613,E01019613,100.0
E01030806,E01030806,100.0
E01007304,E01007304,100.0
E01013330,E01013330,100.0
E01022454,E01022454,100.0
E01029350,E01029350,100.0
E01013228,E01013228,100.0
E01014874,E01014874,100.0
E01022012,E01022012,100.0
E01013726,E01013726,100.0
E01025416,E01025416,100.0
E01025934,E01025934,100.0
W01001831,W01001831,100.0
E01008137,E01008137,100.0
E01027146,E01027146,100.0
E01031950,E01031950,100.0
E01033310,E01033310,100.0
E01033480,E01033480,100.0
E01000289,E01000289,100.0
E01026459,E01026459,100.0
E01018978,E01018978,100.0
W01001424,W01001424,100.0
E01010118,E01010118,100.0
E01021813,E01021813,100.0
E01013577,E01013577,100.0
E01000051,E01000051,100.0
E01025862,E01025862,100.0
E01015067,E01015067,100.0
E01017371,E01017371,100.0
E01031207,E01031207,100.0
E01014078,E01014078,100.0
E01003724,E01003724,100.0
E01011750,E01011750,100.0
E01023477,E01023477,100.0
E01019523,E01019523,100.0
E01014935,E01014935,100.0
E01029673,E01029673,100.0
E01017092,E01017092,100.0
W01001595,W01001595,100.0
E01000766,E01000766,100.0
E01025916,E01025916,100.0
E01011957,E01011957,100.0
E01006303,E01006303,100.0
E01012768,E01012768,100.0
E01014228,E01014228,100.0
E01022878,E01022878,100.0
W01001325,W01001325,100.0
E01029564,E01029564,100.0
E01014139,E01014139,100.0
E01033671,E01033671,100.0
E01021358,E01021358,100.0
E01013200,E01013200,100.0
E01020487,E01020487,100.0
E01007770,E01007770,100.0
E01009258,E01009258,100.0
E01012477,E01012477,100.0
E01032360,E01032360,100.0
E01024401,E01024401,100.0
E01006897,E01006897,100.0
E01000185,E01000185,100.0
E01027919,E01027919,100.0
E01021659,E01021659,100.0
E01011054,E01011054,100.0
E01023550,E01023550,100.0
E01028027,E01028027,100.0
E01028202,E01028202,100.0
E01028105,E01028105,100.0
E01013492,E01013492,100.0
E01017162,E01017162,100.0
E01024860,E01024860,100.0
E01006874,E01006874,100.0
E01015497,E01015497,100.0
E01005155,E01005155,100.0
E01004905,E01004905,100.0
E01009459,E01009459,100.0
W01000492,W01000492,100.0
E01032588,E01032588,100.0
E01011271,E01011271,100.0
E01021515,E01021515,100.0
E01021399,E01021399,100.0
E01029177,E01029177,100.0
E01015843,E01015843,100.0
E01003168,E01003168,100.0
E01006920,E01006920,100.0
W01001793,W01001793,100.0
E01020870,E01020870,100.0
E01007424,E01007424,100.0
E01003184,E01003184,100.0
E01015344,E01015344,100.0
E01031346,E01031346,100.0
E01025539,E01025539,100.0
E01027319,E01027319,100.0
W01001189,W01001189,100.0
E01013754,E01013754,100.0
E01001396,E01001396,100.0
E01008136,E01008136,100.0
E01024690,E01024690,100.0
E01001523,E01001523,100.0
E01014036,E01014036,100.0
W01001734,W01001734,100.0
E01020407,E01020407,100.0
E01030346,E01030346,100.0
E01019888,E01019888,100.0
E01005905,E01005905,100.0
E01032326,E01032326,100.0
E01017688,E01017688,100.0
E01022330,E01022330,100.0
E01004444,E01004444,100.0
E01007319,E01007319,100.0
E01029428,E01029428,100.0
E01017397,E01017397,100.0
E01013881,E01013881,100.0
E01023730,E01023730,100.0
E01004355,E01004355,100.0
E01007228,E01007228,100.0
E01017165,E01017165,100.0
E01015402,E01015402,100.0
E01020881,E01020881,100.0
E01008602,E01008602,100.0
E01003788,E01003788,100.0
E01028260,E01028260,100.0
E01014044,E01014044,100.0
E01004722,E01004722,100.0
E01002971,E01002971,100.0
E01006864,E01006864,100.0
E01014074,E01014074,100.0
E01010466,E01010466,100.0
E01000681,E01000681,100.0
E01014269,E01014269,100.0
E01023659,E01023659,100.0
E01023444,E01023444,100.0
E01023002,E01023002,100.0
E01026514,E01026514,100.0
E01032198,E01032198,100.0
E01030733,E01030733,100.0
E01022933,E01022933,100.0
E01014297,E01014297,100.0
E01024695,E01024695,100.0
E01011506,E01011506,100.0
E01022134,E01022134,100.0
E01024509,E01024509,100.0
E01024378,E01024378,100.0
E01033265,E01033265,100.0
E01013819,E01013819,100.0
E01021102,E01021102,100.0
E01004615,E01004615,100.0
E01017367,E01017367,100.0
E01001809,E01001809,100.0
E01002186,E01002186,100.0
W01000269,W01000269,100.0
E01011104,E01011104,100.0
E01014687,E01014687,100.0
E01012280,E01012280,100.0
E01029572,E01029572,100.0
E01016009,E01016009,100.0
E01024953,E01024953,100.0
E01011913,E01011913,100.0
E01004143,E01004143,100.0
E01011145,E01011145,100.0
E01014611,E01014611,100.0
E01027114,E01027114,100.0
E01004626,E01004626,100.0
E01015311,E01015311,100.0
E01030129,E01030129,100.0
E01024753,E01024753,100.0
E01007964,E01007964,100.0
E01001243,E01001243,100.0
E01029058,E01029058,100.0
E01012640,E01012640,100.0
E01026351,E01026351,100.0
E01028417,E01028417,100.0
E01017843,E01017843,100.0
E01023272,E01023272,100.0
E01022155,E01022155,100.0
W01001450,W01001450,100.0
E01005260,E01005260,100.0
E01028862,E01028862,100.0
W01001052,W01001052,100.0
E01013429,E01013429,100.0
E01015733,E01015733,100.0
E01004074,E01004074,100.0
W01001022,W01001022,100.0
E01025406,E01025406,100.0
E01020275,E01020275,100.0
E01010112,E01010112,100.0
E01011240,E01011240,100.0
E01016300,E01016300,100.0
E01022300,E01022300,100.0
E01022320,E01022320,100.0
E01029021,E01029021,100.0
E01002878,E01002878,100.0
E01012273,E01012273,100.0
E01026807,E01026807,100.0
W01000580,W01000580,100.0
E01004747,E01004747,100.0
E01008444,E01008444,100.0
W01001248,W01001248,100.0
E01020140,E01020140,100.0
E01009314,E01009314,100.0
E01018476,E01018476,100.0
E01027825,E01027825,100.0
E01016428,E01016428,100.0
E01007219,E01007219,100.0
E01015527,E01015527,100.0
E01002148,E01002148,100.0
E01021720,E01021720,100.0
E01020431,E01020431,100.0
W01001554,W01001554,100.0
E01009359,E01009359,100.0
E01014579,E01014579,100.0
E01022915,E01022915,100.0
E01005294,E01005294,100.0
E01020679,E01020679,100.0
W01000666,W01000666,100.0
E01007751,E01007751,100.0
E01013263,E01013263,100.0
E01010451,E01010451,100.0
E01007169,E01007169,100.0
E01029762,E01029762,100.0
E01016566,E01016566,100.0
E01025395,E01025395,100.0
E01032734,E01032734,100.0
E01010126,E01010126,100.0
E01011213,E01011213,100.0
E01000565,E01000565,100.0
E01018427,E01018427,100.0
E01001451,E01001451,100.0
E01002206,E01002206,100.0
E01002344,E01002344,100.0
E01011727,E01011727,100.0
E01025126,E01025126,100.0
E01028193,E01028193,100.0
E01002068,E01002068,100.0
E01014794,E01014794,100.0
E01018857,E01018857,100.0
E01005389,E01005389,100.0
E01029580,E01029580,100.0
E01007855,E01007855,100.0
E01018118,E01018118,100.0
E01014253,E01014253,100.0
E01016902,E01016902,100.0
E01025999,E01025999,100.0
E01030747,E01030747,100.0
E01005484,E01005484,100.0
E01029411,E01029411,100.0
E01006885,E01006885,100.0
E01024297,E01024297,100.0
E01011227,E01011227,100.0
E01023962,E01023962,100.0
E01033421,E01033421,100.0
W01001474,W01001474,100.0
E01003742,E01003742,100.0
E01026546,E01026546,100.0
E01001923,E01001923,100.0
E01002396,E01002396,100.0
E01033411,E01033411,100.0
E01003600,E01003600,100.0
E01032015,E01032015,100.0
E01025148,E01025148,100.0
E01015300,E01015300,100.0
E01002391,E01002391,100.0
E01007696,E01007696,100.0
E01024185,E01024185,100.0
E01009233,E01009233,100.0
E01000229,E01000229,100.0
E01018729,E01018729,100.0
E01011345,E01011345,100.0
E01001331,E01001331,100.0
E01028231,E01028231,100.0
E01031741,E01031741,100.0
E01002788,E01002788,100.0
E01022239,E01022239,100.0
W01001517,W01001517,100.0
E01024456,E01024456,100.0
E01000772,E01000772,100.0
E01007371,E01007371,100.0
E01021962,E01021962,100.0
E01031874,E01031874,100.0
E01000585,E01000585,100.0
W01001205,W01001205,100.0
E01012245,E01012245,100.0
E01005623,E01005623,100.0
W01001868,W01001868,100.0
E01014602,E01014602,100.0
E01030165,E01030165,100.0
E01011627,E01011627,100.0
E01028171,E01028171,100.0
E01023429,E01023429,100.0
E01004652,E01004652,100.0
E01007485,E01007485,100.0
E01029828,E01029828,100.0
E01016710,E01016710,100.0
E01019262,E01019262,100.0
E01005546,E01005546,100.0
E01027838,E01027838,100.0
