LSOA11CD,LivingEnv_2019,LivingEnv_2025_pred,confidence,boundary_changed,change,pct_change
E01000138,31.895,34.01131412128202,1.0,0,2.11631412128202,6.635253554732779
E01000139,29.28,39.67066785185035,1.0,0,10.390667851850345,35.48725359238506
E01000140,30.341,36.927270539852884,1.0,0,6.586270539852883,21.707493292419112
E01000141,52.22,46.76945845449216,1.0,0,-5.450541545507839,-10.4376513701797
E01000142,28.68,26.014108055687252,1.0,0,-2.6658919443127473,-9.295299666362439
E01000143,19.252,25.533099605599894,1.0,0,6.281099605599895,32.6256991772278
E01000144,29.17,40.273597452853636,1.0,0,11.103597452853634,38.065126681020345
E01000145,32.598,36.43547544580216,1.0,0,3.8374754458021627,11.772119288920067
E01000146,29.849,40.946383218106874,1.0,0,11.097383218106874,37.178408717568004
E01000147,33.415,30.87408484913687,1.0,0,-2.5409151508631282,-7.604115369933049
E01000148,29.844,31.295558539833895,0.75,1,1.4515585398338935,4.863820331838539
E01000150,33.545,27.55627428956503,1.0,0,-5.98872571043497,-17.852811776523982
E01000151,19.735,22.504194180598844,1.0,0,2.769194180598845,14.031893491760046
E01000152,16.001,19.282454360607474,1.0,0,3.281454360607473,20.507808015795717
E01000153,18.106,18.74470238784306,1.0,0,0.6387023878430576,3.527573113018102
E01000154,22.744,21.5379540225324,1.0,0,-1.2060459774675998,-5.302699514015124
E01000155,47.35,34.8997918340165,0.75,1,-12.450208165983504,-26.293998238613526
E01000156,19.997,33.47836478930856,1.0,0,13.481364789308557,67.41693648701583
E01000157,32.014,32.48503941235618,1.0,0,0.47103941235617697,1.471354446042909
E01000158,31.142,33.54739010938212,1.0,0,2.4053901093821217,7.723942294592903
E01000159,17.393,25.716449638567283,1.0,0,8.323449638567283,47.85516954273146
E01000160,26.093,32.24232116253819,1.0,0,6.14932116253819,23.566938115732917
E01000161,20.014,29.711864693735585,1.0,0,9.697864693735585,48.45540468539815
E01000162,27.187,31.932827487147122,1.0,0,4.745827487147121,17.456238228370623
E01000163,21.987,23.679185052717493,1.0,0,1.6921850527174946,7.696298052110314
E01000164,28.698,31.770444124459573,1.0,0,3.0724441244595724,10.706126296116706
E01000165,16.048,19.700105218310284,1.0,0,3.652105218310286,22.757385458065094
E01000166,13.626,16.31082724522829,1.0,0,2.6848272452282895,19.70370794971591
E01000167,18.27,16.999795117692376,1.0,0,-1.270204882307624,-6.952407675465922
E01000168,21.5,20.21505664053371,1.0,0,-1.2849433594662898,-5.976480741703673
E01000169,25.647,31.059601088381704,1.0,0,5.412601088381706,21.10422695980702
E01000170,25.376,31.736067620991,1.0,0,6.360067620991,25.06331817855848
E01000171,33.967,30.12974115634961,1.0,0,-3.837258843650389,-11.297020177379189
E01000172,25.96,27.752997504298957,1.0,0,1.792997504298956,6.906770047376564
E01000173,23.152,28.197978010689603,1.0,0,5.045978010689602,21.794998318458887
E01000174,29.971,34.56432030224177,1.0,0,4.593320302241768,15.325882694076833
E01000175,15.768,23.728629852413036,1.0,0,7.960629852413035,50.48598333595278
E01000176,17.867,21.6146426145848,1.0,0,3.747642614584798,20.9752203200582
E01000177,29.925,41.55293783271216,1.0,0,11.62793783271216,38.85693511349093
E01000178,23.749,36.82374656942002,1.0,0,13.074746569420018,55.05388256103422
E01000179,19.606,27.854644788601142,1.0,0,8.24864478860114,42.07204319392604
E01000180,19.421,27.90517417154671,1.0,0,8.484174171546712,43.68556805286398
E01000181,29.674,46.48701312715815,1.0,0,16.81301312715815,56.65907234332463
E01000182,37.424,42.15067657105476,1.0,0,4.72667657105476,12.630067793540936
E01000183,20.769,31.212555360984872,1.0,0,10.443555360984874,50.28434378633962
E01000184,35.661,27.32912225620479,1.0,0,-8.33187774379521,-23.36411694510869
E01000185,19.475,25.230056839920707,1.0,0,5.755056839920705,29.55099789432968
E01000186,18.927,16.316611791012324,1.0,0,-2.6103882089876755,-13.79187514655083
E01000187,14.508,18.467817972594325,1.0,0,3.959817972594326,27.294030690614324
E01000188,27.374,19.886665067729123,1.0,0,-7.487334932270876,-27.35199434598844
E01000189,43.589,22.82314679615385,1.0,0,-20.76585320384615,-47.64012297562722
E01000190,16.24,18.65064639952394,1.0,0,2.410646399523941,14.843881770467618
E01000191,18.833,26.939994719310704,1.0,0,8.106994719310705,43.0467515494648
E01000192,28.127,32.59019056872873,1.0,0,4.463190568728731,15.86799363148836
E01000193,33.122,32.075093092938666,1.0,0,-1.0469069070613344,-3.1607599391985217
E01000194,29.783,36.05555907349847,1.0,0,6.272559073498471,21.060870541914753
E01000195,19.966,18.810978332833805,1.0,0,-1.1550216671661957,-5.784942738486405
E01000196,22.92,32.99251020618101,1.0,0,10.072510206181008,43.94637960811957
E01000197,34.534,40.47973944624461,1.0,0,5.945739446244609,17.217059843182398
E01000198,25.751,28.487044624747256,1.0,0,2.7360446247472545,10.625003396944795
E01000199,16.028,26.923613606465068,1.0,0,10.89561360646507,67.97862245111723
E01000200,19.86,29.709814655102853,1.0,0,9.849814655102854,49.59624700454609
E01000201,32.502,32.116927447891946,1.0,0,-0.38507255210805624,-1.1847657132116676
E01000202,23.038,36.94389964636018,1.0,0,13.90589964636018,60.36070685979763
E01000203,24.962,28.740983177586095,1.0,0,3.7789831775860954,15.138943905080104
E01000204,27.209,36.55464927803005,1.0,0,9.345649278030049,34.34763967080763
E01000205,23.489,26.90708155340959,1.0,0,3.418081553409589,14.551839386136443
E01000206,24.319,30.6822629206786,1.0,0,6.363262920678601,26.165808300828985
E01000207,27.164,38.696822947405956,1.0,0,11.532822947405954,42.4562764961197
E01000208,22.502,36.75881173153567,1.0,0,14.256811731535674,63.35797587563628
E01000209,22.769,33.312248946794895,1.0,0,10.543248946794897,46.3052788738851
E01000210,27.374,37.56678269673574,1.0,0,10.192782696735744,37.2352695869648
E01000211,27.757,35.501650651001384,1.0,0,7.744650651001383,27.901612749941933
E01000212,25.698,42.479055228824016,1.0,0,16.781055228824016,65.30101653367583
E01000213,31.33,33.09373948827237,1.0,0,1.7637394882723711,5.629554702433358
E01000214,23.936,35.01897307800341,1.0,0,11.082973078003413,46.30252789941265
E01000215,22.19,33.62721639752141,1.0,0,11.437216397521407,51.54220999333666
E01000216,21.24,34.8481660462765,1.0,0,13.608166046276505,64.06857837229994
E01000217,29.261,34.70602766299287,1.0,0,5.445027662992867,18.608481128440133
E01000218,25.532,37.3246630744837,1.0,0,11.792663074483702,46.187776415806454
E01000219,31.116,39.383221343433,1.0,0,8.267221343433,26.569036326754723
E01000220,29.431,34.598853681339605,1.0,0,5.167853681339604,17.55921878746765
E01000221,29.763,28.816950058769834,1.0,0,-0.946049941230168,-3.1786108296548328
E01000222,29.883,28.40614512938653,1.0,0,-1.4768548706134688,-4.942123851733323
E01000223,28.472,30.138199849566988,1.0,0,1.6661998495669863,5.852064658496018
E01000224,27.142,29.32246771326568,1.0,0,2.1804677132656813,8.033555792740703
E01000225,22.709,30.400234928884785,1.0,0,7.691234928884786,33.86866409302385
E01000226,30.803,26.331118679501113,1.0,0,-4.471881320498888,-14.517681136573994
E01000227,18.465,21.46839969205479,1.0,0,3.0033996920547885,16.265365242647107
E01000228,17.002,17.78235378042665,1.0,0,0.7803537804266512,4.5897763817589174
E01000229,18.134,20.66136843263056,1.0,0,2.52736843263056,13.937181165934486
E01000230,14.054,20.222559083998178,1.0,0,6.168559083998177,43.891839220137875
E01000231,22.468,26.7427628689371,1.0,0,4.274762868937099,19.026005291690847
E01000232,20.257,25.107043535999583,1.0,0,4.850043535999582,23.94255583748621
E01000233,20.027,28.530970037357683,1.0,0,8.503970037357682,42.46252577698947
E01000234,18.383,29.602289493602324,1.0,0,11.219289493602325,61.030786561509686
E01000235,28.246,30.510960149504143,1.0,0,2.2649601495041445,8.01869344156392
E01000236,26.189,31.657797881850875,1.0,0,5.468797881850875,20.882041627595083
E01000237,29.614,36.15998704806901,1.0,0,6.545987048069012,22.104366340477515
E01000238,31.179,32.94530356508123,1.0,0,1.766303565081234,5.665042384557664
E01000239,25.352,28.539818617939943,1.0,0,3.187818617939943,12.574229322893432
E01000240,28.397,31.939345876978372,1.0,0,3.5423458769783736,12.474366577379207
E01000241,24.967,30.00983692660922,1.0,0,5.042836926609223,20.198009078420405
E01000242,21.089,26.292845539633817,1.0,0,5.203845539633818,24.675639146634825
E01000243,37.611,38.5101909121837,1.0,0,0.8991909121837054,2.390765765823045
E01000244,45.264,44.728696636868165,1.0,0,-0.5353033631318382,-1.1826249627338243
E01000245,29.665,29.649503895435203,1.0,0,-0.015496104564796553,-0.05223699499341498
E01000246,21.694,25.394264343817184,1.0,0,3.700264343817185,17.056625536172145
E01000247,13.317,24.83656267950886,1.0,0,11.519562679508859,86.50268588652743
E01000248,19.701,36.98075923337368,1.0,0,17.27975923337368,87.71006158760306
E01000249,16.223,21.285316166426032,1.0,0,5.062316166426033,31.20456245100187
E01000250,20.775,27.250227713361042,1.0,0,6.475227713361043,31.16836444457783
E01000251,22.749,28.798756531341468,1.0,0,6.049756531341469,26.593505346790934
E01000252,13.639,25.20224824569422,1.0,0,11.563248245694222,84.78076285427247
E01000253,11.349,12.621381905816374,1.0,0,1.2723819058163741,11.21140105574389
E01000254,29.206,33.284724044251284,1.0,0,4.078724044251285,13.96536343303186
E01000255,24.066,25.056979263776853,1.0,0,0.990979263776854,4.117756435539159
E01000256,18.002,21.182132021081195,1.0,0,3.180132021081196,17.665437290752116
E01000257,21.402,27.37285415469492,1.0,0,5.970854154694919,27.898580294808514
E01000258,25.212,33.468791887624896,1.0,0,8.256791887624896,32.74945219587853
E01000259,19.213,23.58054435324641,1.0,0,4.367544353246409,22.732235222226663
E01000260,24.416,30.15901441059023,1.0,0,5.743014410590231,23.521520357921982
E01000261,18.535,23.76047018594982,1.0,0,5.2254701859498205,28.192447725653203
E01000262,15.179,19.193169479193774,0.75,1,4.014169479193773,26.445546341615213
E01000263,20.901,16.574752793746633,1.0,0,-4.326247206253367,-20.698757027191842
E01000264,29.859,35.517664604752426,1.0,0,5.658664604752424,18.951286395232337
E01000265,21.211,26.428134759592783,1.0,0,5.217134759592785,24.596363960175314
E01000266,20.379,20.622415015146714,1.0,0,0.24341501514671293,1.1944404295927813
E01000267,30.675,33.21610943629968,1.0,0,2.5411094362996813,8.283975342460248
E01000268,22.772,28.959252184943896,1.0,0,6.1872521849438975,27.170438191392492
E01000269,22.356,26.582093449413,1.0,0,4.226093449413,18.903620725590443
E01000270,21.073,27.686490792536667,1.0,0,6.613490792536666,31.38371751785064
E01000271,16.985,22.34766357731516,1.0,0,5.3626635773151605,31.57293834156704
E01000272,14.362,16.507823081827777,1.0,0,2.1458230818277766,14.940976756912523
E01000273,18.949,28.44084910829718,1.0,0,9.491849108297178,50.09155685417266
E01000274,22.706,28.41488305401057,1.0,0,5.70888305401057,25.142618928964023
E01000275,14.371,21.043810807203812,1.0,0,6.6728108072038115,46.432473781948445
E01000276,13.428,9.228326368464383,1.0,0,-4.199673631535617,-31.275496213401976
E01000277,19.329,21.859371086515214,1.0,0,2.5303710865152134,13.09106051277983
E01000278,21.104,16.703788821330956,1.0,0,-4.400211178669043,-20.85012878444391
E01000279,12.864,15.047175445379644,1.0,0,2.183175445379643,16.971202156247223
E01000280,15.478,15.98547250326645,1.0,0,0.5074725032664507,3.2786697458744714
E01000281,18.025,23.143821417213374,1.0,0,5.1188214172133755,28.39845446442927
E01000282,21.335,29.40344671600898,1.0,0,8.068446716008978,37.817889458678124
E01000283,14.301,10.492768048917682,1.0,0,-3.808231951082318,-26.629130487954114
E01000284,17.659,23.11454681870991,1.0,0,5.455546818709912,30.893860460444603
E01000285,17.854,14.377032137261505,1.0,0,-3.476967862738494,-19.474447534101568
E01000286,23.41,19.56918381454506,1.0,0,-3.8408161854549405,-16.406732957945067
E01000287,22.608,19.46383425846866,1.0,0,-3.144165741531342,-13.907314851076354
E01000288,21.62,26.45602969933686,1.0,0,4.836029699336859,22.3683149830567
E01000289,18.355,15.186681277688301,1.0,0,-3.1683187223116995,-17.261338721393077
E01000290,13.391,13.832649504697784,1.0,0,0.44164950469778397,3.2981069725769845
E01000291,11.862,10.430064690521734,1.0,0,-1.4319353094782663,-12.071617850938004
E01000292,18.462,26.184356352926912,1.0,0,7.722356352926912,41.82838453540739
E01000293,21.151,35.99378845003972,1.0,0,14.842788450039723,70.17535081102417
E01000294,12.621,20.524720070938653,1.0,0,7.903720070938652,62.62356446350251
E01000295,41.739,41.178601244315345,1.0,0,-0.5603987556846519,-1.3426262145347323
E01000296,23.002,35.35993931900147,1.0,0,12.35793931900147,53.72549916964382
E01000297,19.889,33.35024783621854,1.0,0,13.461247836218543,67.68187357945871
E01000298,27.123,38.427730849466926,1.0,0,11.304730849466925,41.679500237683605
E01000299,41.331,35.995574819756854,1.0,0,-5.335425180243149,-12.909015461138488
E01000300,21.835,33.05412183658716,1.0,0,11.219121836587156,51.38136861271882
E01000301,21.665,28.088130554701536,1.0,0,6.423130554701537,29.64749852158568
E01000302,18.501,30.390138316785954,1.0,0,11.889138316785953,64.2621388940379
E01000303,12.46,20.654532529728122,1.0,0,8.194532529728122,65.76671372173452
E01000304,23.302,30.78260607705613,1.0,0,7.48060607705613,32.102849871496566
E01000305,34.409,32.00041063255221,1.0,0,-2.4085893674477887,-6.999881913010517
E01000306,31.348,36.24358578683392,1.0,0,4.895585786833919,15.6168999197203
E01000307,32.261,32.690041706859404,1.0,0,0.429041706859401,1.3299082696116085
E01000308,31.921,23.50314241735486,1.0,0,-8.41785758264514,-26.370908125200152
E01000309,26.827,34.16449200175184,1.0,0,7.337492001751837,27.351146239802574
E01000310,28.117,35.30648765552584,1.0,0,7.189487655525841,25.56989599006239
E01000311,31.631,37.88487801499924,1.0,0,6.253878014999238,19.771357260280222
E01000312,21.426,20.669709451679864,1.0,0,-0.7562905483201341,-3.52977946569651
E01000313,30.047,39.057376360751526,1.0,0,9.010376360751525,29.98760728442615
E01000314,25.473,36.454924114219395,1.0,0,10.981924114219396,43.11201709346915
E01000315,19.208,20.61765393561301,1.0,0,1.4096539356130116,7.338889710605017
E01000316,30.861,29.87462367524929,1.0,0,-0.9863763247507116,-3.1961904175195603
E01000317,21.911,32.853451635901855,1.0,0,10.942451635901854,49.940448340568
E01000318,25.854,30.37384578750079,1.0,0,4.519845787500792,17.482191488747553
E01000319,23.027,30.04675436159323,1.0,0,7.019754361593229,30.484884533778736
E01000320,19.714,28.97170159303341,1.0,0,9.25770159303341,46.96003648693015
E01000321,31.229,37.1146921352013,1.0,0,5.885692135201303,18.846879935961137
E01000322,28.924,30.379605569706264,1.0,0,1.4556055697062646,5.0325182191476445
E01000323,35.376,36.99825040982123,1.0,0,1.622250409821234,4.58573725073845
E01000324,21.96,31.180768156803264,1.0,0,9.220768156803263,41.98892603280174
E01000325,14.375,14.616775088017437,1.0,0,0.2417750880174374,1.6819136557734777
E01000326,26.995,22.174636862321808,1.0,0,-4.820363137678193,-17.85650356613518
E01000327,16.278,17.484124645089636,1.0,0,1.2061246450896377,7.409538303782023
E01000328,13.589,16.528991500942066,1.0,0,2.9399915009420656,21.635083530370636
E01000329,19.845,17.936431450458016,1.0,0,-1.9085685495419824,-9.617377422736118
E01000330,31.997,27.63236090206234,1.0,0,-4.364639097937658,-13.640776003805538
E01000331,22.699,11.953000222482427,1.0,0,-10.745999777517575,-47.34129158781256
E01000332,25.33,23.38520433526791,1.0,0,-1.9447956647320872,-7.677835233841639
E01000333,23.367,29.629124769621477,1.0,0,6.262124769621476,26.79901044045652
E01000334,13.728,18.025747629236513,1.0,0,4.297747629236513,31.306436693156417
E01000335,31.915,26.325868699849714,1.0,0,-5.589131300150285,-17.51255303196079
E01000336,27.661,25.37478817997992,1.0,0,-2.286211820020082,-8.265109070605119
E01000337,23.293,23.478867480917618,1.0,0,0.18586748091761862,0.7979542391174114
E01000338,31.707,33.26767340832676,1.0,0,1.5606734083267568,4.92217304799179
E01000339,12.707,13.56495150392961,1.0,0,0.8579515039296091,6.751802187216565
E01000340,28.127,20.6896766902177,1.0,0,-7.4373233097823,-26.44193589711772
E01000341,16.246,15.469598080515281,1.0,0,-0.7764019194847176,-4.779034343744415
E01000342,24.005,15.08768463346228,1.0,0,-8.91731536653772,-37.147741581077774
E01000343,18.648,20.84895495497213,1.0,0,2.2009549549721292,11.802632748670792
E01000344,13.015,20.037691144515478,1.0,0,7.022691144515477,53.95844137161334
E01000345,17.59,15.722113302530065,1.0,0,-1.8678866974699346,-10.619026136838741
E01000346,24.63,18.020568643807117,1.0,0,-6.609431356192882,-26.834881673539922
E01000347,22.451,24.091336856442787,1.0,0,1.6403368564427865,7.306297521013703
E01000348,14.633,10.061579192790767,1.0,0,-4.571420807209233,-31.24048935426251
