LSOA11CD,Income_2019,Income_2025_pred,confidence,boundary_changed,change,pct_change
E01000108,0.171,0.34876988099045725,1.0,0,0.17776988099045724,103.95899473126154
E01000109,0.12,0.3040986397783463,0.75,1,0.18409863977834628,153.4155331486219
E01000110,0.112,0.23334165378890218,1.0,0,0.12134165378890217,108.3407623115198
E01000111,0.174,0.3675584928052573,1.0,0,0.19355849280525733,111.24051310646973
E01000112,0.129,0.3090911263681766,1.0,0,0.1800911263681766,139.60552431641594
E01000113,0.152,0.3307024866539434,1.0,0,0.17870248665394342,117.56742543022594
E01000114,0.119,0.3317133828713556,1.0,0,0.2127133828713556,178.7507419087022
E01000115,0.055,0.0884933512207166,1.0,0,0.033493351220716595,60.89700221948472
E01000116,0.074,0.1424152527384427,1.0,0,0.06841525273844269,92.45304424113877
E01000117,0.071,0.15482867925342333,1.0,0,0.08382867925342334,118.06856232876527
E01000118,0.077,0.16895893416539792,1.0,0,0.09195893416539792,119.42718722778952
E01000119,0.078,0.14644754573623864,1.0,0,0.06844754573623864,87.75326376440852
E01000120,0.061,0.11495278160315019,1.0,0,0.05395278160315019,88.4471829559839
E01000121,0.262,0.3854954659115116,1.0,0,0.12349546591151161,47.13567401202734
E01000122,0.071,0.14224475999153302,1.0,0,0.07124475999153303,100.3447323824409
E01000123,0.075,0.20022311889074793,1.0,0,0.12522311889074794,166.96415852099727
E01000124,0.166,0.33166515615135195,1.0,0,0.16566515615135194,99.79828683816382
E01000125,0.179,0.4114945725160224,0.75,1,0.2324945725160224,129.88523604247064
E01000126,0.243,0.4462560956877266,1.0,0,0.20325609568772662,83.64448382210972
E01000127,0.193,0.40019014596596136,1.0,0,0.20719014596596136,107.3524072362494
E01000128,0.171,0.38134522436137674,1.0,0,0.21034522436137673,123.00890313530803
E01000129,0.214,0.49594231072578027,1.0,0,0.28194231072578024,131.74874332980386
E01000130,0.185,0.3591473468327234,1.0,0,0.17414734683272343,94.13370099066131
E01000131,0.116,0.30776915670696264,1.0,0,0.19176915670696265,165.31823854048503
E01000132,0.187,0.39341535241408565,1.0,0,0.20641535241408565,110.38254139790676
E01000133,0.188,0.40003010114258164,1.0,0,0.21203010114258164,112.78196869286256
E01000134,0.184,0.3549674011170393,1.0,0,0.17096740111703929,92.91706582447789
E01000135,0.076,0.16162754682324426,1.0,0,0.08562754682324426,112.66782476742667
E01000136,0.037,0.07302877859699773,1.0,0,0.03602877859699773,97.37507728918307
E01000137,0.235,0.4276929990559455,1.0,0,0.1926929990559455,81.99702087487043
E01000138,0.178,0.35385532242144174,1.0,0,0.17585532242144175,98.79512495586616
E01000139,0.082,0.19872834157086572,1.0,0,0.11672834157086572,142.35163606203136
E01000140,0.118,0.2557282424793417,1.0,0,0.13772824247934173,116.71884955876418
E01000141,0.149,0.3795123628303594,1.0,0,0.2305123628303594,154.7062837787647
E01000142,0.126,0.350262363073545,1.0,0,0.22426236307354502,177.98600243932145
E01000143,0.239,0.4232137551545224,1.0,0,0.18421375515452243,77.07688500189224
E01000144,0.102,0.2466268263931553,1.0,0,0.14462682639315533,141.79100626779936
E01000145,0.088,0.3053350085032379,1.0,0,0.21733500850323792,246.9716005718613
E01000146,0.103,0.25043654745893273,1.0,0,0.14743654745893275,143.14227908634248
E01000147,0.078,0.2285290793723297,1.0,0,0.15052907937232968,192.98599919529445
E01000148,0.186,0.399643741637031,0.75,1,0.21364374163703098,114.8622266865758
E01000150,0.106,0.3148583521769888,1.0,0,0.20885835217698884,197.03618129904606
E01000151,0.332,0.5360406964387314,1.0,0,0.2040406964387314,61.45804109600343
E01000152,0.265,0.41319287474487026,1.0,0,0.14819287474487025,55.92183952636613
E01000153,0.276,0.4619576620510227,1.0,0,0.18595766205102265,67.37596451124008
E01000154,0.201,0.39986443987150794,1.0,0,0.19886443987150793,98.93753227438204
E01000155,0.135,0.35619210016487757,0.75,1,0.22119210016487756,163.84600012213153
E01000156,0.075,0.17130082371513,1.0,0,0.09630082371513,128.40109828684
E01000157,0.089,0.23447579808507124,1.0,0,0.14547579808507125,163.45595290457445
E01000158,0.13,0.2472626295328184,1.0,0,0.11726262953281841,90.20202271755262
E01000159,0.112,0.21330347700775654,1.0,0,0.10130347700775653,90.44953304263976
E01000160,0.07,0.19610214633581885,1.0,0,0.12610214633581884,180.14592333688404
E01000161,0.109,0.25428515887639835,1.0,0,0.14528515887639837,133.28913658385173
E01000162,0.117,0.23687599330720177,1.0,0,0.11987599330720176,102.45811393777927
E01000163,0.2,0.3923540166791085,1.0,0,0.1923540166791085,96.17700833955425
E01000164,0.172,0.36830812513962674,1.0,0,0.19630812513962675,114.13263089513184
E01000165,0.099,0.2559902830881514,1.0,0,0.1569902830881514,158.57604352338527
E01000166,0.105,0.21175603276420774,1.0,0,0.10675603276420774,101.67241215638832
E01000167,0.199,0.3311315078187096,1.0,0,0.13213150781870958,66.39774262246712
E01000168,0.05,0.08893520212605227,1.0,0,0.03893520212605227,77.87040425210454
E01000169,0.086,0.17014953247648185,1.0,0,0.08414953247648185,97.84829357730449
E01000170,0.147,0.26604736816616004,1.0,0,0.11904736816616004,80.9846041946667
E01000171,0.196,0.3731589026669889,1.0,0,0.17715890266698892,90.38719523825965
E01000172,0.075,0.13469624858876783,1.0,0,0.05969624858876783,79.59499811835711
E01000173,0.081,0.1496174709489782,1.0,0,0.0686174709489782,84.71292709750395
E01000174,0.128,0.27735736187044585,1.0,0,0.14935736187044585,116.68543896128581
E01000175,0.052,0.1165435582196995,1.0,0,0.06454355821969951,124.122227345576
E01000176,0.233,0.3644003044123097,1.0,0,0.13140030441230968,56.39498043446767
E01000177,0.055,0.127541712308211,1.0,0,0.07254171230821102,131.8940223785655
E01000178,0.058,0.14436155165628056,1.0,0,0.08636155165628057,148.89922699358718
E01000179,0.064,0.14078706538935268,1.0,0,0.07678706538935268,119.97978967086355
E01000180,0.13,0.2596276088522457,1.0,0,0.12962760885224567,99.7135452709582
E01000181,0.058,0.10122050775043516,1.0,0,0.04322050775043516,74.5181168110951
E01000182,0.04,0.07565410589071289,1.0,0,0.03565410589071289,89.13526472678222
E01000183,0.085,0.13848123385980887,1.0,0,0.053481233859808866,62.919098658598664
E01000184,0.212,0.37262186199972847,1.0,0,0.16062186199972847,75.76502924515493
E01000185,0.239,0.4220097178803219,1.0,0,0.1830097178803219,76.57310371561586
E01000186,0.044,0.10444244688547705,1.0,0,0.06044244688547705,137.3691974669933
E01000187,0.118,0.26318192108915717,1.0,0,0.14518192108915717,123.03552634674337
E01000188,0.032,0.10297244675158798,1.0,0,0.07097244675158798,221.78889609871243
E01000189,0.149,0.3992296483130833,1.0,0,0.25022964831308325,167.9393612839485
E01000190,0.091,0.17157522251403123,1.0,0,0.08057522251403124,88.54420056486948
E01000191,0.055,0.13422701296509598,1.0,0,0.07922701296509599,144.04911448199272
E01000192,0.105,0.26607365072150624,1.0,0,0.16107365072150626,153.403476877625
E01000193,0.09,0.24064612395553103,1.0,0,0.15064612395553104,167.38458217281226
E01000194,0.114,0.3410220683828915,1.0,0,0.22702206838289152,199.14216524815043
E01000195,0.177,0.40393629901702005,1.0,0,0.22693629901702006,128.2125983147006
E01000196,0.093,0.2548096646473243,1.0,0,0.1618096646473243,173.988886717553
E01000197,0.086,0.19396383529882366,1.0,0,0.10796383529882367,125.53934337072519
E01000198,0.087,0.19974154588551946,1.0,0,0.11274154588551946,129.58798377645917
E01000199,0.056,0.1140162951704412,1.0,0,0.058016295170441205,103.60052709007358
E01000200,0.081,0.1600582204010391,1.0,0,0.07905822040103909,97.60274123585073
E01000201,0.041,0.073119601618701,1.0,0,0.032119601618701,78.34049175292927
E01000202,0.053,0.12051438533872907,1.0,0,0.06751438533872908,127.38563271458317
E01000203,0.114,0.30568877867562866,1.0,0,0.19168877867562867,168.1480514698497
E01000204,0.068,0.1356688484910507,1.0,0,0.0676688484910507,99.51301248683926
E01000205,0.053,0.10600972541490003,1.0,0,0.05300972541490003,100.01834983943402
E01000206,0.013,0.04131840392735807,1.0,0,0.02831840392735807,217.83387636429288
E01000207,0.042,0.09370969955707054,1.0,0,0.05170969955707053,123.11833227873936
E01000208,0.028,0.06944464402797644,1.0,0,0.04144464402797644,148.0165858142016
E01000209,0.048,0.0850270981623434,1.0,0,0.0370270981623434,77.13978783821541
E01000210,0.058,0.11015082838217952,1.0,0,0.052150828382179513,89.91522134858538
E01000211,0.112,0.287394494472874,1.0,0,0.17539449447287403,156.60222720792325
E01000212,0.063,0.10818545251342351,1.0,0,0.04518545251342351,71.72294049749763
E01000213,0.028,0.051213315768170536,1.0,0,0.023213315768170536,82.90469917203762
E01000214,0.046,0.10122787091621042,1.0,0,0.055227870916210425,120.06058894828354
E01000215,0.103,0.3681602102208569,1.0,0,0.2651602102208569,257.4370973018028
E01000216,0.071,0.25238995545062637,1.0,0,0.18138995545062636,255.47881049383994
E01000217,0.066,0.2514004710402433,1.0,0,0.18540047104024332,280.90980460642925
E01000218,0.104,0.3612846433495798,1.0,0,0.25728464334957984,247.3890801438268
E01000219,0.097,0.38736869098119253,1.0,0,0.29036869098119256,299.3491659599923
E01000220,0.117,0.3953547881286625,1.0,0,0.2783547881286625,237.91007532364313
E01000221,0.28,0.4826194721213669,1.0,0,0.20261947212136688,72.36409718620246
E01000222,0.163,0.39422942339507006,1.0,0,0.23122942339507005,141.85854196016567
E01000223,0.225,0.44433205928777364,1.0,0,0.21933205928777363,97.4809152390105
E01000224,0.152,0.38636768025505847,1.0,0,0.23436768025505847,154.18926332569634
E01000225,0.066,0.23980069067785134,1.0,0,0.17380069067785134,263.33437981492625
E01000226,0.224,0.4196500977159288,1.0,0,0.1956500977159288,87.34379362318249
E01000227,0.082,0.17648983650447395,1.0,0,0.09448983650447394,115.23150793228528
E01000228,0.079,0.16826949827190843,1.0,0,0.08926949827190843,112.9993649011499
E01000229,0.135,0.3162102694221255,1.0,0,0.18121026942212548,134.22982920157443
E01000230,0.071,0.20217125487396884,1.0,0,0.13117125487396886,184.7482463013646
E01000231,0.103,0.25257239716940133,1.0,0,0.14957239716940135,145.21591958194307
E01000232,0.114,0.22654429386706929,1.0,0,0.11254429386706928,98.7230647956748
E01000233,0.069,0.16868167255094677,1.0,0,0.09968167255094676,144.46619210282137
E01000234,0.067,0.19254826230796693,1.0,0,0.12554826230796692,187.3854661312939
E01000235,0.164,0.34922478667875534,1.0,0,0.18522478667875533,112.94194309680202
E01000236,0.079,0.30192875846113426,1.0,0,0.22292875846113425,282.188301849537
E01000237,0.055,0.21932777343439386,1.0,0,0.16432777343439386,298.7777698807161
E01000238,0.096,0.3004330401565554,1.0,0,0.20443304015655542,212.95108349641188
E01000239,0.137,0.336024819395503,1.0,0,0.19902481939550298,145.27359079963722
E01000240,0.118,0.28073618116457555,1.0,0,0.16273618116457556,137.91201793608099
E01000241,0.071,0.19786444918447582,1.0,0,0.1268644491844758,178.68232279503636
E01000242,0.125,0.23514297465183268,1.0,0,0.11014297465183268,88.11437972146614
E01000243,0.084,0.27854917521706407,1.0,0,0.19454917521706405,231.6061609726953
E01000244,0.076,0.24360487151711074,1.0,0,0.16760487151711073,220.53272568040884
E01000245,0.168,0.399021829725934,1.0,0,0.23102182972593396,137.5129938844845
E01000246,0.048,0.10485637449279389,1.0,0,0.05685637449279389,118.4507801933206
E01000247,0.077,0.15735076452731991,1.0,0,0.08035076452731992,104.35164224327261
E01000248,0.046,0.11214403216169799,1.0,0,0.066144032161698,143.79137426456086
E01000249,0.026,0.05515936042158811,1.0,0,0.02915936042158811,112.15138623687734
E01000250,0.107,0.19531376605195414,1.0,0,0.08831376605195414,82.53622995509733
E01000251,0.144,0.25867422164331133,1.0,0,0.11467422164331134,79.63487614118844
E01000252,0.099,0.19343401961247347,1.0,0,0.09443401961247347,95.38789859845804
E01000253,0.043,0.06094778270322457,1.0,0,0.01794778270322457,41.739029542382724
E01000254,0.04,0.0758824333203755,1.0,0,0.0358824333203755,89.70608330093876
E01000255,0.149,0.26962210628435096,1.0,0,0.12062210628435097,80.95443374788655
E01000256,0.079,0.16687606290592288,1.0,0,0.08787606290592288,111.23552266572517
E01000257,0.168,0.35127145982331254,1.0,0,0.18327145982331253,109.09015465673365
E01000258,0.058,0.1366369676464781,1.0,0,0.0786369676464781,135.5809787008243
E01000259,0.095,0.21318120860071144,1.0,0,0.11818120860071143,124.4012722112752
E01000260,0.11,0.26884217639593594,1.0,0,0.15884217639593595,144.40197854175995
E01000261,0.046,0.096561621419121,1.0,0,0.050561621419121,109.91656830243697
E01000262,0.094,0.24998106940683976,0.75,1,0.15598106940683976,165.93730787961678
E01000263,0.024,0.036311327272386146,1.0,0,0.012311327272386145,51.29719696827561
E01000264,0.116,0.25330636572743365,1.0,0,0.13730636572743365,118.36755666158074
E01000265,0.126,0.29663761670873173,1.0,0,0.17063761670873173,135.42667992756486
E01000266,0.045,0.07784732286493523,1.0,0,0.03284732286493523,72.99405081096718
E01000267,0.086,0.14681190367141525,1.0,0,0.06081190367141526,70.71151589699448
E01000268,0.148,0.3116902403062641,1.0,0,0.16369024030626408,110.60151372044872
E01000269,0.067,0.12484326034145146,1.0,0,0.05784326034145146,86.33322439022605
E01000270,0.087,0.15622857904536291,1.0,0,0.06922857904536292,79.57307936248611
E01000271,0.041,0.09114126191083989,1.0,0,0.05014126191083989,122.29576075814606
E01000272,0.03,0.0633122029986658,1.0,0,0.0333122029986658,111.04067666221934
E01000273,0.121,0.22600330805364455,1.0,0,0.10500330805364455,86.7795934327641
E01000274,0.126,0.24959189299765439,1.0,0,0.12359189299765438,98.08880396639236
E01000275,0.118,0.18664744888593643,1.0,0,0.06864744888593644,58.175804140624095
E01000276,0.027,0.049459338883835066,1.0,0,0.022459338883835066,83.18273660679655
E01000277,0.144,0.289053301404385,1.0,0,0.14505330140438502,100.73145930860072
E01000278,0.033,0.06088923256246007,1.0,0,0.02788923256246007,84.5128259468487
E01000279,0.017,0.043774635861937944,1.0,0,0.026774635861937943,157.49785801139964
E01000280,0.023,0.03819492155776032,1.0,0,0.015194921557760317,66.06487633808834
E01000281,0.081,0.22889514086238688,1.0,0,0.14789514086238686,182.5865936572677
E01000282,0.057,0.12388314046050251,1.0,0,0.0668831404605025,117.3388429131623
E01000283,0.03,0.05455409946081183,1.0,0,0.02455409946081183,81.84699820270609
E01000284,0.136,0.2767689690133207,1.0,0,0.1407689690133207,103.5065948627358
E01000285,0.105,0.21080736437149272,1.0,0,0.10580736437149273,100.7689184490407
E01000286,0.17,0.30579403789307863,1.0,0,0.13579403789307862,79.878845819458
E01000287,0.16,0.3038411479569862,1.0,0,0.1438411479569862,89.90071747311636
E01000288,0.091,0.18563407160049294,1.0,0,0.09463407160049295,103.99348527526698
E01000289,0.249,0.4728307051434565,1.0,0,0.2238307051434565,89.8918494552034
E01000290,0.12,0.21280215398686336,1.0,0,0.09280215398686337,77.33512832238615
E01000291,0.23,0.3478253161504581,1.0,0,0.11782531615045808,51.22839832628611
E01000292,0.079,0.14920732737225173,1.0,0,0.07020732737225173,88.87003464841992
E01000293,0.06,0.10163495512266005,1.0,0,0.04163495512266005,69.39159187110009
E01000294,0.093,0.18164671998366033,1.0,0,0.08864671998366033,95.31905374587133
E01000295,0.06,0.13993294061290687,1.0,0,0.07993294061290687,133.2215676881781
E01000296,0.085,0.20189810353182852,1.0,0,0.11689810353182851,137.5271806256806
E01000297,0.074,0.2107981477751233,1.0,0,0.13679814777512328,184.8623618582747
E01000298,0.094,0.2236871964718697,1.0,0,0.1296871964718697,137.9651026296486
E01000299,0.119,0.2814641452282922,1.0,0,0.16246414522829222,136.52449178848087
E01000300,0.097,0.1756825360314619,1.0,0,0.07868253603146189,81.1160165272803
E01000301,0.048,0.10181062242224821,1.0,0,0.05381062242224821,112.10546337968378
E01000302,0.129,0.27265617734557357,1.0,0,0.14365617734557357,111.36137778726633
E01000303,0.05,0.11124356960093398,1.0,0,0.06124356960093398,122.48713920186796
E01000304,0.087,0.18670743452011754,1.0,0,0.09970743452011754,114.60624657484776
E01000305,0.164,0.3864244676072687,1.0,0,0.22242446760726867,135.62467537028576
E01000306,0.075,0.24661536469062784,1.0,0,0.17161536469062783,228.82048625417042
E01000307,0.147,0.3404762450989913,1.0,0,0.19347624509899133,131.61649326461998
E01000308,0.204,0.3653976210874761,1.0,0,0.1613976210874761,79.11648092523339
E01000309,0.09,0.24461764782346498,1.0,0,0.154617647823465,171.79738647051667
E01000310,0.108,0.30975623970332244,1.0,0,0.20175623970332246,186.8113330586319
E01000311,0.043,0.16693711656464405,1.0,0,0.12393711656464405,288.22585247591644
E01000312,0.151,0.32932313257953105,1.0,0,0.17832313257953106,118.09478978776892
E01000313,0.115,0.3543081620687617,1.0,0,0.2393081620687617,208.09405397283624
E01000314,0.055,0.18513655573278193,1.0,0,0.13013655573278193,236.61191951414895
E01000315,0.239,0.3880484510710487,1.0,0,0.1490484510710487,62.36336864897435
E01000316,0.138,0.288291036998194,1.0,0,0.15029103699819396,108.9065485494159
E01000317,0.098,0.21557158605645088,1.0,0,0.11757158605645088,119.97100618005192
E01000318,0.12,0.2109804617924984,1.0,0,0.09098046179249841,75.81705149374868
E01000319,0.076,0.1505559872153515,1.0,0,0.07455598721535149,98.09998317809406
E01000320,0.077,0.16033370551045062,1.0,0,0.08333370551045062,108.2255915720138
E01000321,0.104,0.22179682548867188,1.0,0,0.11779682548867189,113.26617835449221
E01000322,0.124,0.26724185734018,1.0,0,0.14324185734018002,115.51762688724195
E01000323,0.118,0.2814810021432015,1.0,0,0.1634810021432015,138.5432221552555
E01000324,0.094,0.1917116752817895,1.0,0,0.0977116752817895,103.948590725308
E01000325,0.039,0.07020121920099841,1.0,0,0.031201219200998408,80.00312615640618
E01000326,0.053,0.1261223123583614,1.0,0,0.07312231235836142,137.96662709124797
E01000327,0.043,0.08376864230566931,1.0,0,0.04076864230566932,94.81079605969609
E01000328,0.05,0.11129278861871172,1.0,0,0.06129278861871172,122.58557723742344
E01000329,0.097,0.194465208089738,1.0,0,0.09746520808973799,100.47959596880204
E01000330,0.112,0.20218822381969714,1.0,0,0.09018822381969714,80.5251998390153
E01000331,0.151,0.2762069909538049,1.0,0,0.12520699095380491,82.91853705549994
E01000332,0.106,0.18917667082792183,1.0,0,0.08317667082792184,78.46855738483193
E01000333,0.167,0.3063338356270851,1.0,0,0.1393338356270851,83.43343450723658
E01000334,0.08,0.16493154640369623,1.0,0,0.08493154640369623,106.16443300462028
E01000335,0.16,0.33147673900252733,1.0,0,0.17147673900252733,107.17296187657958
E01000336,0.222,0.3895556541678693,1.0,0,0.1675556541678693,75.47551989543662
E01000337,0.165,0.29186701337304394,1.0,0,0.12686701337304393,76.88909901396602
E01000338,0.123,0.25417712684305604,1.0,0,0.13117712684305605,106.64807060411061
E01000339,0.109,0.17969389275935577,1.0,0,0.07069389275935577,64.85678234803281
E01000340,0.074,0.12104282707162052,1.0,0,0.047042827071620524,63.57138793462234
E01000341,0.062,0.10570573048713035,1.0,0,0.04370573048713035,70.49311368891992
