LSOA11CD,IDACI_2019,IDACI_2025_pred,confidence,boundary_changed,change,pct_change
E01000144,0.079,0.3430114408126651,1.0,0,0.2640114408126651,334.1916972312216
E01000145,0.066,0.4738279905971052,1.0,0,0.40782799059710517,617.9211978744017
E01000146,0.098,0.3314764231555233,1.0,0,0.23347642315552328,238.2412481178809
E01000147,0.057,0.44485264383860534,1.0,0,0.38785264383860535,680.4432348045708
E01000148,0.192,0.579629867521674,0.75,1,0.387629867521674,201.89055600087187
E01000150,0.134,0.503642674879527,1.0,0,0.36964267487952696,275.85274244740816
E01000151,0.393,0.6528388351670816,1.0,0,0.2598388351670816,66.11675195091135
E01000152,0.303,0.5691315624892662,1.0,0,0.2661315624892662,87.83219884134199
E01000153,0.324,0.6097181791342594,1.0,0,0.2857181791342594,88.18462318958623
E01000154,0.161,0.5909820075483484,1.0,0,0.42998200754834837,267.0695699058064
E01000155,0.192,0.5413694534019852,0.75,1,0.34936945340198516,181.9632569802006
E01000156,0.087,0.23081239057803027,1.0,0,0.14381239057803027,165.30159836555205
E01000157,0.124,0.3246254776918678,1.0,0,0.20062547769186778,161.79474007408692
E01000158,0.153,0.34951833771643354,1.0,0,0.19651833771643354,128.44335798459707
E01000159,0.16,0.32111384518153346,1.0,0,0.16111384518153346,100.69615323845842
E01000160,0.078,0.28144186781500685,1.0,0,0.20344186781500684,260.822907455137
E01000161,0.146,0.36513941833397945,1.0,0,0.21913941833397946,150.09549200957497
E01000162,0.111,0.34416219233410683,1.0,0,0.23316219233410684,210.056029129826
E01000163,0.22,0.4885863392928712,1.0,0,0.26858633929287123,122.08469967857783
E01000164,0.17,0.49378620523267214,1.0,0,0.3237862052326721,190.46247366627767
E01000165,0.123,0.3878264903324295,1.0,0,0.2648264903324295,215.3060897011622
E01000166,0.093,0.27699778676516673,1.0,0,0.18399778676516673,197.84708254319003
E01000167,0.288,0.462062867523669,1.0,0,0.174062867523669,60.43849566794063
E01000168,0.047,0.11999041174063366,1.0,0,0.07299041174063366,155.29874838432693
E01000169,0.1,0.24517731051306763,1.0,0,0.14517731051306762,145.17731051306762
E01000170,0.164,0.3435234155988766,1.0,0,0.1795234155988766,109.46549731638817
E01000171,0.276,0.533782032119832,1.0,0,0.25778203211983197,93.39928699993911
E01000172,0.087,0.1837312756928624,1.0,0,0.09673127569286241,111.18537435961197
E01000173,0.093,0.2007226395869186,1.0,0,0.1077226395869186,115.8307952547512
E01000174,0.132,0.35885343981617623,1.0,0,0.22685343981617623,171.85866652740623
E01000175,0.042,0.1430427358170131,1.0,0,0.10104273581701309,240.5779424214597
E01000176,0.293,0.4835670435394638,1.0,0,0.1905670435394638,65.03994660049959
E01000177,0.075,0.16965985035256803,1.0,0,0.09465985035256803,126.21313380342406
E01000178,0.052,0.18690343013907887,1.0,0,0.13490343013907888,259.4296733443825
E01000179,0.089,0.18754532356705778,1.0,0,0.09854532356705778,110.7250826596155
E01000180,0.103,0.3364201337685261,1.0,0,0.2334201337685261,226.62148909565641
E01000181,0.064,0.11828099459457991,1.0,0,0.05428099459457991,84.81405405403112
E01000182,0.033,0.07894617542183574,1.0,0,0.04594617542183574,139.23083461162344
E01000183,0.066,0.14185542770963136,1.0,0,0.07585542770963136,114.93246622671417
E01000184,0.258,0.5516306084734687,1.0,0,0.29363060847346867,113.81031336180955
E01000185,0.298,0.6871988812452721,1.0,0,0.3891988812452721,130.60365142458795
E01000186,0.03,0.16139754142665194,1.0,0,0.13139754142665194,437.99180475550645
E01000187,0.099,0.33948919154378837,1.0,0,0.24048919154378837,242.91837529675593
E01000188,0.035,0.2073812271693788,1.0,0,0.1723812271693788,492.5177919125108
E01000189,0.172,0.5750403237471462,1.0,0,0.4030403237471462,234.32576962043387
E01000190,0.099,0.25703606449813715,1.0,0,0.15803606449813715,159.6323883819567
E01000191,0.041,0.21884150171213193,1.0,0,0.17784150171213192,433.7597602734925
E01000192,0.125,0.40002075118412717,1.0,0,0.27502075118412717,220.01660094730173
E01000193,0.083,0.3525249782814825,1.0,0,0.2695249782814825,324.72888949576196
E01000194,0.133,0.5259494946417429,1.0,0,0.3929494946417429,295.4507478509345
E01000195,0.209,0.5515807319307365,1.0,0,0.34258073193073657,163.91422580418018
E01000196,0.079,0.3470224239356199,1.0,0,0.26802242393561987,339.26889105774666
E01000197,0.11,0.3008671949955706,1.0,0,0.1908671949955706,173.51563181415509
E01000198,0.097,0.27779291914056375,1.0,0,0.18079291914056375,186.3844527222307
E01000199,0.051,0.16832522314586174,1.0,0,0.11732522314586175,230.04945714874856
E01000200,0.066,0.19785001063710056,1.0,0,0.13185001063710056,199.7727433895463
E01000201,0.031,0.09307745178272811,1.0,0,0.06207745178272811,200.24984446041324
E01000202,0.047,0.17123908374752791,1.0,0,0.12423908374752791,264.33847605857005
E01000203,0.132,0.42756523019832093,1.0,0,0.2955652301983209,223.91305318054614
E01000204,0.061,0.17616458138578237,1.0,0,0.11516458138578237,188.79439571439733
E01000205,0.059,0.13812326113754325,1.0,0,0.07912326113754325,134.10722226702248
E01000206,0.015,0.059438452833827655,1.0,0,0.044438452833827656,296.25635222551773
E01000207,0.038,0.11939912019948501,1.0,0,0.081399120199485,214.20821105127632
E01000208,0.035,0.0992286379643559,1.0,0,0.06422863796435589,183.51039418387396
E01000209,0.032,0.07857069436685914,1.0,0,0.046570694366859136,145.53341989643482
E01000210,0.071,0.1358962270876228,1.0,0,0.06489622708762281,91.40313674313073
E01000211,0.152,0.40336619625709447,1.0,0,0.25136619625709444,165.37249753756214
E01000212,0.064,0.15730140484223298,1.0,0,0.09330140484223298,145.78344506598904
E01000213,0.013,0.047455095221866486,1.0,0,0.03445509522186649,265.03919401435763
E01000214,0.044,0.1242839641572776,1.0,0,0.0802839641572776,182.46355490290367
E01000215,0.053,0.4900306609891828,1.0,0,0.4370306609891828,824.5861528097788
E01000216,0.043,0.3595102144878448,1.0,0,0.31651021448784483,736.070266250802
E01000217,0.063,0.3842251952038274,1.0,0,0.3212251952038274,509.88126222829743
E01000218,0.092,0.4974501009274198,1.0,0,0.40545010092741984,440.70663144284765
E01000219,0.051,0.5306506401976051,1.0,0,0.4796506401976051,940.4914513678532
E01000220,0.079,0.5635072109958326,1.0,0,0.48450721099583255,613.3002670833323
E01000221,0.318,0.602448901616516,1.0,0,0.284448901616516,89.44934013097988
E01000222,0.165,0.5785864892104688,1.0,0,0.4135864892104688,250.658478309375
E01000223,0.228,0.5999505419821637,1.0,0,0.3719505419821637,163.136202623756
E01000224,0.215,0.5859096511683692,1.0,0,0.37090965116836927,172.51611682249734
E01000225,0.031,0.2602227773309887,1.0,0,0.2292227773309887,739.4283139709313
E01000226,0.228,0.5988018716286828,1.0,0,0.37080187162868283,162.6323998371416
E01000227,0.074,0.28220953837762064,1.0,0,0.20820953837762063,281.3642410508387
E01000228,0.1,0.24684357202243096,1.0,0,0.14684357202243095,146.84357202243095
E01000229,0.135,0.45688726070500085,1.0,0,0.32188726070500084,238.43500792963022
E01000230,0.067,0.31708172597189277,1.0,0,0.25008172597189277,373.2563074207354
E01000231,0.136,0.3988695823809121,1.0,0,0.26286958238091207,193.28645763302356
E01000232,0.118,0.32656880108526776,1.0,0,0.20856880108526776,176.7532212587015
E01000233,0.072,0.24005655346530735,1.0,0,0.16805655346530735,233.41187981292688
E01000234,0.062,0.2837644654986016,1.0,0,0.22176446549860163,357.6846217719381
E01000235,0.202,0.5372088504310882,1.0,0,0.3352088504310882,165.94497546093473
E01000236,0.062,0.4111332539871906,1.0,0,0.3491332539871906,563.118151592243
E01000237,0.054,0.36622106594846193,1.0,0,0.31222106594846194,578.1871591638185
E01000238,0.092,0.42430044164562175,1.0,0,0.3323004416456218,361.196132223502
E01000239,0.195,0.5531755073457016,1.0,0,0.35817550734570164,183.67974735677006
E01000240,0.154,0.39785060119212945,1.0,0,0.24385060119212945,158.34454622865547
E01000241,0.089,0.308564089224014,1.0,0,0.21956408922401402,246.70122384720676
E01000242,0.119,0.30657667464899946,1.0,0,0.18757667464899946,157.62745768823484
E01000243,0.076,0.40132152405923655,1.0,0,0.32532152405923653,428.0546369200481
E01000244,0.078,0.41736502377456697,1.0,0,0.33936502377456695,435.0833638135474
E01000245,0.195,0.5798683958038413,1.0,0,0.3848683958038413,197.36840810453398
E01000246,0.063,0.1688557194229217,1.0,0,0.10585571942292171,168.0249514649551
E01000247,0.087,0.2099714365239541,1.0,0,0.12297143652395412,141.34647876316566
E01000248,0.03,0.12487847317532455,1.0,0,0.09487847317532455,316.26157725108186
E01000249,0.016,0.07636810376245479,1.0,0,0.060368103762454786,377.3006485153424
E01000250,0.165,0.2923175963016208,1.0,0,0.1273175963016208,77.16217957673987
E01000251,0.149,0.34813840247953837,1.0,0,0.19913840247953837,133.64993455002576
E01000252,0.084,0.24963561691863367,1.0,0,0.16563561691863365,197.18525823646863
E01000253,0.069,0.10494125646400132,1.0,0,0.035941256464001314,52.088777484059875
E01000254,0.042,0.10801920922394945,1.0,0,0.06601920922394944,157.1885933903558
E01000255,0.204,0.3769374535409057,1.0,0,0.1729374535409057,84.77326153965967
E01000256,0.113,0.25429392670600803,1.0,0,0.14129392670600804,125.03887319115756
E01000257,0.188,0.5199509510042217,1.0,0,0.33195095100422173,176.56965478947964
E01000258,0.066,0.20452208620135945,1.0,0,0.13852208620135945,209.88194878993855
E01000259,0.122,0.3084380759617087,1.0,0,0.1864380759617087,152.8180950505809
E01000260,0.14,0.37565420403328004,1.0,0,0.23565420403328002,168.32443145234285
E01000261,0.025,0.08722367250742165,1.0,0,0.06222367250742165,248.8946900296866
E01000262,0.108,0.37719109990029936,0.75,1,0.2691910999002994,249.25101842620313
E01000263,0.022,0.043429308267724655,1.0,0,0.021429308267724656,97.4059466714757
E01000264,0.155,0.38065901684877734,1.0,0,0.22565901684877734,145.58646248308216
E01000265,0.155,0.44101465440716126,1.0,0,0.28601465440716123,184.52558348849112
E01000266,0.046,0.11416054354018085,1.0,0,0.06816054354018085,148.17509465256705
E01000267,0.114,0.2152495460695369,1.0,0,0.10124954606953689,88.81539128906743
E01000268,0.249,0.4747061354685428,1.0,0,0.2257061354685428,90.64503432471598
E01000269,0.113,0.18865011676312252,1.0,0,0.07565011676312251,66.94700598506417
E01000270,0.093,0.21753919785942866,1.0,0,0.12453919785942866,133.91311597788027
E01000271,0.047,0.13339393033879,1.0,0,0.08639393033878999,183.8168730612553
E01000272,0.018,0.08517176083276437,1.0,0,0.06717176083276437,373.1764490709132
E01000273,0.137,0.33311629686267197,1.0,0,0.19611629686267196,143.15058165158536
E01000274,0.166,0.36355531361651017,1.0,0,0.19755531361651016,119.00922507018684
E01000275,0.178,0.29446771628819185,1.0,0,0.11646771628819186,65.43130128550105
E01000276,0.021,0.05935921318527656,1.0,0,0.03835921318527656,182.66291992988837
E01000277,0.099,0.3830421367275949,1.0,0,0.28404213672759493,286.91124921979286
E01000278,0.028,0.07289044591566345,1.0,0,0.04489044591566345,160.32302112736946
E01000279,0.019,0.06183605655559575,1.0,0,0.04283605655559575,225.4529292399776
E01000280,0.017,0.044920051351423594,1.0,0,0.027920051351423593,164.23559618484464
E01000281,0.061,0.29531472662784986,1.0,0,0.23431472662784986,384.12250266860633
E01000282,0.038,0.1322887817269233,1.0,0,0.09428878172692329,248.1283729655876
E01000283,0.024,0.059455420582156776,1.0,0,0.035455420582156776,147.73091909231988
E01000284,0.176,0.41809747508095996,1.0,0,0.24209747508095997,137.55538356872728
E01000285,0.165,0.3153134929888791,1.0,0,0.1503134929888791,91.09908665992673
E01000286,0.207,0.4178797685063995,1.0,0,0.21087976850639953,101.87428430260849
E01000287,0.185,0.42749468805852553,1.0,0,0.24249468805852553,131.07820976136517
E01000288,0.089,0.2451050059338257,1.0,0,0.1561050059338257,175.39888307171427
E01000289,0.313,0.692407228104159,1.0,0,0.379407228104159,121.21636680644058
E01000290,0.13,0.30849842392112503,1.0,0,0.17849842392112503,137.30647993932695
E01000291,0.266,0.44616866303252234,1.0,0,0.18016866303252232,67.7325800874144
E01000292,0.061,0.19302322538816863,1.0,0,0.13202322538816863,216.43151702978466
E01000293,0.091,0.15233941795809824,1.0,0,0.06133941795809825,67.40595380010797
E01000294,0.072,0.21585967779744963,1.0,0,0.14385967779744963,199.8051080520134
E01000295,0.028,0.164535512582287,1.0,0,0.136535512582287,487.62683065102493
E01000296,0.097,0.2812912847668605,1.0,0,0.1842912847668605,189.9910152235675
E01000297,0.085,0.3264729610990786,1.0,0,0.24147296109907856,284.0858365871512
E01000298,0.112,0.3433328643806433,1.0,0,0.23133286438064332,206.5472003398601
E01000299,0.142,0.3991520536935224,1.0,0,0.25715205369352245,181.09299555881864
E01000300,0.09,0.20975551065124282,1.0,0,0.11975551065124282,133.06167850138092
E01000301,0.024,0.1080457584012379,1.0,0,0.0840457584012379,350.19066000515795
E01000302,0.14,0.3676763440018005,1.0,0,0.22767634400180048,162.62596000128602
E01000303,0.045,0.13295019622703608,1.0,0,0.08795019622703608,195.44488050452463
E01000304,0.08,0.2581573560926209,1.0,0,0.1781573560926209,222.69669511577615
E01000305,0.182,0.6470972109020456,1.0,0,0.46509721090204564,255.54791807804708
E01000306,0.049,0.46993992595326495,1.0,0,0.42093992595326496,859.0610733740101
E01000307,0.197,0.5257422112883696,1.0,0,0.3287422112883696,166.87421892810642
E01000308,0.243,0.5179108934864189,1.0,0,0.27491089348641895,113.1320549326827
E01000309,0.112,0.37661419794809936,1.0,0,0.26461419794809937,236.26267673937446
E01000310,0.13,0.47198867834639713,1.0,0,0.3419886783463971,263.0682141126132
E01000311,0.024,0.2276923124249036,1.0,0,0.2036923124249036,848.7179684370984
E01000312,0.147,0.4933596843464285,1.0,0,0.3463596843464285,235.61883288872687
E01000313,0.09,0.5909012897585874,1.0,0,0.5009012897585874,556.5569886206526
E01000314,0.052,0.3295200489915398,1.0,0,0.2775200489915398,533.6924019068074
E01000315,0.246,0.5059380717199555,1.0,0,0.25993807171995553,105.66588281299005
E01000316,0.163,0.4151544688923765,1.0,0,0.25215446889237647,154.69599318550704
E01000317,0.073,0.27684386795430727,1.0,0,0.20384386795430726,279.23817527987296
E01000318,0.121,0.28549644032947197,1.0,0,0.16449644032947197,135.94747134667105
E01000319,0.07,0.1934218655086409,1.0,0,0.1234218655086409,176.31695072662984
E01000320,0.097,0.24155714019584126,1.0,0,0.14455714019584126,149.0279795833415
E01000321,0.133,0.3341691637576668,1.0,0,0.2011691637576668,151.2550103441104
E01000322,0.153,0.37477640645247856,1.0,0,0.22177640645247856,144.95189964214285
E01000323,0.12,0.4335136711866747,1.0,0,0.3135136711866747,261.2613926555623
E01000324,0.1,0.27888545244948276,1.0,0,0.17888545244948276,178.88545244948276
E01000325,0.064,0.12264144064241791,1.0,0,0.058641440642417914,91.62725100377799
E01000326,0.108,0.22169393395624923,1.0,0,0.11369393395624923,105.27216107060114
E01000327,0.059,0.12417963903918405,1.0,0,0.06517963903918406,110.47396447319332
E01000328,0.07,0.18202770990888245,1.0,0,0.11202770990888244,160.03958558411776
E01000329,0.15,0.30089985201787883,1.0,0,0.15089985201787884,100.59990134525256
E01000330,0.176,0.3388130245208208,1.0,0,0.1628130245208208,92.50740029592092
E01000331,0.215,0.4117552517852864,1.0,0,0.19675525178528638,91.51407059780762
E01000332,0.176,0.32179410290574934,1.0,0,0.14579410290574935,82.83755846917576
E01000333,0.228,0.4479871913329537,1.0,0,0.21998719133295372,96.48561023375163
E01000334,0.128,0.26876892955873694,1.0,0,0.14076892955873693,109.97572621776324
E01000335,0.22,0.4861012095031047,1.0,0,0.2661012095031047,120.95509522868394
E01000336,0.288,0.5356113274331882,1.0,0,0.2476113274331882,85.97615535874591
E01000337,0.311,0.4684105505929298,1.0,0,0.1574105505929298,50.61432494949511
E01000338,0.18,0.38935423240637845,1.0,0,0.20935423240637846,116.30790689243248
E01000339,0.181,0.28093671168612455,1.0,0,0.09993671168612456,55.21365286526219
E01000340,0.12,0.2134415675511503,1.0,0,0.0934415675511503,77.86797295929192
E01000341,0.08,0.17023229666489037,1.0,0,0.09023229666489037,112.79037083111297
E01000342,0.02,0.17423333091487786,1.0,0,0.15423333091487787,771.1666545743893
