LSOA11CD,Indoors_2019,Indoors_2025_pred,confidence,boundary_changed,change,pct_change
E01000173,0.059,0.3105688082243034,1.0,0,0.2515688082243034,426.38781054966677
E01000174,0.496,0.36882344276940615,1.0,0,-0.12717655723059385,-25.64043492552295
E01000175,-0.442,0.029477960638343424,1.0,0,0.4714779606383434,-106.6692218638786
E01000176,-1.154,-0.26560260658177687,1.0,0,0.888397393418223,-76.98417620608518
E01000177,0.215,0.6126122232901925,1.0,0,0.3976122232901925,184.9359178093919
E01000178,0.004,0.43330960559823917,1.0,0,0.42930960559823916,10732.740139955979
E01000179,-0.513,0.19836668042559114,1.0,0,0.7113666804255911,-138.6679688938774
E01000180,-0.735,-0.06458288810069121,1.0,0,0.6704171118993087,-91.21321250330732
E01000181,0.059,0.7221526390900976,1.0,0,0.6631526390900977,1123.9875238815216
E01000182,0.484,0.5377431833068742,1.0,0,0.05374318330687422,11.103963493155831
E01000183,-0.168,0.26908824272019016,1.0,0,0.4370882427201902,-260.17157304773224
E01000184,0.303,-0.05591129023342403,1.0,0,-0.35891129023342405,-118.45257103413337
E01000185,-0.775,-0.11403848094888452,1.0,0,0.6609615190511156,-85.28535729691814
E01000186,-0.584,-0.3119175288329305,1.0,0,0.27208247116706946,-46.58946424093656
E01000187,-0.524,-0.039182312169021336,1.0,0,0.48481768783097867,-92.52245950972876
E01000188,-0.286,-0.23742760469049032,1.0,0,0.04857239530950966,-16.983355003325055
E01000189,0.949,-0.1335897717237355,1.0,0,-1.0825897717237354,-114.07689902252217
E01000190,-0.322,0.0033989905328632285,1.0,0,0.32539899053286325,-101.05558712200722
E01000191,-0.548,0.07333237806191091,1.0,0,0.621332378061911,-113.38182081421732
E01000192,0.296,0.25581273334179633,1.0,0,-0.04018726665820366,-13.576779276420156
E01000193,0.571,0.3377447658359156,1.0,0,-0.23325523416408434,-40.850303706494635
E01000194,0.267,0.37246070625377903,1.0,0,0.10546070625377901,39.49839185534794
E01000195,-0.255,-0.2590136356908865,1.0,0,-0.0040136356908864745,1.573974780739794
E01000196,-0.079,0.25019527520113594,1.0,0,0.32919527520113595,-416.70288000143796
E01000197,0.483,0.6037167002819652,1.0,0,0.12071670028196524,24.993105648440007
E01000198,0.053,0.22124559068118596,1.0,0,0.16824559068118597,317.4445107192188
E01000199,-0.734,0.08516521044529678,1.0,0,0.8191652104452968,-111.6028897064437
E01000200,-0.49,0.14388754802950382,1.0,0,0.6338875480295039,-129.36480572030692
E01000201,0.054,0.18855911869180841,1.0,0,0.13455911869180842,249.18355313297855
E01000202,-0.146,0.6122133519216504,1.0,0,0.7582133519216504,-519.324213644966
E01000203,-0.401,0.0858351742684565,1.0,0,0.4868351742684565,-121.40528036619862
E01000204,-0.092,0.47507385024979176,1.0,0,0.5670738502497917,-616.3846198367302
E01000205,-0.192,0.17379813893153434,1.0,0,0.36579813893153434,-190.5198640268408
E01000206,-0.141,0.10970396151448229,1.0,0,0.25070396151448227,-177.8042280244555
E01000207,0.181,0.5461339601432313,1.0,0,0.36513396014323135,201.731469692393
E01000208,-0.716,0.33637760019364316,1.0,0,1.0523776001936431,-146.9801117588887
E01000209,-0.194,0.4259951870149375,1.0,0,0.6199951870149375,-319.585147945844
E01000210,-0.228,0.3809715472967265,1.0,0,0.6089715472967265,-267.092783902073
E01000211,-0.035,0.19270551898248928,1.0,0,0.22770551898248928,-650.5871970928265
E01000212,0.146,0.6929329016392317,1.0,0,0.5469329016392317,374.6115764652272
E01000213,0.433,0.5093838956711966,1.0,0,0.07638389567119658,17.640622556858332
E01000214,-0.152,0.31174553139257205,1.0,0,0.463745531392572,-305.09574433721843
E01000215,-0.302,0.31385459453695314,1.0,0,0.6158545945369531,-203.92536242945468
E01000216,-0.55,0.4645360895661263,1.0,0,1.0145360895661264,-184.46110719384114
E01000217,0.222,0.4625006901664529,1.0,0,0.2405006901664529,108.33364421912292
E01000218,-0.16,0.4512934720905859,1.0,0,0.6112934720905859,-382.0584200566162
E01000219,-0.494,0.44062434896656827,1.0,0,0.9346243489665682,-189.19521234141055
E01000220,0.215,0.3882568696270227,1.0,0,0.17325686962702272,80.58459052419661
E01000221,-0.974,-0.2233143646861266,1.0,0,0.7506856353138733,-77.07244715748186
E01000222,-0.191,0.003036471112924678,1.0,0,0.19403647111292469,-101.58977545179303
E01000223,-0.29,0.05581864923593076,1.0,0,0.34581864923593075,-119.24781008135544
E01000224,0.142,0.3346804200217034,1.0,0,0.1926804200217034,135.6904366350024
E01000225,-0.584,0.25308211229510735,1.0,0,0.8370821122951073,-143.33597813272388
E01000226,0.517,0.22151821349492015,1.0,0,-0.29548178650507984,-57.15315019440616
E01000227,-0.364,0.014327067625656085,1.0,0,0.3783270676256561,-103.93600758946596
E01000228,-0.554,-0.16345232576754276,1.0,0,0.3905476742324573,-70.49597007806088
E01000229,-0.458,-0.11009604579570392,1.0,0,0.3479039542042961,-75.96156205333976
E01000230,-0.917,-0.06433269577528399,1.0,0,0.852667304224716,-92.98443884675203
E01000231,-0.287,0.14685607293783012,1.0,0,0.43385607293783013,-151.16936339297217
E01000232,-0.487,0.07230062540184073,1.0,0,0.5593006254018407,-114.84612431249296
E01000233,-0.256,0.24221439765726,1.0,0,0.49821439765726,-194.61499908486718
E01000234,-0.459,0.2390532557549208,1.0,0,0.6980532557549208,-152.08131933658404
E01000235,0.052,0.24405914846318966,1.0,0,0.19205914846318967,369.34451627536475
E01000236,-0.278,0.21611685711998396,1.0,0,0.494116857119984,-177.73987666186474
E01000237,-0.129,0.30608715185159135,1.0,0,0.43508715185159136,-337.2768619004584
E01000238,0.38,0.4340266427743701,1.0,0,0.05402664277437008,14.217537572202653
E01000239,-0.424,-0.09425807180496845,1.0,0,0.32974192819503156,-77.76932268750745
E01000240,0.026,0.3085206556376322,1.0,0,0.2825206556376322,1086.6179062985852
E01000241,0.026,0.34950292771429203,1.0,0,0.323502927714292,1244.242029670354
E01000242,-0.457,0.09811699325935941,1.0,0,0.5551169932593594,-121.46980158848126
E01000243,0.394,0.4608943888575344,1.0,0,0.0668943888575344,16.978271283638172
E01000244,0.758,0.6285390955412925,1.0,0,-0.1294609044587075,-17.079274994552442
E01000245,-0.056,0.009846486651990501,1.0,0,0.0658464866519905,-117.58301187855446
E01000246,0.131,0.15775582786578787,1.0,0,0.026755827865787868,20.424296080754097
E01000247,-0.434,0.15860702240487262,1.0,0,0.5926070224048726,-136.54539686748217
E01000248,-0.206,0.6193761572475137,1.0,0,0.8253761572475137,-400.668037498793
E01000249,-0.306,0.049893869806060795,1.0,0,0.3558938698060608,-116.30518621113097
E01000250,-0.057,0.09471102994489064,1.0,0,0.15171102994489064,-266.15970165770284
E01000251,0.078,0.12647645394600385,1.0,0,0.04847645394600385,62.149299930774156
E01000252,-0.698,0.19722078572106966,1.0,0,0.8952207857210697,-128.25512689413605
E01000253,-1.0,-0.7160109134861254,1.0,0,0.28398908651387456,-28.398908651387455
E01000254,0.463,0.5146953392577697,1.0,0,0.051695339257769646,11.16530005567379
E01000255,0.21,0.1686628572215495,1.0,0,-0.04133714277845049,-19.684353704024048
E01000256,-0.363,-0.08025497807352101,1.0,0,0.282745021926479,-77.89119061335509
E01000257,-0.204,0.08043420997116138,1.0,0,0.28443420997116137,-139.4285342995889
E01000258,0.001,0.3543479472888518,1.0,0,0.35334794728885177,35334.79472888518
E01000259,-0.303,-0.04352965695397387,1.0,0,0.2594703430460261,-85.6337765828469
E01000260,-0.471,0.04812100223453696,1.0,0,0.5191210022345369,-110.21677329820318
E01000261,-0.039,0.26118850276905936,1.0,0,0.30018850276905934,-769.7141096642547
E01000262,-0.361,-0.15033056741941228,0.75,1,0.2106694325805877,-58.35718354032901
E01000263,-0.33,-0.34360558280220665,1.0,0,-0.01360558280220664,4.122903879456557
E01000264,0.136,0.2602416949122816,1.0,0,0.1242416949122816,91.35418743550116
E01000265,-0.016,0.1655907486658829,1.0,0,0.18159074866588287,-1134.9421791617679
E01000266,-0.534,-0.18800896106606066,1.0,0,0.34599103893393934,-64.79232938837815
E01000267,0.523,0.44127225213868204,1.0,0,-0.08172774786131798,-15.626720432374375
E01000268,0.084,0.09661989731837757,1.0,0,0.012619897318377565,15.023687283782813
E01000269,-0.008,0.1898868248606071,1.0,0,0.1978868248606071,-2473.585310757589
E01000270,-0.299,0.23853162107614828,1.0,0,0.5375316210761483,-179.77646189837736
E01000271,-0.634,-0.04684006966057421,1.0,0,0.5871599303394258,-92.6119763942312
E01000272,-0.682,-0.2661477823230824,1.0,0,0.41585221767691766,-60.97539848635155
E01000273,-0.251,0.04912534281731454,1.0,0,0.3001253428173145,-119.57184972801375
E01000274,0.077,0.18614587484978906,1.0,0,0.10914587484978906,141.74788941531048
E01000275,-0.755,-0.141467569713512,1.0,0,0.613532430286488,-81.2625735478792
E01000276,-0.76,-0.5346843829474742,1.0,0,0.22531561705252579,-29.6467917174376
E01000277,-0.23,-0.12712400942601934,1.0,0,0.10287599057398067,-44.72869155390464
E01000278,0.017,-0.04771883825164913,1.0,0,-0.06471883825164913,-380.69904853911254
E01000279,-0.711,-0.3622519053473421,1.0,0,0.3487480946526579,-49.05036493005034
E01000280,-0.574,-0.4257848552070864,1.0,0,0.14821514479291353,-25.821453796674835
E01000281,-0.598,-0.3311696161028912,1.0,0,0.2668303838971088,-44.620465534633574
E01000282,-0.581,0.07755887325374174,1.0,0,0.6585588732537417,-113.3492036581311
E01000283,-0.623,-0.46838012567463105,1.0,0,0.15461987432536894,-24.81859941017158
E01000284,-0.375,-0.04573364829286746,1.0,0,0.32926635170713253,-87.80436045523534
E01000285,-0.148,-0.25201918420401703,1.0,0,-0.10401918420401704,70.2832325702818
E01000286,0.265,0.009183620319472313,1.0,0,-0.25581637968052773,-96.53448289831235
E01000287,0.21,-0.057997479746704335,1.0,0,-0.26799747974670435,-127.61784749843065
E01000288,-0.016,0.12948291144192464,1.0,0,0.14548291144192466,-909.268196512029
E01000289,-0.099,-0.27033548138905,1.0,0,-0.17133548138905,173.06614281722221
E01000290,-0.624,-0.40064649432913024,1.0,0,0.22335350567086976,-35.79383103699836
E01000291,-1.118,-0.522672678040788,1.0,0,0.5953273219592121,-53.24931323427657
E01000292,-0.399,0.19240589392577287,1.0,0,0.5914058939257729,-148.2220285528253
E01000293,-0.071,0.5253674699461097,1.0,0,0.5963674699461097,-839.9541830226898
E01000294,-0.393,0.09325079244890777,1.0,0,0.4862507924489078,-123.72793700990019
E01000295,0.814,0.5438990267409591,1.0,0,-0.2701009732590408,-33.18193774681091
E01000296,-0.049,0.37433688476682125,1.0,0,0.42333688476682124,-863.9528260547372
E01000297,-0.393,0.38145056055841786,1.0,0,0.7744505605584179,-197.0612113380198
E01000298,0.262,0.4562404099397558,1.0,0,0.19424040993975578,74.13756104570831
E01000299,0.759,0.35954586930894494,1.0,0,-0.39945413069105506,-52.62900272609421
E01000300,-0.176,0.4811505499049061,1.0,0,0.6571505499049061,-373.3809942641512
E01000301,-0.212,0.13622920473700562,1.0,0,0.3482292047370056,-164.25905883821017
E01000302,-0.724,-0.012670104141950038,1.0,0,0.71132989585805,-98.24998561575275
E01000303,-1.075,-0.046155858975259624,1.0,0,1.0288441410247404,-95.70643172323167
E01000304,0.152,0.5255732793634678,1.0,0,0.37357327936346774,245.77189431807088
E01000305,0.302,0.03550049326043464,1.0,0,-0.26649950673956535,-88.24486978131303
E01000306,-0.055,0.4225050766252558,1.0,0,0.4775050766252558,-868.1910484095561
E01000307,0.013,0.20159791855728848,1.0,0,0.18859791855728847,1450.7532196714499
E01000308,0.143,-0.2547246517113464,1.0,0,-0.3977246517113464,-278.1291270708716
E01000309,-0.192,0.3495957822504165,1.0,0,0.5415957822504165,-282.08113658875857
E01000310,-0.334,0.18526275635332828,1.0,0,0.5192627563533283,-155.46789112375097
E01000311,-0.046,0.33650782163355925,1.0,0,0.38250782163355923,-831.5387426816504
E01000312,-0.34,-0.13938788821394654,1.0,0,0.20061211178605348,-59.00356229001572
E01000313,-0.192,0.32873234630546255,1.0,0,0.5207323463054625,-271.21476370076175
E01000314,-0.45,0.32738100729732367,1.0,0,0.7773810072973237,-172.7513349549608
E01000315,-0.955,-0.19617404737186483,1.0,0,0.7588259526281351,-79.45821493488326
E01000316,0.383,0.09820386271383241,1.0,0,-0.2847961372861676,-74.35930477445629
E01000317,-0.098,0.40197317532518434,1.0,0,0.49997317532518437,-510.1767095154942
E01000318,-0.064,0.29137592099272275,1.0,0,0.35537592099272275,-555.2748765511293
E01000319,-0.202,0.48849692463074046,1.0,0,0.6904969246307404,-341.8301607082873
E01000320,-0.184,0.2908060553310444,1.0,0,0.4748060553310444,-258.04676920165457
E01000321,0.474,0.45773368802523073,1.0,0,-0.016266311974769243,-3.4317113870821188
E01000322,0.334,0.2737559648594793,1.0,0,-0.060244035140520735,-18.037136269616983
E01000323,0.483,0.3505842839855601,1.0,0,-0.1324157160144399,-27.41526211479087
E01000324,-0.131,0.3768717881472863,1.0,0,0.5078717881472863,-387.6883878986918
E01000325,-0.297,-0.2792382231586078,1.0,0,0.017761776841392185,-5.980396242892992
E01000326,0.376,-0.03954412754522625,1.0,0,-0.41554412754522624,-110.51705519819846
