LSOA11CD,Health_2019,Health_2025_pred,confidence,boundary_changed,change,pct_change
E01000079,0.045,0.5387922941795179,1.0,0,0.4937922941795179,1097.3162092878176
E01000080,0.445,0.5933852670679093,1.0,0,0.14838526706790928,33.34500383548523
E01000081,0.225,0.4204385151357602,1.0,0,0.1954385151357602,86.86156228256009
E01000082,-0.111,0.3341843111556321,1.0,0,0.44518431115563206,-401.06694698705587
E01000083,0.361,0.4862322716306664,1.0,0,0.12523227163066641,34.69037995309319
E01000084,0.338,0.4735979875926481,1.0,0,0.13559798759264807,40.11774780847576
E01000085,-0.227,0.3796169652252859,1.0,0,0.6066169652252859,-267.23214327105103
E01000086,0.89,0.7256908234826838,1.0,0,-0.16430917651731625,-18.461705226664748
E01000087,0.046,0.3764639126067473,1.0,0,0.3304639126067473,718.3998100146681
E01000088,0.264,0.3665763183181782,1.0,0,0.1025763183181782,38.85466602961295
E01000089,-0.154,0.13424452721212982,1.0,0,0.2882445272121298,-187.1717709169674
E01000090,-0.187,0.024378399935660978,1.0,0,0.211378399935661,-113.03657750570108
E01000091,0.324,0.6077697202152625,1.0,0,0.28376972021526253,87.5832469800193
E01000092,-0.008,0.2252150081746151,0.75,1,0.2332150081746151,-2915.1876021826884
E01000093,0.842,0.8770648533508012,1.0,0,0.03506485335080123,4.164471894394445
E01000094,-0.036,0.14642932976497702,1.0,0,0.18242932976497703,-506.74813823604734
E01000095,-0.111,0.13685527626348704,1.0,0,0.24785527626348702,-223.29304167881713
E01000096,0.008,0.46888592024789816,1.0,0,0.46088592024789815,5761.074003098727
E01000097,0.808,0.6201157411923901,1.0,0,-0.18788425880760995,-23.253002327674498
E01000098,0.443,0.5419667716482299,1.0,0,0.09896677164822992,22.34012904023249
E01000099,0.214,0.41285528355914003,1.0,0,0.19885528355914003,92.92302970053274
E01000100,0.106,0.42812836023613554,1.0,0,0.32212836023613556,303.8946794680524
E01000101,0.464,0.628502135080719,1.0,0,0.16450213508071893,35.45304635360322
E01000102,0.684,0.6275871970442835,1.0,0,-0.0564128029557166,-8.247485812239267
E01000103,0.427,0.4576818054259031,1.0,0,0.030681805425903097,7.185434525972622
E01000104,0.276,0.48035409849197297,1.0,0,0.20435409849197295,74.04134003332352
E01000105,0.932,0.9425443709088823,1.0,0,0.010544370908882272,1.131370269193377
E01000106,0.636,0.738956951761828,1.0,0,0.10295695176182795,16.188199962551565
E01000107,0.579,0.20418289058954764,1.0,0,-0.3748171094104523,-64.73525205707294
E01000108,0.158,0.13000933392097666,1.0,0,-0.02799066607902334,-17.715611442419835
E01000109,-0.199,-0.0015825278955445658,0.75,1,0.19741747210445545,-99.20475985148515
E01000110,-0.002,-0.19450703881404444,1.0,0,-0.19250703881404443,9625.351940702221
E01000111,0.187,0.19971911499171435,1.0,0,0.012719114991714353,6.801665770970242
E01000112,-0.324,-0.12174647929123547,1.0,0,0.20225352070876454,-62.423926144680415
E01000113,-0.122,-0.16728648413249053,1.0,0,-0.045286484132490534,37.12006896105781
E01000114,-0.117,-0.006018173170322727,1.0,0,0.11098182682967728,-94.85626224758741
E01000115,-1.526,-1.4461162057737884,1.0,0,0.07988379422621161,-5.234848900800237
E01000116,-1.412,-1.1273055515346972,1.0,0,0.2846944484653027,-20.1624963502339
E01000117,-1.141,-0.996693485345914,1.0,0,0.14430651465408606,-12.647372011751626
E01000118,-1.679,-1.160427613216283,1.0,0,0.5185723867837171,-30.88578837306236
E01000119,-1.884,-1.1471483759684462,1.0,0,0.7368516240315537,-39.11102038384043
E01000120,-1.58,-1.3599356951346304,1.0,0,0.22006430486536965,-13.928120561099343
E01000121,0.261,0.5104916857564868,1.0,0,0.24949168575648684,95.59068419788768
E01000122,-1.246,-1.1001882505572915,1.0,0,0.14581174944270847,-11.70238759572299
E01000123,-1.062,-0.6522084121835309,1.0,0,0.4097915878164692,-38.58677851379182
E01000124,-0.593,-0.3275170366243235,1.0,0,0.26548296337567645,-44.76947105829283
E01000125,-0.615,-0.03022904854963849,0.75,1,0.5847709514503615,-95.08470755290432
E01000126,-0.077,0.17452076107143782,1.0,0,0.25152076107143784,-326.6503390538154
E01000127,-0.495,-0.0873686414475549,1.0,0,0.4076313585524451,-82.34976940453436
E01000128,-0.346,-0.2568489913683355,1.0,0,0.08915100863166447,-25.766187465798982
E01000129,-0.148,0.22636464381200455,1.0,0,0.3743646438120045,-252.94908365675983
E01000130,-0.331,0.043712480624393486,1.0,0,0.3747124806243935,-113.20618749981676
E01000131,-0.802,-0.6147886509338885,1.0,0,0.1872113490661116,-23.343060980811916
E01000132,-0.464,0.030979158149623313,1.0,0,0.49497915814962334,-106.67654270466019
E01000133,-0.059,0.17945274498351596,1.0,0,0.23845274498351596,-404.1571948873152
E01000134,-0.579,-0.1385892023547758,1.0,0,0.4404107976452242,-76.06404104408017
E01000135,-1.087,-1.1427394927022008,1.0,0,-0.0557394927022008,5.127828215473855
E01000136,-1.93,-1.8010422020842722,1.0,0,0.1289577979157277,-6.681751187343405
E01000137,0.077,0.1696382916192659,1.0,0,0.09263829161926591,120.30946963541027
E01000138,-0.547,-0.32538425954717765,1.0,0,0.2216157404528224,-40.51476059466589
E01000139,-1.326,-1.170576585014329,1.0,0,0.15542341498567103,-11.721222849598115
E01000140,-0.914,-0.6405410750011917,1.0,0,0.2734589249988083,-29.918919584114693
E01000141,-0.736,-0.176813986924447,1.0,0,0.559186013075553,-75.97636047222188
E01000142,-0.676,-0.23226003702099504,1.0,0,0.443739962979005,-65.64200635784097
E01000143,-0.081,0.18234955835281486,1.0,0,0.26334955835281487,-325.12291154668503
E01000144,-0.906,-0.7583168687912041,1.0,0,0.14768313120879595,-16.30056635858675
E01000145,-1.5,-1.0587729165098196,1.0,0,0.44122708349018036,-29.415138899345354
E01000146,-1.542,-0.7642075800932984,1.0,0,0.7777924199067017,-50.44049415737365
E01000147,-1.99,-1.0928278689090305,1.0,0,0.8971721310909695,-45.08402668798841
E01000148,-0.042,0.03437619276212241,0.75,1,0.0763761927621224,-181.84807800505334
E01000150,-1.385,-0.7883914596854207,1.0,0,0.5966085403145793,-43.07642890357973
E01000151,-0.203,0.37893075919378466,1.0,0,0.5819307591937847,-286.6653986176279
E01000152,-0.552,-0.3012213677306943,1.0,0,0.25077863226930575,-45.43091164299017
E01000153,-0.047,0.29814004408539074,1.0,0,0.34514004408539073,-734.3405193306186
E01000154,0.007,0.19530324135426477,1.0,0,0.18830324135426477,2690.046305060925
E01000155,-1.303,-0.56329493787034,0.75,1,0.7397050621296599,-56.769383125837294
E01000156,-0.991,-0.8158806840613164,1.0,0,0.17511931593868357,-17.670970326809645
E01000157,-1.084,-0.5947313253967037,1.0,0,0.48926867460329637,-45.13548658701996
E01000158,-0.598,-0.4386777986616339,1.0,0,0.15932220133836605,-26.642508585011047
E01000159,-1.287,-0.8408321580823821,1.0,0,0.4461678419176178,-34.66727598427489
E01000160,-1.028,-0.7814757514625428,1.0,0,0.24652424853745725,-23.98095802893553
E01000161,-0.524,-0.1818990460919947,1.0,0,0.3421009539080053,-65.2864415854972
E01000162,-0.479,-0.429379411035534,1.0,0,0.04962058896446597,-10.359204376715235
E01000163,0.036,0.29431010806827573,1.0,0,0.25831010806827576,717.5280779674326
E01000164,-0.666,-0.09975004644124827,1.0,0,0.5662499535587517,-85.02251554936211
E01000165,-1.29,-0.9946473408024747,1.0,0,0.2953526591975253,-22.895554976552347
E01000166,-0.922,-0.7152554809691031,1.0,0,0.20674451903089697,-22.423483625910734
E01000167,0.166,0.14577712925683378,1.0,0,-0.020222870743166227,-12.182452254919413
E01000168,-1.486,-1.3244543050154591,1.0,0,0.16154569498454086,-10.871177320628592
E01000169,-1.209,-0.8458462614526696,1.0,0,0.36315373854733046,-30.037530070085232
E01000170,-0.625,-0.38077067018459654,1.0,0,0.24422932981540346,-39.076692770464554
E01000171,-0.164,-0.06777258106269834,1.0,0,0.09622741893730166,-58.67525544957419
E01000172,-1.613,-1.2102712412245475,1.0,0,0.40272875877545244,-24.967684982979073
E01000173,-1.13,-1.0164178640923742,1.0,0,0.11358213590762567,-10.051516452002273
E01000174,-0.672,-0.25038016378520067,1.0,0,0.42161983621479937,-62.741047055773706
E01000175,-1.45,-1.501718562078163,1.0,0,-0.051718562078163055,3.5667973847009002
E01000176,-0.459,0.05065073323459805,1.0,0,0.5096507332345981,-111.03501813389936
E01000177,-1.826,-1.402934829598284,1.0,0,0.4230651704017161,-23.16895785332509
E01000178,-1.31,-0.9684969467252389,1.0,0,0.34150305327476116,-26.068935364485586
E01000179,-0.712,-0.9417612607526376,1.0,0,-0.22976126075263759,32.26983999334797
E01000180,-1.044,-0.5728385952612218,1.0,0,0.4711614047387782,-45.13040275275653
E01000181,-1.634,-1.4863361040071181,1.0,0,0.14766389599288177,-9.036958139099251
E01000182,-1.738,-1.4066351446101488,1.0,0,0.33136485538985117,-19.06587200171756
E01000183,-0.676,-0.95785240632142,1.0,0,-0.28185240632141995,41.69414294695561
E01000184,-0.186,0.05039606156942425,1.0,0,0.23639606156942425,-127.09465675775498
E01000185,-0.208,0.024855926192064063,1.0,0,0.23285592619206405,-111.94996451541542
E01000186,-1.988,-1.5077711802332607,1.0,0,0.48022881976673926,-24.15637926392049
E01000187,-0.599,-0.6034147475764,1.0,0,-0.0044147475764000355,0.7370196287813081
E01000188,-2.011,-1.3995540928613945,1.0,0,0.6114459071386056,-30.405067485758604
E01000189,-0.871,-0.11017030411827564,1.0,0,0.7608296958817243,-87.35128540547926
E01000190,-1.301,-1.0454480164494928,1.0,0,0.2555519835505071,-19.64273509227572
E01000191,-1.605,-1.3573857831404244,1.0,0,0.24761421685957563,-15.42767706290191
E01000192,-1.035,-0.8725916749291707,1.0,0,0.16240832507082925,-15.69162561070814
E01000193,-1.393,-0.8429606794036202,1.0,0,0.5500393205963798,-39.4859526630567
E01000194,-1.007,-0.6534369963632001,1.0,0,0.3535630036367998,-35.1105266769414
E01000195,-0.58,-0.011676835896720804,1.0,0,0.5683231641032792,-97.98675243159987
E01000196,-1.183,-0.8184244032346959,1.0,0,0.36457559676530416,-30.817886455224357
E01000197,-1.585,-1.0851700245091092,1.0,0,0.4998299754908908,-31.535014226554622
E01000198,-1.852,-1.3293201498055887,1.0,0,0.5226798501944114,-28.222454114169082
E01000199,-2.149,-1.6243826847309317,1.0,0,0.5246173152690683,-24.412159854307507
E01000200,-1.812,-1.3638022504188168,1.0,0,0.4481977495811833,-24.734975142449407
E01000201,-1.855,-1.9591754770119123,1.0,0,-0.10417547701191232,5.615928679887457
E01000202,-1.941,-1.604112761001156,1.0,0,0.336887238998844,-17.3563750128204
E01000203,-1.173,-0.7360033655347491,1.0,0,0.43699663446525094,-37.25461504392591
E01000204,-1.795,-1.2628003750973988,1.0,0,0.5321996249026011,-29.64900417284686
E01000205,-1.993,-1.7942912549077492,1.0,0,0.1987087450922509,-9.970333421588103
E01000206,-2.703,-1.9526250053610288,1.0,0,0.7503749946389711,-27.760821111319686
E01000207,-2.053,-1.8131575368439425,1.0,0,0.2398424631560574,-11.682535954995489
E01000208,-2.453,-1.9200325412922252,1.0,0,0.5329674587077746,-21.727169127915804
E01000209,-1.562,-1.6646702204279158,1.0,0,-0.10267022042791574,6.572997466575911
E01000210,-1.85,-1.7194065444300284,1.0,0,0.1305934555699717,-7.0591057064849565
E01000211,-0.835,-0.6702879541875411,1.0,0,0.1647120458124589,-19.725993510474122
E01000212,-1.669,-1.535493349763085,1.0,0,0.1335066502369151,-7.999200134027268
E01000213,-2.218,-1.8290115211906075,1.0,0,0.38898847880939247,-17.53780337283104
E01000214,-2.082,-1.6291745717883468,1.0,0,0.45282542821165306,-21.749540259925702
E01000215,-0.575,-0.6581815598494372,1.0,0,-0.0831815598494372,14.466358234684732
E01000216,-1.305,-0.9032745343865494,1.0,0,0.40172546561345057,-30.783560583406175
E01000217,-1.212,-1.0545807975622266,1.0,0,0.1574192024377734,-12.988383039420247
E01000218,-0.755,-0.584125815259399,1.0,0,0.170874184740601,-22.632342349748477
E01000219,-0.764,-0.47876261368963424,1.0,0,0.28523738631036577,-37.33473642805834
E01000220,-0.48,-0.18710541710720846,1.0,0,0.2928945828927915,-61.01970476933157
E01000221,0.346,0.37839036201011556,1.0,0,0.03239036201011558,9.361376303501613
E01000222,-0.287,-0.2853177422201194,1.0,0,0.0016822577798805693,-0.5861525365437524
E01000223,-0.005,0.08614957119779301,1.0,0,0.09114957119779302,-1822.9914239558602
E01000224,-0.928,-0.6176689448845112,1.0,0,0.31033105511548886,-33.44084645641043
E01000225,-1.052,-0.9110764529484197,1.0,0,0.1409235470515804,-13.395774434560872
E01000226,0.373,0.2516431657566716,1.0,0,-0.12135683424332838,-32.53534430116042
E01000227,-1.687,-1.1579041420717797,1.0,0,0.5290958579282203,-31.363121394678146
E01000228,-1.232,-1.0608480087966043,1.0,0,0.17115199120339564,-13.892207078197698
E01000229,-0.868,-0.2605978862560824,1.0,0,0.6074021137439176,-69.97720204423014
E01000230,-1.463,-0.9881668150428756,1.0,0,0.47483318495712445,-32.45613020896271
E01000231,-1.112,-0.7860956995826637,1.0,0,0.3259043004173364,-29.307940685012262
E01000232,-0.843,-0.570121478571436,1.0,0,0.27287852142856395,-32.369931367563936
E01000233,-1.829,-1.263461118727061,1.0,0,0.5655388812729389,-30.920660539799833
E01000234,-1.185,-0.9660259789177421,1.0,0,0.21897402108225794,-18.47882034449434
E01000235,-0.622,-0.21432226266955098,1.0,0,0.407677737330449,-65.5430445868889
E01000236,-1.135,-0.7817318721834475,1.0,0,0.3532681278165525,-31.12494518207511
E01000237,-1.722,-1.1196367923959236,1.0,0,0.6023632076040764,-34.98044178885461
E01000238,-1.429,-0.7638678262527587,1.0,0,0.6651321737472413,-46.545288575734176
E01000239,-0.872,-0.4750690410381634,1.0,0,0.3969309589618366,-45.519605385531726
E01000240,-1.108,-0.5569010627589465,1.0,0,0.5510989372410536,-49.73817123114202
E01000241,-1.771,-1.2373129686755762,1.0,0,0.5336870313244237,-30.13478437743782
E01000242,-0.959,-0.8515980646888849,1.0,0,0.10740193531111508,-11.199367602827433
E01000243,-0.996,-0.6255562273259823,1.0,0,0.37044377267401774,-37.19314986686925
E01000244,-1.024,-0.6305076978581553,1.0,0,0.3934923021418447,-38.42698263103952
E01000245,-0.366,-0.013390601506156102,1.0,0,0.3526093984938439,-96.34136570870051
E01000246,-1.472,-1.3248825944114984,1.0,0,0.14711740558850162,-9.994388966610165
E01000247,-1.249,-0.8109304412554079,1.0,0,0.4380695587445922,-35.07362359844613
E01000248,-1.413,-0.9780750536083409,1.0,0,0.43492494639165913,-30.78025098313228
E01000249,-1.947,-1.5683617858377765,1.0,0,0.37863821416222354,-19.447263182445994
E01000250,-1.451,-0.9447695038997193,1.0,0,0.5062304961002808,-34.888387050329484
E01000251,-0.578,-0.06882111951939016,1.0,0,0.5091788804806098,-88.09323191706052
E01000252,-1.04,-0.6138761373411091,1.0,0,0.4261238626588909,-40.97344833258566
E01000253,-0.861,-1.3349329752722108,1.0,0,-0.4739329752722108,55.0444802871325
E01000254,-1.332,-1.5422622964582904,1.0,0,-0.2102622964582903,15.785457692063835
E01000255,-1.007,-0.4176500547175128,1.0,0,0.5893499452824871,-58.52531730709902
E01000256,-1.523,-1.255432075048974,1.0,0,0.2675679249510259,-17.568478329023367
E01000257,-0.383,-0.08089920485352506,1.0,0,0.3021007951464749,-78.87749220534593
E01000258,-1.215,-1.2315047861584993,1.0,0,-0.016504786158499263,1.358418613868252
E01000259,-1.594,-0.9949857739648859,1.0,0,0.5990142260351142,-37.57931154549022
E01000260,-0.992,-0.6781974022221557,1.0,0,0.31380259777784425,-31.63332638889559
E01000261,-1.964,-1.649548887822795,1.0,0,0.3144511121772049,-16.010749092525707
E01000262,-1.535,-1.0189743113414877,0.75,1,0.5160256886585122,-33.61730870739493
E01000263,-2.094,-1.9540986743043827,1.0,0,0.1399013256956172,-6.681056623477422
E01000264,-1.209,-0.767933872548306,1.0,0,0.44106612745169405,-36.48189639798958
E01000265,-0.774,-0.4279262708071718,1.0,0,0.3460737291928282,-44.712368112768495
E01000266,-1.594,-1.4223512252917148,1.0,0,0.17164877470828532,-10.76843003188741
E01000267,-1.07,-1.2098334268276365,1.0,0,-0.13983342682763644,13.068544563330509
E01000268,-1.026,-0.5082632685078726,1.0,0,0.5177367314921274,-50.461669736074796
E01000269,-1.522,-1.1154968583970142,1.0,0,0.40650314160298584,-26.708484993625877
E01000270,-1.613,-1.0775632501450936,1.0,0,0.5354367498549064,-33.19508678579705
E01000271,-1.838,-1.4594675522990128,1.0,0,0.37853244770098726,-20.59480128949876
E01000272,-1.587,-1.5693824867968704,1.0,0,0.017617513203129542,-1.1101142535053272
E01000273,-0.964,-0.5727555641586279,1.0,0,0.39124443584137203,-40.585522390183826
E01000274,-0.901,-0.5108012276859462,1.0,0,0.39019877231405387,-43.30729992386836
E01000275,-0.996,-0.8804437040990429,1.0,0,0.11555629590095706,-11.602037741059945
E01000276,-2.082,-1.8986940216804187,1.0,0,0.18330597831958118,-8.804321725244053
E01000277,-0.769,-0.35126931023361296,1.0,0,0.41773068976638705,-54.32128605544695
E01000278,-1.831,-1.8268943004394966,1.0,0,0.004105699560503329,-0.22423263574567606
E01000279,-2.378,-2.044932750536417,1.0,0,0.3330672494635829,-14.006192155743602
E01000280,-2.161,-1.9374261527899446,1.0,0,0.22357384721005547,-10.345851328554161
E01000281,-0.996,-0.6727012086768663,1.0,0,0.32329879132313366,-32.45971800433069
E01000282,-1.781,-1.4224056604750002,1.0,0,0.35859433952499975,-20.13443792953396
E01000283,-2.208,-1.8811392385377408,1.0,0,0.3268607614622594,-14.80347651550088
E01000284,-0.698,-0.5297090697798521,1.0,0,0.16829093022014785,-24.110448455608577
E01000285,-0.706,-0.4299638674100027,1.0,0,0.27603613258999726,-39.09860234985797
E01000286,-0.444,-0.08656302258296966,1.0,0,0.35743697741703034,-80.50382374257441
E01000287,-0.404,0.0030408590240451356,1.0,0,0.4070408590240452,-100.75268787723891
E01000288,-1.187,-0.7011558803741832,1.0,0,0.48584411962581686,-40.930422883388104
E01000289,-0.327,0.0978457910692954,1.0,0,0.42484579106929543,-129.92226026583958
E01000290,-0.714,-0.29722257475175934,1.0,0,0.41677742524824063,-58.37218841011774
E01000291,-0.267,0.05900439378300716,1.0,0,0.32600439378300716,-122.09902388876671
E01000292,-1.209,-0.8403931753586789,1.0,0,0.3686068246413212,-30.488571103500515
E01000293,-1.409,-1.4138962866881317,1.0,0,-0.00489628668813169,0.3475008295338318
E01000294,-0.295,-0.24810137585782005,1.0,0,0.046898624142179934,-15.897838692264385
E01000295,-1.255,-1.0557478887318437,1.0,0,0.19925211126815623,-15.876662252442728
E01000296,-1.184,-0.8578390365173728,1.0,0,0.32616096348262713,-27.547378672519187
E01000297,-1.322,-0.8787577385126217,1.0,0,0.44324226148737833,-33.52815896273664
E01000298,-1.449,-0.9092487616843999,1.0,0,0.5397512383156001,-37.24991292723258
E01000299,-0.639,-0.5922602670744441,1.0,0,0.04673973292555589,-7.314512194922674
E01000300,-0.681,-0.786481697394018,1.0,0,-0.10548169739401791,15.489236034363863
E01000301,-1.613,-1.4013651899620603,1.0,0,0.2116348100379397,-13.120570988092977
E01000302,-0.724,-0.30622329567193507,1.0,0,0.4177767043280649,-57.703964686196805
E01000303,-1.639,-1.4497363706841768,1.0,0,0.1892636293158232,-11.54750636460178
E01000304,-0.637,-0.6287735426793489,1.0,0,0.008226457320651082,-1.2914375699609233
E01000305,-0.648,-0.18480329233899495,1.0,0,0.46319670766100507,-71.48097340447609
E01000306,-0.947,-0.7735539828328704,1.0,0,0.1734460171671296,-18.315313322822554
E01000307,-1.017,-0.40097413158762973,1.0,0,0.6160258684123702,-60.572848418128835
E01000308,-0.535,-0.00828157783647527,1.0,0,0.5267184221635247,-98.45204152589247
E01000309,-1.603,-0.9579233852864604,1.0,0,0.6450766147135396,-40.24183497901058
E01000310,-0.751,-0.34099936295461686,1.0,0,0.41000063704538314,-54.593959659837964
E01000311,-1.843,-1.2358336882726435,1.0,0,0.6071663117273565,-32.944455329753474
E01000312,-0.25,0.05959571114130745,1.0,0,0.30959571114130746,-123.83828445652298
E01000313,-0.586,-0.5283477595558816,1.0,0,0.05765224044411832,-9.838266287392205
E01000314,-1.415,-1.2216760918250311,1.0,0,0.19332390817496892,-13.662467008831726
E01000315,-0.325,0.07044238659599054,1.0,0,0.39544238659599057,-121.67458049107402
E01000316,-1.038,-0.5792387382150977,1.0,0,0.4587612617849023,-44.19665335114666
E01000317,-1.149,-0.8173921271139679,1.0,0,0.3316078728860321,-28.860563349524117
E01000318,-1.163,-0.9497379835029589,1.0,0,0.21326201649704113,-18.3372327168565
E01000319,-1.324,-1.0976895012500032,1.0,0,0.22631049874999687,-17.09293797205414
E01000320,-1.78,-1.2001233840375023,1.0,0,0.5798766159624977,-32.57733797542122
E01000321,-1.081,-0.6748812081315295,1.0,0,0.40611879186847044,-37.56880590827664
E01000322,-1.241,-0.7231984913045626,1.0,0,0.5178015086954375,-41.724537364660556
E01000323,-0.482,-0.34436644900597496,1.0,0,0.13763355099402502,-28.554678629465773
E01000324,-0.569,-0.6044603932011317,1.0,0,-0.0354603932011317,6.232055044135625
E01000325,-1.385,-1.1150939678899532,1.0,0,0.2699060321100468,-19.48780015234995
