LSOA11CD,GeoBarriers_2019,GeoBarriers_2025_pred,confidence,boundary_changed,change,pct_change
E01000123,0.381,22.52046691194589,1.0,0,22.13946691194589,5810.883703922805
E01000124,-1.194,16.885783014666796,1.0,0,18.079783014666795,-1514.2196829704185
E01000125,-0.412,16.528010519411634,0.75,1,16.940010519411633,-4111.653038692144
E01000126,0.165,19.919232949766908,1.0,0,19.75423294976691,11972.262393798126
E01000127,-1.365,17.30977645486002,1.0,0,18.67477645486002,-1368.1154911985361
E01000128,-0.675,17.913308698201117,1.0,0,18.588308698201118,-2753.8235108446097
E01000129,-1.385,14.587191307573336,1.0,0,15.972191307573336,-1153.2268092110712
E01000130,-0.245,18.28566825061107,1.0,0,18.530668250611072,-7563.538061473907
E01000131,-0.107,17.337067509499484,1.0,0,17.444067509499483,-16302.866831307927
E01000132,-1.56,17.863910990520374,1.0,0,19.423910990520373,-1245.1224993923315
E01000133,-0.509,18.078974796391144,1.0,0,18.587974796391144,-3651.8614531220323
E01000134,-0.817,18.002550018592796,1.0,0,18.819550018592796,-2303.494494319804
E01000135,-0.465,15.961852385583185,1.0,0,16.426852385583185,-3532.6564270071367
E01000136,0.048,17.93543572515155,1.0,0,17.88743572515155,37265.49109406573
E01000137,-0.299,15.653118822566189,1.0,0,15.952118822566188,-5335.156796844879
E01000138,-0.283,18.061056814530993,1.0,0,18.344056814530994,-6481.998874392578
E01000139,-0.682,14.684233325571494,1.0,0,15.366233325571494,-2253.1133908462602
E01000140,-1.003,14.700557200401226,1.0,0,15.703557200401226,-1565.6587438086967
E01000141,-1.175,12.193784651294795,1.0,0,13.368784651294796,-1137.768906493174
E01000142,-0.679,15.371832800840139,1.0,0,16.050832800840137,-2363.89290144921
E01000143,-0.296,15.039742938380776,1.0,0,15.335742938380776,-5180.994235939452
E01000144,-0.871,13.126873280619243,1.0,0,13.997873280619244,-1607.1037061560555
E01000145,-0.482,16.08272825080221,1.0,0,16.564728250802208,-3436.6656121996284
E01000146,-1.446,13.479918411807127,1.0,0,14.925918411807126,-1032.2211903047805
E01000147,-0.925,18.28660380149138,1.0,0,19.211603801491382,-2076.930140701771
E01000148,-1.241,14.92005168457726,0.75,1,16.16105168457726,-1302.2604097161368
E01000150,-0.373,19.74042794203657,1.0,0,20.11342794203657,-5392.339930840903
E01000151,-0.234,18.39201817285368,1.0,0,18.62601817285368,-7959.836826005846
E01000152,-0.377,21.395399936308085,1.0,0,21.772399936308084,-5775.172396898696
E01000153,0.28,19.65116993337123,1.0,0,19.371169933371228,6918.274976204009
E01000154,-0.399,17.49273947914287,1.0,0,17.89173947914287,-4484.145232867887
E01000155,-0.694,16.32993897050776,0.75,1,17.02393897050776,-2453.0171427244613
E01000156,-1.052,15.655082911258255,1.0,0,16.707082911258254,-1588.1257520207464
E01000157,-0.928,17.06041830151754,1.0,0,17.98841830151754,-1938.4071445600796
E01000158,-0.604,17.82416529444909,1.0,0,18.42816529444909,-3051.020744114088
E01000159,0.207,20.60089103385811,1.0,0,20.39389103385811,9852.121272395223
E01000160,-0.208,16.762373852642707,1.0,0,16.970373852642705,-8158.833583001301
E01000161,-0.583,16.09215285637172,1.0,0,16.675152856371717,-2860.2320508356293
E01000162,-0.992,18.275840591212763,1.0,0,19.267840591212764,-1942.3226402432222
E01000163,0.087,18.227492553542106,1.0,0,18.140492553542106,20851.14086614035
E01000164,-0.122,17.981534093543722,1.0,0,18.103534093543722,-14838.962371757149
E01000165,0.268,18.999138239205966,1.0,0,18.731138239205965,6989.230686270882
E01000166,0.149,28.197698389788513,1.0,0,28.048698389788512,18824.629791804375
E01000167,0.106,25.557234201424862,1.0,0,25.45123420142486,24010.598303231
E01000168,0.055,23.3410911608304,1.0,0,23.2860911608304,42338.34756514618
E01000169,-0.293,22.079737875394137,1.0,0,22.372737875394137,-7635.746715151583
E01000170,-1.01,20.55131116083308,1.0,0,21.561311160833082,-2134.7832832508
E01000171,-0.992,18.138620655485816,1.0,0,19.130620655485817,-1928.489985432038
E01000172,0.176,24.525488223546557,1.0,0,24.349488223546558,13834.936490651455
E01000173,-0.507,21.867289335244383,1.0,0,22.374289335244384,-4413.074819574829
E01000174,-0.599,20.258136208251663,1.0,0,20.857136208251664,-3481.9926891905952
E01000175,-0.146,21.601385794186523,1.0,0,21.747385794186524,-14895.469722045566
E01000176,0.006,18.03261767408887,1.0,0,18.026617674088868,300443.6279014811
E01000177,-0.471,14.80843861266093,1.0,0,15.27943861266093,-3244.0421682931915
E01000178,-0.712,15.896196616069265,1.0,0,16.608196616069264,-2332.6118842793912
E01000179,-0.317,16.70460442943314,1.0,0,17.02160442943314,-5369.591302660297
E01000180,-0.123,15.056795646238808,1.0,0,15.179795646238807,-12341.297273364884
E01000181,-1.392,14.168552734240876,1.0,0,15.560552734240876,-1117.8557998736262
E01000182,-0.989,13.261143663095488,1.0,0,14.25014366309549,-1440.863868867087
E01000183,0.242,17.611793289448958,1.0,0,17.369793289448957,7177.600532830148
E01000184,0.37,19.989121281555605,1.0,0,19.619121281555604,5302.465211231244
E01000185,-0.525,15.571351717714847,1.0,0,16.096351717714846,-3065.971755755209
E01000186,-0.299,22.944419863602,1.0,0,23.243419863602,-7773.71901792709
E01000187,-0.746,24.117618972034137,1.0,0,24.863618972034136,-3332.924795178839
E01000188,-0.189,29.442249712375194,1.0,0,29.631249712375194,-15677.909900727615
E01000189,-1.068,20.212355182712678,1.0,0,21.28035518271268,-1992.5426201041832
E01000190,0.05,22.008577925370965,1.0,0,21.958577925370964,43917.155850741925
E01000191,-0.129,21.7787125237735,1.0,0,21.9077125237735,-16982.722886646126
E01000192,-1.716,17.249731734994434,1.0,0,18.965731734994435,-1105.2291220859229
E01000193,-0.472,18.16864056712603,1.0,0,18.64064056712603,-3949.2882557470407
E01000194,-0.533,16.494110343759406,1.0,0,17.027110343759407,-3194.579801831033
E01000195,-0.108,25.124304083584875,1.0,0,25.232304083584875,-23363.24452183785
E01000196,-1.64,13.990706226250762,1.0,0,15.630706226250762,-953.0918430640709
E01000197,-0.894,14.71024461336988,1.0,0,15.60424461336988,-1745.4412319205683
E01000198,0.574,23.36754107662364,1.0,0,22.79354107662364,3971.0001875650946
E01000199,0.209,21.33164057376807,1.0,0,21.12264057376807,10106.526590319652
E01000200,-0.416,16.32346610303118,1.0,0,16.73946610303118,-4023.9101209209566
E01000201,-0.3,19.46368666089689,1.0,0,19.76368666089689,-6587.8955536322965
E01000202,-0.268,16.752471159013094,1.0,0,17.020471159013095,-6350.922074258618
E01000203,0.219,18.02496235982906,1.0,0,17.80596235982906,8130.576420013269
E01000204,-0.933,16.939524331470817,1.0,0,17.872524331470817,-1915.5974631801519
E01000205,0.031,20.293161899843156,1.0,0,20.262161899843157,65361.812580139216
E01000206,1.022,28.29838470198996,1.0,0,27.27638470198996,2668.922182190798
E01000207,-0.266,21.320908137214612,1.0,0,21.586908137214614,-8115.378998952862
E01000208,0.148,18.289235891915666,1.0,0,18.141235891915667,12257.591818861938
E01000209,-0.318,18.453336374420928,1.0,0,18.77133637442093,-5902.935966799035
E01000210,-0.822,18.37291979662582,1.0,0,19.19491979662582,-2335.1483937501
E01000211,-0.748,14.722743794280493,1.0,0,15.470743794280493,-2068.281255919852
E01000212,-0.099,17.915955804290856,1.0,0,18.014955804290857,-18196.92505483925
E01000213,0.452,26.442306719571768,1.0,0,25.990306719571766,5750.067858312338
E01000214,0.386,17.5391326724674,1.0,0,17.1531326724674,4443.816754525233
E01000215,-0.22,16.18409231937868,1.0,0,16.40409231937868,-7456.405599717582
E01000216,-0.491,15.658208663019527,1.0,0,16.14920866301953,-3289.044534219863
E01000217,-0.547,16.865638150658416,1.0,0,17.412638150658417,-3183.2976509430378
E01000218,-0.589,14.090148102181008,1.0,0,14.679148102181008,-2492.2152974840424
E01000219,-0.557,14.86758690753828,1.0,0,15.42458690753828,-2769.225656649601
E01000220,-0.994,14.933686367616767,1.0,0,15.927686367616767,-1602.382934367884
E01000221,0.659,17.84620480238889,1.0,0,17.18720480238889,2608.0735663716073
E01000222,-0.02,19.3050717120633,1.0,0,19.3250717120633,-96625.35856031648
E01000223,-0.019,19.156675697918732,1.0,0,19.17567569791873,-100924.60893641437
E01000224,-0.641,18.155136183381998,1.0,0,18.796136183381996,-2932.3145371890787
E01000225,-0.007,18.99185457760312,1.0,0,18.998854577603122,-271412.20825147314
E01000226,-0.561,18.615267469802042,1.0,0,19.176267469802042,-3418.229495508385
E01000227,0.004,20.80400335209851,1.0,0,20.800003352098507,520000.0838024627
E01000228,0.225,30.898288161100112,1.0,0,30.67328816110011,13632.572516044493
E01000229,0.462,23.481641687318998,1.0,0,23.019641687318998,4982.606425826623
E01000230,-0.718,21.35054708785674,1.0,0,22.06854708785674,-3073.613800537151
E01000231,0.84,25.859352066473157,1.0,0,25.019352066473157,2978.494293627757
E01000232,-0.288,20.730931102695575,1.0,0,21.018931102695575,-7298.239966213741
E01000233,-1.04,19.42309227912739,1.0,0,20.463092279127387,-1967.6050268391718
E01000234,-0.906,18.742598295260997,1.0,0,19.648598295260996,-2168.719458638079
E01000235,-1.411,17.740251505016502,1.0,0,19.151251505016504,-1357.282176117399
E01000236,-0.821,16.92920185272995,1.0,0,17.75020185272995,-2162.0221501498113
E01000237,-0.911,14.471718324388378,1.0,0,15.382718324388378,-1688.5530542687573
E01000238,-0.586,16.68715908318015,1.0,0,17.273159083180147,-2947.638068802073
E01000239,0.672,19.452869904855138,1.0,0,18.780869904855138,2794.7723072701096
E01000240,0.785,22.923900668207246,1.0,0,22.138900668207246,2820.2421233385026
E01000241,0.152,19.79731736226728,1.0,0,19.645317362267278,12924.550896228473
E01000242,0.556,19.647171747514363,1.0,0,19.091171747514363,3433.6639833658924
E01000243,-1.447,13.41906251296145,1.0,0,14.866062512961449,-1027.3712863138526
E01000244,-1.123,14.713140086851912,1.0,0,15.83614008685191,-1410.1638545727435
E01000245,-1.421,13.069480892229567,1.0,0,14.490480892229566,-1019.7382753152403
E01000246,0.563,26.00087609846898,1.0,0,25.43787609846898,4518.272841646355
E01000247,-0.07,22.257787445653683,1.0,0,22.327787445653684,-31896.83920807669
E01000248,-1.086,21.48686362064805,1.0,0,22.57286362064805,-2078.532561753964
E01000249,0.056,28.44995668975512,1.0,0,28.393956689755118,50703.49408884843
E01000250,-0.29,19.706127007369858,1.0,0,19.996127007369857,-6895.216209437883
E01000251,-1.12,17.38731693264319,1.0,0,18.507316932643192,-1652.4390118431422
E01000252,0.061,20.751267146676927,1.0,0,20.690267146676927,33918.47073225726
E01000253,1.089,38.03118857793601,1.0,0,36.94218857793601,3392.3038179922873
E01000254,0.353,29.298781577431626,1.0,0,28.945781577431624,8199.938123918308
E01000255,-0.541,28.11058989209638,1.0,0,28.651589892096382,-5296.042493918
E01000256,0.411,25.856390581353637,1.0,0,25.445390581353635,6191.092598869498
E01000257,-0.606,19.645111863817426,1.0,0,20.251111863817428,-3341.767634293305
E01000258,-0.583,21.185432339918318,1.0,0,21.768432339918316,-3733.8648953547718
E01000259,-0.136,23.86064991927346,1.0,0,23.99664991927346,-17644.595528877544
E01000260,0.76,24.185694708252363,1.0,0,23.42569470825236,3082.328251085837
E01000261,0.739,30.600968045733012,1.0,0,29.86196804573301,4040.8617111952653
E01000262,0.275,25.280665176828236,0.75,1,25.005665176828238,9092.969155210269
E01000263,0.562,28.235872431377146,1.0,0,27.673872431377145,4924.176589213014
E01000264,-0.745,19.750278335308163,1.0,0,20.495278335308164,-2751.0440718534446
E01000265,-0.682,21.537121458842297,1.0,0,22.219121458842295,-3257.9356977774623
E01000266,0.13,22.107124802863634,1.0,0,21.977124802863635,16905.48061758741
E01000267,0.488,23.543058393076244,1.0,0,23.055058393076244,4724.397211695951
E01000268,-0.777,18.25779733064253,1.0,0,19.03479733064253,-2449.7808662345597
E01000269,0.365,23.639019893773423,1.0,0,23.274019893773424,6376.443806513267
E01000270,0.036,19.75438951879815,1.0,0,19.718389518798148,54773.30421888375
E01000271,0.443,23.016291245939225,1.0,0,22.573291245939224,5095.551071318108
E01000272,0.09,22.866722396066212,1.0,0,22.776722396066212,25307.46932896246
E01000273,-0.849,18.360633398883827,1.0,0,19.209633398883827,-2262.6187748979773
E01000274,-0.929,20.55188869648878,1.0,0,21.48088869648878,-2312.2592784164453
E01000275,0.505,20.39246191940367,1.0,0,19.88746191940367,3938.1112711690434
E01000276,0.391,26.91771536203106,1.0,0,26.526715362031062,6784.326179547586
E01000277,-0.052,16.076982771936375,1.0,0,16.128982771936375,-31017.274561416107
E01000278,0.474,25.373655465479303,1.0,0,24.899655465479302,5253.091870354284
E01000279,1.187,37.38371107360619,1.0,0,36.196711073606195,3049.428060118466
E01000280,0.231,26.530947788264783,1.0,0,26.29994778826478,11385.258782798606
E01000281,-0.685,18.46359931267722,1.0,0,19.14859931267722,-2795.4159580550686
E01000282,-0.03,20.499779657873816,1.0,0,20.529779657873817,-68432.5988595794
E01000283,0.484,27.794846441719393,1.0,0,27.31084644171939,5642.736868123841
E01000284,-0.541,17.04670410525455,1.0,0,17.58770410525455,-3250.961941821543
E01000285,-0.215,24.621554552386684,1.0,0,24.836554552386684,-11551.885838319387
E01000286,-0.399,26.612719039562144,1.0,0,27.011719039562145,-6769.854395880237
E01000287,-0.486,28.595533462040418,1.0,0,29.08153346204042,-5983.854621819017
E01000288,-0.143,24.504835120918468,1.0,0,24.64783512091847,-17236.24833630662
E01000289,0.203,26.677977774397636,1.0,0,26.474977774397637,13041.860972609671
E01000290,0.755,34.33956048623391,1.0,0,33.584560486233904,4448.286157117073
E01000291,-0.098,25.28785925562761,1.0,0,25.385859255627608,-25903.938015946536
E01000292,-0.648,20.008129417819493,1.0,0,20.656129417819493,-3187.6742928733784
E01000293,-0.708,19.27287933119607,1.0,0,19.980879331196068,-2822.158097626563
E01000294,-0.241,21.881151225061295,1.0,0,22.122151225061295,-9179.315861021283
E01000295,-0.412,14.450582927494018,1.0,0,14.862582927494019,-3607.4230406538886
E01000296,-0.341,14.449541876994598,1.0,0,14.790541876994597,-4337.40230996909
E01000297,-1.101,16.48645470248326,1.0,0,17.58745470248326,-1597.4073299258184
E01000298,-0.674,14.50940213947269,1.0,0,15.18340213947269,-2252.730287755592
E01000299,-0.998,12.86730063941178,1.0,0,13.86530063941178,-1389.3086813037855
E01000300,-0.347,16.315007776736103,1.0,0,16.662007776736104,-4801.731347762567
E01000301,-0.314,18.20527771353206,1.0,0,18.51927771353206,-5897.859144436961
E01000302,-0.823,13.67474914516518,1.0,0,14.49774914516518,-1761.5734076749916
E01000303,0.314,21.025572459220076,1.0,0,20.711572459220076,6596.042184464992
E01000304,0.461,19.710521530599785,1.0,0,19.249521530599786,4175.601199696266
E01000305,-0.639,17.33828250649852,1.0,0,17.97728250649852,-2813.346245148438
E01000306,-1.308,15.862123133146568,1.0,0,17.170123133146568,-1312.7005453475967
E01000307,-0.28,18.5701976081129,1.0,0,18.8501976081129,-6732.213431468893
E01000308,-0.39,17.596534392066758,1.0,0,17.98653439206676,-4611.931895401733
E01000309,-0.089,16.657412775723778,1.0,0,16.746412775723776,-18816.194130026717
E01000310,-0.008,16.051379261633485,1.0,0,16.059379261633485,-200742.24077041855
E01000311,0.034,18.761399562508867,1.0,0,18.727399562508868,55080.58694855549
E01000312,-0.238,20.24438362401414,1.0,0,20.48238362401414,-8606.043539501741
E01000313,-1.055,15.241388087491499,1.0,0,16.2963880874915,-1544.6813353072514
E01000314,-1.44,14.824479353257747,1.0,0,16.264479353257748,-1129.4777328651214
E01000315,-0.475,19.818206419167456,1.0,0,20.293206419167458,-4272.253982982623
E01000316,-0.009,18.72593830232752,1.0,0,18.73493830232752,-208165.98113697246
E01000317,-0.474,15.036385603603502,1.0,0,15.510385603603503,-3272.2332497053803
E01000318,-0.344,18.28042437070107,1.0,0,18.62442437070107,-5414.076851947986
E01000319,-0.427,18.085662852394233,1.0,0,18.512662852394232,-4335.518232410827
E01000320,0.034,19.037827778952053,1.0,0,19.003827778952054,55893.61111456486
E01000321,-0.946,14.8289131279052,1.0,0,15.774913127905199,-1667.5383856136575
E01000322,-0.33,16.304584575212843,1.0,0,16.63458457521284,-5040.783204609952
E01000323,-0.75,13.421177247522035,1.0,0,14.171177247522035,-1889.4902996696046
E01000324,-0.58,18.833546677180195,1.0,0,19.413546677180193,-3347.1632202034816
E01000325,-0.019,25.18035244596998,1.0,0,25.19935244596998,-132628.17076826305
E01000326,0.64,30.576242032234106,1.0,0,29.936242032234105,4677.537817536579
E01000327,-0.156,23.663377062915764,1.0,0,23.819377062915763,-15268.831450587028
E01000328,-0.195,26.597879873206825,1.0,0,26.792879873206825,-13739.93839651632
E01000329,0.042,25.662231462751283,1.0,0,25.62023146275128,61000.55110178876
E01000330,-0.299,22.870223436440185,1.0,0,23.169223436440184,-7748.904159344544
E01000331,0.577,29.7359670936086,1.0,0,29.158967093608602,5053.547156604611
E01000332,-0.474,24.337096370312018,1.0,0,24.81109637031202,-5234.408516943465
E01000333,-1.012,23.514812585910885,1.0,0,24.526812585910886,-2423.5980816117476
E01000334,0.113,25.676487732752094,1.0,0,25.563487732752094,22622.555515709813
E01000335,1.132,25.05465604924727,1.0,0,23.92265604924727,2113.3088382727274
E01000336,-0.224,22.883507776370255,1.0,0,23.107507776370255,-10315.85168587958
E01000337,-0.221,24.491506144981237,1.0,0,24.712506144981237,-11182.129477367076
E01000338,-0.422,23.718292466351443,1.0,0,24.140292466351443,-5720.448451742049
E01000339,-0.874,26.288160308387223,1.0,0,27.16216030838722,-3107.798662286867
E01000340,0.255,27.069545532669615,1.0,0,26.814545532669616,10515.5080520273
