LSOA11CD,WiderBarriers_2019,WiderBarriers_2025_pred,confidence,boundary_changed,change,pct_change
E01000258,2.315,3.5631088192153575,1.0,0,1.2481088192153575,53.91398787107376
E01000259,3.237,5.125894552007041,1.0,0,1.8888945520070406,58.3532453508508
E01000260,3.746,5.769551268391493,1.0,0,2.023551268391493,54.018987410344174
E01000261,1.717,2.198553665180249,1.0,0,0.481553665180249,28.046223947597493
E01000262,3.078,4.708903775909285,0.75,1,1.6309037759092848,52.98582767736468
E01000263,0.578,1.5264343699208203,1.0,0,0.9484343699208203,164.08899133578208
E01000264,4.096,4.93389885826609,1.0,0,0.8378988582660902,20.45651509438697
E01000265,3.709,4.925521334983144,1.0,0,1.216521334983144,32.799173226830526
E01000266,0.985,1.0102933933292748,1.0,0,0.025293393329274827,2.5678571907893226
E01000267,2.095,2.1919471422265877,1.0,0,0.09694714222658751,4.627548554968377
E01000268,3.13,4.338296797542107,1.0,0,1.2082967975421068,38.60373155086604
E01000269,1.354,1.0764420097506282,1.0,0,-0.2775579902493719,-20.499113016940317
E01000270,2.083,2.5649728786656723,1.0,0,0.48197287866567207,23.13840032000346
E01000271,1.469,0.9419767205093196,1.0,0,-0.5270232794906805,-35.876329441162724
E01000272,1.021,0.644431996969141,1.0,0,-0.3765680030308589,-36.882272578928394
E01000273,3.358,3.3746076658278517,1.0,0,0.01660766582785156,0.49457015568348894
E01000274,3.295,4.050135547712831,1.0,0,0.7551355477128308,22.917619050465277
E01000275,2.731,3.044970890993637,1.0,0,0.31397089099363695,11.496554045903954
E01000276,0.853,-0.44539513507511086,1.0,0,-1.2983951350751108,-152.21513893025917
E01000277,4.075,4.8146256388151,1.0,0,0.7396256388150997,18.15032242491042
E01000278,1.199,0.19194236185562688,1.0,0,-1.0070576381443732,-83.99146273097357
E01000279,0.345,0.5570602120081246,1.0,0,0.21206021200812464,61.466728118297006
E01000280,0.349,-0.4951783483268872,1.0,0,-0.8441783483268872,-241.8849135607127
E01000281,3.3,3.370102423958041,1.0,0,0.070102423958041,2.1243158775163944
E01000282,1.791,1.7252069917692756,1.0,0,-0.06579300823072431,-3.6735347979187223
E01000283,0.949,-0.1611676693115544,1.0,0,-1.1101676693115543,-116.9828945533777
E01000284,3.265,4.312411100236744,1.0,0,1.047411100236744,32.07997244216674
E01000285,2.804,3.480153213866129,1.0,0,0.676153213866129,24.113880665696474
E01000286,3.87,3.7767912238246906,1.0,0,-0.09320877617530954,-2.408495508405931
E01000287,3.777,3.8897710006792057,1.0,0,0.11277100067920554,2.985729432862206
E01000288,2.811,2.8050528824764833,1.0,0,-0.005947117523516621,-0.21156590265089367
E01000289,5.584,5.224173325216032,1.0,0,-0.35982667478396735,-6.443887442406292
E01000290,2.173,2.622497175825252,1.0,0,0.44949717582525217,20.68555802233098
E01000291,4.497,4.985909422319901,1.0,0,0.4889094223199013,10.871901763840368
E01000292,2.123,2.3139644614168238,1.0,0,0.19096446141682355,8.995028799661966
E01000293,1.851,2.075065645766915,1.0,0,0.224065645766915,12.105113223496218
E01000294,2.421,3.065764558899492,1.0,0,0.6447645588994924,26.632158566687007
E01000295,2.877,3.501249107832153,1.0,0,0.6242491078321533,21.697918242341096
E01000296,3.318,4.334269298430405,1.0,0,1.0162692984304047,30.62897222514782
E01000297,3.211,4.147447144499789,1.0,0,0.9364471444997888,29.16372296791619
E01000298,3.335,4.311413410696455,1.0,0,0.9764134106964546,29.277763439174052
E01000299,3.571,5.12410192485658,1.0,0,1.55310192485658,43.49207294473761
E01000300,3.178,3.659178237773956,1.0,0,0.48117823777395596,15.140913712207553
E01000301,1.889,1.8381036269504205,1.0,0,-0.0508963730495795,-2.6943553758379832
E01000302,3.781,4.8035126157700425,1.0,0,1.0225126157700424,27.043443950543306
E01000303,2.314,2.814283642334479,1.0,0,0.500283642334479,21.619863540815857
E01000304,2.877,3.786183330191183,1.0,0,0.9091833301911834,31.60178415680165
E01000305,5.871,6.748700135013389,1.0,0,0.8777001350133888,14.949755323001
E01000306,4.568,6.333154135253439,1.0,0,1.7651541352534394,38.641728004672494
E01000307,4.254,6.164924072148719,1.0,0,1.9109240721487195,44.92064109423412
E01000308,5.217,6.281601652070612,1.0,0,1.0646016520706123,20.4063954776809
E01000309,4.145,5.975820019696601,1.0,0,1.8308200196966018,44.1693611507021
E01000310,4.694,6.184081392983042,1.0,0,1.4900813929830417,31.74438417092121
E01000311,2.149,4.773563106535658,1.0,0,2.624563106535658,122.12950705144986
E01000312,6.815,6.87559859798626,1.0,0,0.06059859798625933,0.8891943945159109
E01000313,5.367,6.983624335555721,1.0,0,1.6166243355557208,30.12156391942837
E01000314,4.111,6.083427122610246,1.0,0,1.972427122610246,47.97925377305391
E01000315,4.38,5.316314430622879,1.0,0,0.936314430622879,21.3770417950429
E01000316,3.595,5.259324934070143,1.0,0,1.6643249340701431,46.29554754019869
E01000317,2.887,4.037220913511547,1.0,0,1.1502209135115469,39.84138945311904
E01000318,2.796,3.6931001130866363,1.0,0,0.8971001130866365,32.08512564687541
E01000319,2.597,3.143120490741815,1.0,0,0.5461204907418149,21.02889837280766
E01000320,2.44,3.1693252698092054,1.0,0,0.7293252698092054,29.890379910213337
E01000321,3.298,4.280945583528403,1.0,0,0.9829455835284033,29.804293011776938
E01000322,3.108,4.183015647655955,1.0,0,1.0750156476559547,34.58866305199339
E01000323,3.64,5.159668499723917,1.0,0,1.5196684997239172,41.74913460779992
E01000324,2.873,3.641144944769151,1.0,0,0.7681449447691509,26.7366844681222
E01000325,0.409,-1.103935035732968,1.0,0,-1.512935035732968,-369.91076668287735
E01000326,1.453,0.6135455462262839,1.0,0,-0.8394544537737162,-57.773878442788444
E01000327,0.985,-0.6713105263535841,1.0,0,-1.6563105263535842,-168.1533529292979
E01000328,1.331,0.06025999952494704,1.0,0,-1.2707400004750529,-95.47257704545852
E01000329,1.508,0.3002835409110658,1.0,0,-1.2077164590889342,-80.08729834807257
E01000330,2.434,1.4900643396792246,1.0,0,-0.9439356603207756,-38.781251451141145
E01000331,2.326,1.334063613667886,1.0,0,-0.991936386332114,-42.64558840636776
E01000332,1.836,1.092368506925393,1.0,0,-0.7436314930746071,-40.50280463369319
E01000333,3.013,3.3578282948397544,1.0,0,0.3448282948397545,11.44468286889328
E01000334,1.983,1.730590439488065,1.0,0,-0.2524095605119352,-12.728671735347211
E01000335,3.314,4.299691229543819,1.0,0,0.9856912295438187,29.74324772310859
E01000336,4.604,4.5252468494307365,1.0,0,-0.07875315056926357,-1.7105375883853948
E01000337,2.747,3.3270680851507013,1.0,0,0.5800680851507014,21.116421010218474
E01000338,3.108,2.8700014117269452,1.0,0,-0.23799858827305487,-7.6576122352977745
E01000339,1.561,0.45807966138100753,1.0,0,-1.1029203386189925,-70.65473021261964
E01000340,1.581,0.88256449464855,1.0,0,-0.6984355053514499,-44.17681880780835
E01000341,0.646,0.22908388893957898,1.0,0,-0.41691611106042104,-64.53809768737167
E01000342,1.792,1.0096770162632906,1.0,0,-0.7823229837367094,-43.656416503164586
