LSOA11CD,Barriers_2019,Barriers_2025_pred,confidence,boundary_changed,change,pct_change
E01004470,39.361,32.47269332221443,1.0,0,-6.888306677785565,-17.500334538719965
E01004471,40.118,34.595846196332204,1.0,0,-5.522153803667798,-13.764778412851584
E01004472,19.054,13.651953924593439,1.0,0,-5.40204607540656,-28.351244229067703
E01004473,21.314,15.382917567613593,1.0,0,-5.9310824323864075,-27.827167272151673
E01004474,26.394,18.4400928457101,1.0,0,-7.953907154289897,-30.13528511892816
E01004475,22.477,17.614035457582784,1.0,0,-4.862964542417217,-21.63529182015935
E01004476,26.452,17.3557576659787,1.0,0,-9.096242334021301,-34.3877299789101
E01004477,12.684,6.338190522221455,1.0,0,-6.345809477778544,-50.0300337257848
E01004478,10.609,8.689623297766788,1.0,0,-1.9193767022332118,-18.091966276116615
E01004479,25.939,11.405261420506545,1.0,0,-14.533738579493455,-56.030450593675376
E01004480,15.81,13.455220545341668,1.0,0,-2.354779454658333,-14.894240699926204
E01004481,23.986,17.11592945415356,1.0,0,-6.870070545846442,-28.64200177539582
E01004482,25.072,17.306780787315997,1.0,0,-7.765219212684002,-30.97167841689535
E01004483,31.112,18.437707526123578,1.0,0,-12.67429247387642,-40.73763330507978
E01004484,39.383,17.83227427689744,1.0,0,-21.550725723102563,-54.72088394257056
E01004485,25.861,19.749894865817325,1.0,0,-6.111105134182676,-23.630583249614
E01004486,36.597,17.841355787952043,1.0,0,-18.755644212047958,-51.24913028949902
E01004487,36.052,19.508457901223007,1.0,0,-16.543542098776992,-45.888000939689874
E01004488,26.707,18.042904736226212,1.0,0,-8.664095263773788,-32.44128978834683
E01004489,27.123,18.731253024514587,1.0,0,-8.391746975485415,-30.939597299286266
E01004490,14.334,12.924202816198381,1.0,0,-1.4097971838016186,-9.83533684806487
E01004491,46.309,24.181941381594502,1.0,0,-22.127058618405496,-47.78133541731736
E01004492,27.034,20.62820387935183,1.0,0,-6.405796120648169,-23.695332250677552
E01004493,21.241,16.8240225389035,1.0,0,-4.416977461096501,-20.794583405190437
E01004494,25.796,19.147218787598078,1.0,0,-6.648781212401921,-25.774465856729424
E01004495,28.467,22.440138204773376,1.0,0,-6.026861795226623,-21.17139774204034
E01004496,23.939,17.672895404259002,1.0,0,-6.266104595740998,-26.17529803141735
E01004497,20.578,16.126211295344014,1.0,0,-4.451788704655986,-21.633728762056496
E01004498,16.22,13.543198340771415,1.0,0,-2.676801659228584,-16.503092843579434
E01004499,26.006,17.06222875025576,1.0,0,-8.943771249744241,-34.39118376430147
E01004500,32.195,18.586374302461696,1.0,0,-13.608625697538304,-42.2693762930216
E01004501,29.252,20.394547881167064,1.0,0,-8.857452118832935,-30.27981717090433
E01004502,21.135,14.923705521757228,1.0,0,-6.211294478242774,-29.388665617424998
E01004503,30.272,19.5346043766343,1.0,0,-10.7373956233657,-35.46972655710129
E01004504,21.34,16.153603514899174,1.0,0,-5.1863964851008255,-24.30363863683611
E01004505,30.707,18.023544891746084,1.0,0,-12.683455108253916,-41.304767995095304
E01004506,23.691,16.044297971609367,1.0,0,-7.6467020283906315,-32.276822541854
E01004507,25.303,17.570164846424273,1.0,0,-7.732835153575728,-30.56094199729569
E01004508,22.911,18.02777258273141,1.0,0,-4.883227417268593,-21.313899075852614
E01004509,28.203,19.91756928589407,0.75,1,-8.285430714105928,-29.377834677537596
E01004510,22.824,17.416923284014977,1.0,0,-5.407076715985024,-23.690311584231615
E01004511,18.859,14.168952633867463,1.0,0,-4.690047366132539,-24.869014084164267
E01004512,22.821,14.505783471874391,1.0,0,-8.31521652812561,-36.436687823169926
E01004513,27.372,22.055490538110732,1.0,0,-5.316509461889268,-19.423167696512014
E01004514,18.085,13.829422612136646,1.0,0,-4.2555773878633545,-23.530978091586146
E01004515,29.083,19.823736453506175,1.0,0,-9.259263546493823,-31.837374227190537
E01004516,24.678,16.59479072800405,1.0,0,-8.083209271995951,-32.75471785394258
E01004517,29.757,23.52924567744877,1.0,0,-6.227754322551231,-20.928703574121148
E01004518,21.949,20.019660409239457,1.0,0,-1.929339590760545,-8.790102468269831
E01004519,26.707,20.64515961847086,1.0,0,-6.061840381529141,-22.69757135406126
E01004520,27.681,21.95813927273831,1.0,0,-5.72286072726169,-20.6743279768133
E01004521,24.979,21.254504780327842,1.0,0,-3.724495219672157,-14.91050570347955
E01004522,27.045,23.13526237308088,1.0,0,-3.909737626919121,-14.456415703158147
E01004523,32.982,23.030133379650998,1.0,0,-9.951866620349001,-30.173629920408107
E01004524,33.505,25.75373073141546,1.0,0,-7.751269268584544,-23.13466428468749
E01004525,31.134,28.100545518803315,1.0,0,-3.033454481196685,-9.743221176837814
E01004526,26.883,23.067215618396734,1.0,0,-3.8157843816032653,-14.19404226315242
E01004527,26.126,19.53583626072965,1.0,0,-6.590163739270352,-25.22454160327012
E01004528,31.966,26.38985551761965,1.0,0,-5.57614448238035,-17.443985742289776
E01004529,25.661,20.722286590050665,1.0,0,-4.938713409949337,-19.245989672847266
E01004530,27.021,22.197820423757836,1.0,0,-4.823179576242165,-17.84974492521433
E01004531,27.659,21.34747323078059,1.0,0,-6.311526769219409,-22.819070715569648
E01004532,24.268,20.23105077939791,1.0,0,-4.036949220602089,-16.634865751615663
E01004533,27.045,22.59933905935275,1.0,0,-4.445660940647251,-16.438014200951194
E01004534,18.581,16.68008771256065,1.0,0,-1.9009122874393505,-10.230408952367206
E01004535,36.334,29.786170238101413,1.0,0,-6.547829761898591,-18.02121913881926
E01004536,30.947,24.31041107450818,1.0,0,-6.636588925491818,-21.445015431194683
E01004537,40.475,26.549022338883063,1.0,0,-13.925977661116939,-34.40636852653969
E01004538,34.732,22.812926806889106,1.0,0,-11.919073193110894,-34.317267053757035
E01004539,37.364,24.36130080632309,1.0,0,-13.002699193676907,-34.80007278042209
E01004540,31.83,22.11294088436302,1.0,0,-9.717059115636978,-30.527989681548785
E01004541,33.709,23.72155487216097,1.0,0,-9.987445127839035,-29.628423055679594
E01004542,19.079,10.275263118925794,1.0,0,-8.803736881074206,-46.14359704950053
E01004543,22.173,11.759064960985741,1.0,0,-10.413935039014257,-46.966739002454595
E01004544,19.42,13.164125963198892,1.0,0,-6.25587403680111,-32.2135635262673
E01004545,25.378,16.48705485044813,1.0,0,-8.890945149551872,-35.0340655274327
E01004546,16.993,12.125681386619,1.0,0,-4.8673186133809985,-28.64308017054669
E01004547,27.305,18.07033603568543,1.0,0,-9.23466396431457,-33.82041371292646
E01004548,28.692,19.348710032239545,1.0,0,-9.343289967760455,-32.56409440875664
E01004549,25.928,18.513137638270244,1.0,0,-7.414862361729757,-28.597895563598257
E01004550,26.089,18.265999284470595,1.0,0,-7.823000715529403,-29.985820520255295
E01004551,28.059,21.438908398045093,1.0,0,-6.620091601954908,-23.59346948200188
E01004552,20.898,18.097162871151568,1.0,0,-2.800837128848432,-13.4024171157452
E01004553,23.69,17.439615195514268,1.0,0,-6.2503848044857335,-26.384064181028847
E01004554,12.989,11.601582581038178,1.0,0,-1.3874174189618227,-10.681479859587517
E01004555,12.425,8.19014746407218,1.0,0,-4.234852535927821,-34.083320208674614
E01004556,10.193,9.928287112776804,1.0,0,-0.26471288722319564,-2.5970066440027044
E01004557,19.266,12.939112397367373,1.0,0,-6.326887602632626,-32.839653288864454
E01004558,15.029,11.661998979092793,1.0,0,-3.3670010209072068,-22.403360309449777
E01004559,19.685,10.797993032123705,1.0,0,-8.887006967876294,-45.14608568898296
E01004560,25.613,19.052033231452416,1.0,0,-6.560966768547583,-25.615768432232006
E01004562,34.273,27.112595833976123,0.75,1,-7.160404166023881,-20.892259697207365
E01004563,37.906,24.66639733819257,1.0,0,-13.239602661807428,-34.92745914052506
E01004564,28.37,20.146651869675807,1.0,0,-8.223348130324194,-28.986070251407096
E01004565,24.256,19.926223251589814,1.0,0,-4.329776748410186,-17.850332900767587
E01004566,21.404,17.57742878182258,1.0,0,-3.8265712181774205,-17.87783226582611
E01004567,38.584,24.81280560877402,1.0,0,-13.771194391225983,-35.69146379645963
E01004568,31.899,28.124299971132565,1.0,0,-3.7747000288674357,-11.833286400412037
E01004569,30.011,26.94649389175673,1.0,0,-3.0645061082432683,-10.211276226194622
E01004570,32.773,27.69310172469968,1.0,0,-5.079898275300323,-15.50025409727618
E01004571,31.437,26.332939473393548,1.0,0,-5.104060526606453,-16.23583842798757
E01004572,35.035,23.01771317798647,1.0,0,-12.017286822013528,-34.300804401351584
E01004573,45.471,29.628035471528637,1.0,0,-15.84296452847136,-34.841909191509664
E01004574,33.929,30.725485787358355,1.0,0,-3.2035142126416467,-9.441817361671864
E01004575,39.638,26.29600223520888,1.0,0,-13.341997764791117,-33.659613917935104
E01004576,38.826,27.84955579167471,1.0,0,-10.97644420832529,-28.270860269729795
E01004577,26.69,18.140425096256198,1.0,0,-8.549574903743803,-32.032877121557895
E01004579,25.928,19.013115029486777,1.0,0,-6.914884970513224,-26.669565606731037
E01004580,29.717,20.941048896671937,1.0,0,-8.775951103328062,-29.531753216435245
E01004581,27.957,21.26467704314024,1.0,0,-6.692322956859762,-23.937915215723294
E01004582,23.893,17.53271997406853,1.0,0,-6.36028002593147,-26.61984692559105
E01004583,25.386,19.68479301732313,1.0,0,-5.701206982676869,-22.458075248865
E01004584,37.44,24.315080046287783,1.0,0,-13.124919953712215,-35.055875944744166
E01004585,21.578,16.06241509262205,1.0,0,-5.515584907377949,-25.561149816377558
E01004586,21.427,16.480830295937558,1.0,0,-4.9461697040624415,-23.083818098951983
E01004587,15.091,12.546528305887072,1.0,0,-2.544471694112927,-16.860855437763746
E01004588,22.969,16.60746922530636,1.0,0,-6.361530774693641,-27.696159060880493
E01004589,16.462,13.195024716995572,1.0,0,-3.2669752830044274,-19.84555511483676
E01004590,26.966,21.787103370414403,1.0,0,-5.178896629585598,-19.205283058613063
E01004591,27.034,21.31005148293721,1.0,0,-5.723948517062787,-21.17314684124727
E01004592,25.146,20.421371826694006,1.0,0,-4.7246281733059945,-18.788786181921555
E01004593,21.53,16.74606506271096,1.0,0,-4.78393493728904,-22.219855723590523
E01004594,13.412,10.06718696454865,1.0,0,-3.3448130354513506,-24.9389579141914
E01004595,19.687,15.011685366938522,1.0,0,-4.675314633061479,-23.748233011944322
E01004596,14.948,9.283143891095442,1.0,0,-5.664856108904559,-37.897083950391746
E01004597,19.219,13.344191681131573,1.0,0,-5.874808318868428,-30.567710697062427
E01004598,14.463,11.927711704301625,1.0,0,-2.5352882956983738,-17.529477257127663
E01004599,11.06,7.161640576684093,1.0,0,-3.898359423315908,-35.247372724375296
E01004600,40.422,27.801344976128913,0.75,1,-12.620655023871084,-31.22224289711317
E01004601,28.991,21.919258942581862,1.0,0,-7.071741057418137,-24.39288419653733
E01004602,19.838,14.676063406132752,1.0,0,-5.1619365938672495,-26.02044860302071
E01004604,18.669,9.098774335140227,1.0,0,-9.570225664859773,-51.2626582294701
E01004605,25.236,16.407125316179204,1.0,0,-8.828874683820796,-34.98523808773497
E01004606,16.424,11.8051958954053,1.0,0,-4.6188041045947,-28.12228509860387
E01004607,21.868,11.054960818389317,1.0,0,-10.813039181610682,-49.44685925375289
E01004608,25.408,16.05425980866749,1.0,0,-9.353740191332513,-36.81415377571046
E01004609,26.525,17.374715989224562,1.0,0,-9.150284010775437,-34.49682944684425
E01004610,29.419,22.159834485910665,1.0,0,-7.259165514089336,-24.675092675105667
E01004611,24.627,18.973116906870167,1.0,0,-5.653883093129831,-22.958066728102615
E01004612,30.19,24.65369717559424,1.0,0,-5.536302824405762,-18.338200809558668
E01004613,35.107,27.44418563455808,1.0,0,-7.662814365441918,-21.827026990178364
E01004614,29.567,23.583647137804952,1.0,0,-5.983352862195048,-20.236591004143293
E01004615,35.617,27.034479227540054,1.0,0,-8.582520772459944,-24.096697567060517
E01004616,32.62,25.406800927569396,1.0,0,-7.213199072430601,-22.11281138084182
E01004617,35.252,25.565034238464055,1.0,0,-9.686965761535948,-27.479194830182536
E01004618,19.78,15.418559288507797,1.0,0,-4.361440711492204,-22.04975081644188
E01004619,24.249,12.054811179957051,1.0,0,-12.194188820042948,-50.28738842856591
E01004620,22.319,16.88747111726191,1.0,0,-5.431528882738089,-24.335897140275502
E01004621,31.974,18.608269448496316,1.0,0,-13.365730551503685,-41.8018719944445
E01004622,42.432,24.156536197793308,1.0,0,-18.275463802206694,-43.07000330459722
E01004623,21.689,14.218446977497099,1.0,0,-7.4705530225029015,-34.44397170225876
E01004624,31.391,18.035105888418563,1.0,0,-13.355894111581435,-42.54688959122499
E01004625,23.932,9.706382573620665,1.0,0,-14.225617426379333,-59.441824445843785
E01004626,25.972,15.719823251511173,1.0,0,-10.252176748488829,-39.473959450519125
E01004627,23.348,13.426744009296371,1.0,0,-9.921255990703628,-42.49295867185039
E01004628,38.045,26.080008906967954,1.0,0,-11.964991093032047,-31.449575747225776
E01004629,24.982,14.961762315476792,1.0,0,-10.020237684523208,-40.10982981556003
E01004630,33.843,27.68692700425874,1.0,0,-6.156072995741262,-18.19009247330692
E01004631,28.082,25.929868379805253,1.0,0,-2.152131620194748,-7.663740546238686
E01004632,21.883,16.545874856950352,1.0,0,-5.337125143049647,-24.389366828358305
E01004633,32.893,25.839106491143355,1.0,0,-7.053893508856646,-21.44496856126424
E01004634,26.414,22.373513039738295,1.0,0,-4.040486960261706,-15.296762929740689
E01004635,25.542,22.096432748721092,1.0,0,-3.4455672512789093,-13.489809925921653
E01004636,26.241,21.969033708598836,1.0,0,-4.271966291401164,-16.279738925350266
E01004637,29.06,22.879485990276237,1.0,0,-6.180514009723762,-21.268114279847772
E01004638,15.675,11.05734816121199,1.0,0,-4.61765183878801,-29.45870391571298
E01004639,27.992,18.9602936795222,1.0,0,-9.031706320477802,-32.26531266246714
E01004640,21.916,13.283426136217766,1.0,0,-8.632573863782234,-39.38936787635624
E01004641,36.165,20.070402197744748,1.0,0,-16.09459780225525,-44.50324292065602
E01004642,41.092,23.163633316053375,1.0,0,-17.928366683946624,-43.62982255413858
E01004643,30.846,25.758589585850395,1.0,0,-5.0874104141496055,-16.492933975716802
E01004644,36.401,20.391911408726788,1.0,0,-16.009088591273215,-43.97980437700397
E01004645,32.761,25.896145334353157,1.0,0,-6.864854665646845,-20.954350189697642
E01004646,18.552,20.90899791333659,1.0,0,2.356997913336592,12.70481842031367
E01004647,19.447,21.27970874525905,1.0,0,1.8327087452590511,9.424120662616605
E01004648,20.589,20.23992769626431,1.0,0,-0.34907230373568865,-1.6954310735620413
E01004649,19.803,16.548821189516545,1.0,0,-3.254178810483456,-16.432756705971094
E01004650,18.466,15.727400481318249,1.0,0,-2.7385995186817524,-14.830496689492865
E01004651,23.261,21.755467332511124,1.0,0,-1.5055326674888754,-6.472347136790661
E01004652,24.671,24.683373501066832,1.0,0,0.01237350106683266,0.050154031319495196
E01004653,17.709,19.663407715912026,1.0,0,1.9544077159120263,11.036239854943963
E01004654,22.168,22.219361881394896,1.0,0,0.051361881394896614,0.23169379914695334
E01004656,27.75,27.99998560743561,1.0,0,0.2499856074356117,0.9008490358040062
E01004657,21.73,17.280348318875433,1.0,0,-4.449651681124568,-20.476998072363404
E01004658,25.555,23.575102035597304,1.0,0,-1.9798979644026957,-7.747595243211488
E01004659,25.027,23.416641978309467,1.0,0,-1.6103580216905335,-6.434482845289221
E01004660,20.553,16.098832856440364,1.0,0,-4.454167143559637,-21.67161554789878
E01004661,23.733,25.399694616283455,1.0,0,1.6666946162834542,7.022688308614393
E01004662,25.19,21.938867769019787,1.0,0,-3.2511322309802146,-12.906439980072308
E01004663,21.075,21.31373839505233,1.0,0,0.23873839505233008,1.132803772490297
E01004665,27.256,31.55195334318246,1.0,0,4.295953343182461,15.761495975867556
E01004666,21.871,24.85228731202466,1.0,0,2.981287312024662,13.631234566433461
E01004667,22.362,25.008104356220997,0.75,1,2.6461043562209987,11.83303978276093
E01004668,22.369,28.167146429991483,1.0,0,5.798146429991483,25.920454334085044
E01004669,24.742,29.12288035564081,1.0,0,4.380880355640809,17.706249921755756
E01004670,28.455,34.83867646172322,1.0,0,6.383676461723219,22.434287336929255
E01004674,23.319,34.166219342917536,1.0,0,10.847219342917537,46.516657416345204
E01004675,25.278,35.59716857305416,1.0,0,10.319168573054164,40.82272558372563
E01004676,23.683,28.066743105712035,1.0,0,4.3837431057120355,18.510083628391822
E01004677,23.051,30.790395211010207,1.0,0,7.739395211010208,33.575095271399114
E01004678,22.782,31.189471833311963,1.0,0,8.407471833311963,36.90401120758477
E01004679,23.798,35.27268436636703,1.0,0,11.474684366367033,48.21701137224571
E01004680,19.019,15.790022398867212,1.0,0,-3.2289776011327866,-16.977641312018438
E01004681,24.152,24.349383562632006,1.0,0,0.1973835626320053,0.8172555590924366
E01004682,30.281,25.418930949978527,1.0,0,-4.862069050021471,-16.05650094125515
E01004683,19.211,13.826209463414173,1.0,0,-5.384790536585825,-28.029725347903938
E01004684,23.592,26.844271700753097,1.0,0,3.2522717007530986,13.785485337203708
E01004686,26.079,30.063108213601417,1.0,0,3.9841082136014165,15.277074326475004
E01004687,17.361,10.308201155020187,1.0,0,-7.052798844979813,-40.62438134312432
E01004688,19.788,17.327368658459207,0.75,1,-2.460631341540793,-12.434967361738392
E01004689,17.528,16.60696008582904,1.0,0,-0.921039914170958,-5.2546777394509245
E01004690,19.949,14.381556384652116,1.0,0,-5.5674436153478855,-27.908384457105047
E01004691,25.349,13.338802716841887,1.0,0,-12.010197283158114,-47.379373084374585
E01004692,20.247,13.412487078377131,1.0,0,-6.834512921622869,-33.75568193620225
E01004693,21.053,18.988264636465587,1.0,0,-2.064735363534414,-9.807321348664864
E01004694,26.387,21.894839190775908,1.0,0,-4.492160809224092,-17.024143742085467
E01004695,25.149,22.520620431347698,1.0,0,-2.628379568652303,-10.451228950066813
E01004696,28.489,29.84484279123071,1.0,0,1.3558427912307103,4.759180003617924
E01004697,24.451,24.103112765122475,1.0,0,-0.3478872348775255,-1.422793484428144
E01004698,31.351,26.52553460909661,1.0,0,-4.825465390903389,-15.39174313707183
E01004699,26.465,23.745103703062256,1.0,0,-2.719896296937744,-10.277333447714884
E01004700,28.223,24.16514063617989,1.0,0,-4.057859363820111,-14.377845600468097
E01004701,17.462,18.708513876554505,1.0,0,1.2465138765545056,7.138437043606149
E01004702,27.939,32.00949121703085,1.0,0,4.070491217030849,14.569208694050785
E01004703,17.18,17.964972535785414,1.0,0,0.784972535785414,4.5691067275053205
E01004705,11.189,16.043776831290753,1.0,0,4.854776831290753,43.38883574305794
E01004706,11.103,16.32866658379581,1.0,0,5.2256665837958085,47.06535696474654
E01004707,10.804,16.302703098603793,1.0,0,5.498703098603793,50.895067554644505
E01004708,23.3,27.300297320753515,1.0,0,4.000297320753514,17.16865802898504
E01004709,20.999,22.762304750870747,1.0,0,1.7633047508707484,8.397089151248862
E01004710,24.255,29.104586546208246,1.0,0,4.849586546208247,19.9941725261111
E01004711,23.441,28.795204047602496,1.0,0,5.354204047602497,22.841192984951572
E01004712,21.574,18.214540219317502,1.0,0,-3.3594597806824993,-15.57179837156994
E01004713,16.021,10.808540117275834,1.0,0,-5.212459882724167,-32.535171853967704
E01004714,20.846,16.014999777110805,1.0,0,-4.831000222889195,-23.174710845673964
E01004715,25.484,23.696908173111908,1.0,0,-1.7870918268880942,-7.012603307518813
E01004716,21.968,11.058913961134952,1.0,0,-10.909086038865048,-49.65898597444031
E01004717,20.928,15.275488890972007,1.0,0,-5.652511109027994,-27.009322959805015
E01004718,22.984,31.627895398596507,1.0,0,8.643895398596506,37.60831621387271
E01004719,22.382,32.551601098539926,1.0,0,10.169601098539925,45.436516390581374
E01004720,24.141,31.720834237162734,1.0,0,7.579834237162736,31.398178356997377
E01004721,24.365,32.688702795752896,1.0,0,8.323702795752897,34.16253969116724
E01004722,24.742,40.1233308604655,1.0,0,15.3813308604655,62.166885702309834
E01004723,23.127,35.2804750275631,1.0,0,12.1534750275631,52.55102273344186
E01004724,22.075,21.54001295069837,1.0,0,-0.5349870493016304,-2.423497392079866
E01004725,30.624,29.961388366756665,1.0,0,-0.6626116332433334,-2.1637004742794326
E01004726,18.807,20.493544550476656,1.0,0,1.6865445504766576,8.967642635596627
E01004727,25.403,18.306735454922457,1.0,0,-7.096264545077542,-27.934750010146605
E01004728,22.468,23.62561655339762,1.0,0,1.1576165533976202,5.152290161107443
E01004729,24.344,29.44797635546621,1.0,0,5.103976355466209,20.96605469711719
E01004730,20.873,15.453079710498491,1.0,0,-5.41992028950151,-25.96617778710061
E01004731,18.589,19.401183403018972,1.0,0,0.8121834030189738,4.3691613482111675
E01004732,21.907,24.329505787405434,1.0,0,2.4225057874054343,11.05813569820347
E01004733,18.2,17.346237026533977,1.0,0,-0.8537629734660221,-4.691005348714407
E01004734,26.387,24.160825368603824,1.0,0,-2.2261746313961766,-8.436634067518765
E01004735,24.915,23.9328380531749,1.0,0,-0.9821619468250979,-3.9420507598839976
E01004736,19.643,16.63611602881429,1.0,0,-3.0068839711857116,-15.307661615770053
E01004737,22.635,23.639506906653132,1.0,0,1.0045069066531305,4.437848052366381
E01004738,21.097,21.000615734616147,0.75,1,-0.09638426538385403,-0.4568624230167987
E01004739,23.748,18.913041499651307,0.75,1,-4.834958500348694,-20.35943448016125
E01004740,26.887,27.888677108732644,1.0,0,1.0016771087326433,3.7255071548802143
E01004741,26.633,26.515267587531635,1.0,0,-0.11773241246836363,-0.44205464074029827
E01004742,17.789,21.3278059252584,1.0,0,3.538805925258398,19.893225730835898
E01004743,22.87,25.61801993831942,1.0,0,2.7480199383194197,12.015828326713685
E01004744,20.726,24.617887324198318,1.0,0,3.8918873241983185,18.77780239408626
E01004745,20.273,21.857897622437825,0.75,1,1.5848976224378255,7.817775476929046
E01004746,26.833,29.39887669697032,1.0,0,2.565876696970321,9.56239219233899
E01004747,22.236,22.417187753768463,1.0,0,0.1811877537684623,0.8148396913494437
E01004748,20.308,13.428170077331853,1.0,0,-6.879829922668147,-33.877437082273715
E01004749,20.379,21.8381770524121,1.0,0,1.4591770524120982,7.1601994818788866
E01004750,23.828,24.162319963031678,1.0,0,0.3343199630316782,1.403055073995628
E01004751,14.353,19.63307724953193,1.0,0,5.28007724953193,36.787272692342576
E01004752,24.465,25.847135004130028,1.0,0,1.3821350041300278,5.64943798949531
E01004753,19.982,20.82166737260094,1.0,0,0.8396673726009389,4.202118769897603
E01004754,24.425,33.850819640630036,1.0,0,9.425819640630035,38.59086853891519
E01004755,26.477,35.78026706824867,1.0,0,9.303267068248669,35.137164589072285
E01004756,26.26,30.99530972100222,1.0,0,4.735309721002217,18.032405639764725
E01004757,24.912,32.32591930736916,1.0,0,7.413919307369163,29.76043395700531
E01004760,23.148,27.880141589094762,1.0,0,4.732141589094763,20.442982499977376
E01004761,21.998,16.277945746583654,1.0,0,-5.720054253416347,-26.00261048011795
E01004762,21.878,15.024045055995288,1.0,0,-6.8539549440047125,-31.3280690374107
E01004763,28.823,23.003028081191125,1.0,0,-5.819971918808875,-20.192110185646445
E01004765,24.699,18.182682899548322,1.0,0,-6.51631710045168,-26.382918743478196
E01004766,9.73,14.208087348898426,1.0,0,4.478087348898425,46.023508210672404
E01004767,10.982,12.760004827644892,1.0,0,1.7780048276448923,16.19017326210975
E01004768,23.012,20.9843366353021,1.0,0,-2.0276633646979008,-8.811330456709111
E01004769,11.821,11.680056740696479,1.0,0,-0.14094325930352092,-1.1923124888209198
E01004770,7.459,12.521916710928908,1.0,0,5.062916710928908,67.87661497424465
E01004771,2.613,11.035448215104466,1.0,0,8.422448215104467,322.3286726025437
E01004772,25.82,17.946275691335728,1.0,0,-7.873724308664272,-30.49467199327758
E01004773,9.369,12.24630803428937,1.0,0,2.8773080342893707,30.710940701135346
E01004774,9.53,12.120037768210544,1.0,0,2.5900377682105447,27.17773104103405
E01004775,31.222,24.559727346262513,1.0,0,-6.662272653737489,-21.338391690915024
E01004776,14.67,21.684764163071357,1.0,0,7.014764163071357,47.81706995958662
E01004777,6.264,14.848322942881637,1.0,0,8.584322942881638,137.04219257473878
E01004778,1.932,18.03675225277472,1.0,0,16.10475225277472,833.5793091498302
E01004779,13.282,15.696043636706738,1.0,0,2.4140436367067384,18.175302188727137
E01004780,21.931,21.50775661243882,1.0,0,-0.4232433875611825,-1.9298864053676645
E01004781,12.155,14.277227359956889,1.0,0,2.1222273599568897,17.459706786975644
E01004782,8.322,19.541041455403136,1.0,0,11.219041455403136,134.811841569372
E01004783,19.652,20.56509150499039,1.0,0,0.9130915049903905,4.646303200643143
E01004784,15.425,12.89345734130462,1.0,0,-2.531542658695381,-16.411945923470864
E01004785,12.109,13.71190658765585,1.0,0,1.6029065876558501,13.237315943974318
E01004786,12.589,13.312035930351655,1.0,0,0.7230359303516547,5.743394474157238
E01004787,21.323,22.016098321074367,1.0,0,0.6930983210743662,3.250472827812063
E01004788,12.828,14.398634282864048,1.0,0,1.5706342828640487,12.243797028874718
E01004789,21.877,22.78542683059443,1.0,0,0.9084268305944327,4.152428717806065
E01004790,15.438,12.225906595532669,1.0,0,-3.212093404467332,-20.806408890188703
E01004791,6.331,14.532463643837005,1.0,0,8.201463643837005,129.5445213052757
E01004792,15.782,16.684377314247108,1.0,0,0.9023773142471079,5.717762731257812
E01004793,18.394,19.873212157562183,1.0,0,1.4792121575621842,8.041818840720802
E01004794,13.428,23.087534915774224,1.0,0,9.659534915774223,71.93576791610235
E01004795,17.109,17.816899968056145,1.0,0,0.7078999680561431,4.137588217056187
E01004796,5.455,12.659431292323603,1.0,0,7.204431292323603,132.07023450639053
E01004797,16.92,17.705835453636254,1.0,0,0.7858354536362526,4.644417574682343
E01004798,10.146,18.263405115093974,1.0,0,8.117405115093973,80.00596407543831
E01004799,12.269,12.923279132430462,1.0,0,0.654279132430462,5.332782887199135
E01004800,15.536,14.896211557065755,1.0,0,-0.6397884429342451,-4.1181027480319585
E01004801,22.063,22.064255280580696,1.0,0,0.0012552805806969047,0.005689528081842473
E01004802,18.985,19.983514803231127,1.0,0,0.998514803231128,5.259493301191088
E01004803,19.419,21.178611915569846,1.0,0,1.7596119155698453,9.06129005391547
E01004804,20.286,16.703494744753833,1.0,0,-3.5825052552461685,-17.659988441517143
E01004805,12.486,17.717708625867637,1.0,0,5.231708625867636,41.900597676338585
E01004806,7.599,11.047027013346591,1.0,0,3.448027013346591,45.37474685283052
E01004807,5.628,15.388882814409591,1.0,0,9.760882814409591,173.4343072922813
E01004808,12.177,13.022092613312733,1.0,0,0.8450926133127332,6.940072376716213
E01004809,7.341,13.686215994608432,1.0,0,6.345215994608432,86.43530846762609
E01004810,17.749,12.521367187444772,1.0,0,-5.2276328125552265,-29.45311179534186
E01004811,15.488,24.485352653127197,1.0,0,8.997352653127198,58.09241124178201
E01004812,16.31,25.158927291530983,1.0,0,8.848927291530984,54.254612455738716
E01004813,10.268,21.370270764324243,1.0,0,11.102270764324242,108.12495874877523
E01004814,21.65,21.781771760925835,1.0,0,0.13177176092583665,0.6086455470015549
E01004815,10.74,23.54629525335739,1.0,0,12.806295253357389,119.2392481690632
E01004816,11.661,21.529830565285398,1.0,0,9.868830565285398,84.63108279980618
E01004817,20.347,19.166213841451476,1.0,0,-1.1807861585485249,-5.8032445006562385
E01004818,16.449,21.48589837678407,1.0,0,5.03689837678407,30.621304497440992
E01004819,13.559,16.73508662837449,1.0,0,3.17608662837449,23.424195208898077
E01004820,18.56,23.611644788044913,1.0,0,5.051644788044914,27.21791372869027
E01004822,21.03,24.534358639615974,1.0,0,3.5043586396159725,16.663616926371716
E01004823,21.491,24.6264000999312,1.0,0,3.1354000999312,14.58936345414918
E01004824,15.25,20.41078513991622,1.0,0,5.1607851399162215,33.84121403223752
E01004825,21.413,23.462485821208176,1.0,0,2.049485821208176,9.571222253809257
