LSOA11CD,Employment_2019,Employment_2025_pred,confidence,boundary_changed,change,pct_change
E01000071,0.058,0.10901393986501666,1.0,0,0.05101393986501666,87.95506873278734
E01000072,0.138,0.21034138923728757,1.0,0,0.07234138923728756,52.421296548759095
E01000073,0.135,0.19462019292796087,1.0,0,0.05962019292796086,44.163105872563605
E01000074,0.128,0.1774250413321962,1.0,0,0.04942504133219619,38.61331354077827
E01000075,0.118,0.16825133631018876,1.0,0,0.05025133631018877,42.58587822897354
E01000076,0.148,0.20205156280857153,1.0,0,0.05405156280857154,36.5213262220078
E01000077,0.159,0.20352297583820111,1.0,0,0.04452297583820111,28.0018715963529
E01000078,0.128,0.18717639068553482,1.0,0,0.05917639068553482,46.23155522307408
E01000079,0.141,0.18444903352344838,1.0,0,0.043449033523448394,30.81491739251659
E01000080,0.146,0.1853579367416996,1.0,0,0.0393579367416996,26.957490918972333
E01000081,0.116,0.16683849127754824,1.0,0,0.050838491277548234,43.826285584093306
E01000082,0.113,0.17078097324933147,1.0,0,0.05778097324933147,51.133604645426075
E01000083,0.134,0.1948085094122554,1.0,0,0.06080850941225538,45.379484636011476
E01000084,0.141,0.1968923102356138,1.0,0,0.05589231023561381,39.63993633731476
E01000085,0.124,0.19463473970117945,1.0,0,0.07063473970117945,56.96349975901569
E01000086,0.142,0.18527425742482434,1.0,0,0.04327425742482435,30.47482917241152
E01000087,0.131,0.18073208405021346,1.0,0,0.049732084050213454,37.963422939094244
E01000088,0.1,0.158464776651395,1.0,0,0.05846477665139499,58.46477665139499
E01000089,0.092,0.16164872178541398,1.0,0,0.06964872178541398,75.70513237544998
E01000090,0.091,0.16317280484667515,1.0,0,0.07217280484667515,79.31077455678589
E01000091,0.175,0.2441477377969683,1.0,0,0.06914773779696831,39.512993026839034
E01000092,0.106,0.17765230262355788,0.75,1,0.07165230262355789,67.59651190901688
E01000093,0.169,0.22983180948744733,1.0,0,0.06083180948744732,35.99515354286824
E01000094,0.094,0.15174198719315107,1.0,0,0.05774198719315107,61.427645950160716
E01000095,0.095,0.16190501933033397,1.0,0,0.06690501933033396,70.42633613719364
E01000096,0.135,0.2041463452433006,1.0,0,0.0691463452433006,51.21951499503748
E01000097,0.131,0.18373808779440892,1.0,0,0.05273808779440892,40.25808228580833
E01000098,0.159,0.20737994958401523,1.0,0,0.04837994958401523,30.427641247808317
E01000099,0.105,0.15885799973557566,1.0,0,0.05385799973557566,51.29333308150063
E01000100,0.117,0.1717317357311997,1.0,0,0.0547317357311997,46.77926130871769
E01000101,0.154,0.1995172607696417,1.0,0,0.045517260769641715,29.556662837429684
E01000102,0.175,0.21448656222876716,1.0,0,0.039486562228767175,22.563749845009816
E01000103,0.113,0.17375351997538027,1.0,0,0.06075351997538027,53.76417696936307
E01000104,0.134,0.20807906080685407,1.0,0,0.07407906080685406,55.28288119914482
E01000105,0.165,0.23924485238027787,1.0,0,0.07424485238027786,44.99688023047143
E01000106,0.167,0.23934470053089762,1.0,0,0.07234470053089762,43.320179958621324
E01000107,0.095,0.1506474125740246,1.0,0,0.055647412574024585,58.576223762131136
E01000108,0.104,0.16121978518634894,1.0,0,0.057219785186348945,55.019024217643214
E01000109,0.084,0.1427871280081626,0.75,1,0.05878712800816259,69.98467620019355
E01000110,0.078,0.11007934818668788,1.0,0,0.03207934818668788,41.12736947011267
E01000111,0.111,0.16917873287040708,1.0,0,0.05817873287040708,52.41327285622259
E01000112,0.065,0.13221487392063133,1.0,0,0.06721487392063133,103.4074983394328
E01000113,0.081,0.13735794646560612,1.0,0,0.056357946465606115,69.57771168593348
E01000114,0.074,0.13535789894125383,1.0,0,0.06135789894125383,82.91607965034302
E01000115,0.046,0.058927743327640884,1.0,0,0.012927743327640885,28.10378984269758
E01000116,0.049,0.07360808237466626,1.0,0,0.02460808237466626,50.2205762748291
E01000117,0.062,0.09054908689588377,1.0,0,0.02854908689588377,46.04691434819963
E01000118,0.059,0.09808170966768037,1.0,0,0.039081709667680375,66.24018587742437
E01000119,0.054,0.08085376160830848,1.0,0,0.026853761608308484,49.72918816353423
E01000120,0.036,0.05902569774478652,1.0,0,0.023025697744786522,63.96027151329589
E01000121,0.194,0.22716884833640685,1.0,0,0.03316884833640685,17.097344503302498
E01000122,0.055,0.08151789306773663,1.0,0,0.02651789306773663,48.214351032248416
E01000123,0.049,0.0963224920054124,1.0,0,0.0473224920054124,96.57651429676
E01000124,0.128,0.16447092833667495,1.0,0,0.03647092833667495,28.492912763027306
E01000125,0.088,0.16508172629367238,0.75,1,0.07708172629367238,87.59287078826408
E01000126,0.152,0.20388088526346618,1.0,0,0.05188088526346618,34.132161357543545
E01000127,0.129,0.173550368354633,1.0,0,0.044550368354632996,34.535169267157364
E01000128,0.103,0.15147455408715796,1.0,0,0.048474554087157964,47.06267387102715
E01000129,0.11,0.18522479982191964,1.0,0,0.07522479982191964,68.38618165629057
E01000130,0.118,0.16943091296400936,1.0,0,0.05143091296400937,43.58551946102489
E01000131,0.067,0.12706826964118195,1.0,0,0.06006826964118195,89.65413379280888
E01000132,0.106,0.1546184047385778,1.0,0,0.0486184047385778,45.86641956469604
E01000133,0.159,0.18812609305900074,1.0,0,0.02912609305900074,18.318297521384114
E01000134,0.093,0.1500912739097005,1.0,0,0.05709127390970051,61.38846656957044
E01000135,0.048,0.08216463935585755,1.0,0,0.03416463935585755,71.17633199136989
E01000136,0.02,0.04224086343762643,1.0,0,0.02224086343762643,111.20431718813215
E01000137,0.145,0.19777003582627722,1.0,0,0.052770035826277234,36.393128156053265
E01000138,0.127,0.170919779728641,1.0,0,0.043919779728641,34.58250372333937
E01000139,0.041,0.09025809365243767,1.0,0,0.04925809365243767,120.14169183521382
E01000140,0.078,0.12493785120077863,1.0,0,0.04693785120077863,60.17673230869055
E01000141,0.083,0.1780079288545879,1.0,0,0.0950079288545879,114.4673841621541
E01000142,0.077,0.1500351465596137,1.0,0,0.0730351465596137,94.85083968781
E01000143,0.153,0.19252665779254627,1.0,0,0.03952665779254627,25.834416857873382
E01000144,0.082,0.12035026566142965,1.0,0,0.03835026566142964,46.768616660280045
E01000145,0.072,0.11818035000609023,1.0,0,0.046180350006090234,64.13937500845867
E01000146,0.089,0.13800673195919025,1.0,0,0.04900673195919025,55.063743774371076
E01000147,0.04,0.0887669903499978,1.0,0,0.0487669903499978,121.91747587499448
E01000148,0.115,0.16814872635646272,0.75,1,0.053148726356462714,46.216283788228445
E01000150,0.056,0.11077789376548786,1.0,0,0.054777893765487855,97.81766743837117
E01000151,0.191,0.254777436907204,1.0,0,0.063777436907204,33.39132822366702
E01000152,0.144,0.16935419670659174,1.0,0,0.025354196706591753,17.607081046244275
E01000153,0.173,0.2230990236152403,1.0,0,0.05009902361524032,28.95897318800019
E01000154,0.141,0.18526052222936729,1.0,0,0.0442605222293673,31.390441297423617
E01000155,0.062,0.13583595878697774,0.75,1,0.07383595878697774,119.09025610802861
E01000156,0.04,0.0788134465562016,1.0,0,0.03881344655620159,97.03361639050398
E01000157,0.054,0.11197425995389969,1.0,0,0.05797425995389969,107.3597406553698
E01000158,0.087,0.1257604622186374,1.0,0,0.03876046221863741,44.552255423721164
E01000159,0.077,0.11409759491808844,1.0,0,0.037097594918088436,48.17869469881615
E01000160,0.047,0.09751889214910328,1.0,0,0.05051889214910328,107.48700457256017
E01000161,0.055,0.11365977059727095,1.0,0,0.05865977059727095,106.65412835867444
E01000162,0.098,0.13243376871969448,1.0,0,0.034433768719694474,35.13649869356579
E01000163,0.145,0.2062702707342315,1.0,0,0.0612702707342315,42.2553591270562
E01000164,0.107,0.17216359682511445,1.0,0,0.06516359682511445,60.900557780480796
E01000165,0.05,0.10930827668752689,1.0,0,0.05930827668752689,118.61655337505377
E01000166,0.082,0.1163734298402993,1.0,0,0.0343734298402993,41.91881687841378
E01000167,0.125,0.17524740906029765,1.0,0,0.05024740906029765,40.197927248238116
E01000168,0.035,0.056983836544611324,1.0,0,0.02198383654461132,62.81096155603234
E01000169,0.063,0.09488321320297298,1.0,0,0.03188321320297298,50.60827492535393
E01000170,0.114,0.1436549392801761,1.0,0,0.02965493928017611,26.01310463173343
E01000171,0.105,0.16789981394246484,1.0,0,0.06289981394246484,59.90458470710938
E01000172,0.039,0.06947932744851468,1.0,0,0.030479327448514677,78.15212166285815
E01000173,0.05,0.07785100651134494,1.0,0,0.027851006511344936,55.702013022689876
E01000174,0.069,0.12643547701474991,1.0,0,0.05743547701474991,83.2398217605071
E01000175,0.047,0.06669736959129086,1.0,0,0.019697369591290856,41.909297002746506
E01000176,0.136,0.18092116432352,1.0,0,0.04492116432352,33.03026788494118
E01000177,0.026,0.05523537976053439,1.0,0,0.029235379760534388,112.44376830974764
E01000178,0.045,0.0765139402077753,1.0,0,0.0315139402077753,70.03097823950067
E01000179,0.036,0.06899058989119078,1.0,0,0.03299058989119078,91.64052747552996
E01000180,0.073,0.12291567232796652,1.0,0,0.04991567232796652,68.37763332598153
E01000181,0.039,0.0597933277158167,1.0,0,0.020793327715816698,53.316224912350506
E01000182,0.032,0.055296777699235536,1.0,0,0.023296777699235535,72.80243031011105
E01000183,0.047,0.06918414932609354,1.0,0,0.02218414932609354,47.200317715092645
E01000184,0.141,0.1795124298759197,1.0,0,0.03851242987591971,27.31378005384377
E01000185,0.128,0.18559277549338138,1.0,0,0.057592775493381376,44.9943558542042
E01000186,0.035,0.048593583080910524,1.0,0,0.01359358308091052,38.838808802601484
E01000187,0.063,0.10603697600148704,1.0,0,0.04303697600148704,68.3126603198207
E01000188,0.036,0.05704300618974205,1.0,0,0.02104300618974205,58.4527949715057
E01000189,0.091,0.16200691368725162,1.0,0,0.07100691368725162,78.02957548049629
E01000190,0.056,0.08549059618707586,1.0,0,0.029490596187075856,52.6617789054926
E01000191,0.048,0.06886483536951193,1.0,0,0.020864835369511933,43.468407019816524
E01000192,0.066,0.11551838529389821,1.0,0,0.04951838529389821,75.02785650590639
E01000193,0.071,0.11708234944010829,1.0,0,0.04608234944010829,64.90471752127928
E01000194,0.078,0.14369280709030552,1.0,0,0.06569280709030552,84.22154755167374
E01000195,0.109,0.1752929305969588,1.0,0,0.0662929305969588,60.81920238253101
E01000196,0.068,0.12407027072452582,1.0,0,0.05607027072452582,82.45628047724385
E01000197,0.056,0.09450206906321187,1.0,0,0.03850206906321187,68.7536947557355
E01000198,0.048,0.08716628974008113,1.0,0,0.03916628974008113,81.59643695850234
E01000199,0.036,0.061647184124557136,1.0,0,0.02564718412455714,71.24217812376985
E01000200,0.055,0.09205163787242462,1.0,0,0.037051637872424624,67.36661431349931
E01000201,0.034,0.05005296276912239,1.0,0,0.016052962769122388,47.21459637977173
E01000202,0.031,0.05966313845972934,1.0,0,0.028663138459729343,92.46173696686884
E01000203,0.072,0.13701193054407532,1.0,0,0.06501193054407532,90.2943479778824
E01000204,0.046,0.08048058671988415,1.0,0,0.034480586719884146,74.95779721713946
E01000205,0.035,0.05197844396454688,1.0,0,0.016978443964546876,48.50983989870536
E01000206,0.012,0.03243239230558822,1.0,0,0.02043239230558822,170.26993587990182
E01000207,0.035,0.055391042900283446,1.0,0,0.020391042900283443,58.26012257223841
E01000208,0.01,0.035285967255916505,1.0,0,0.025285967255916503,252.859672559165
E01000209,0.035,0.05480909703293573,1.0,0,0.01980909703293573,56.59742009410207
E01000210,0.033,0.051824823246079205,1.0,0,0.018824823246079203,57.04491892751273
E01000211,0.072,0.13073609721811263,1.0,0,0.05873609721811264,81.57791280293424
E01000212,0.069,0.07257146480182831,1.0,0,0.0035714648018283085,5.176035944678707
E01000213,0.025,0.038860328286242765,1.0,0,0.013860328286242764,55.441313144971055
E01000214,0.038,0.058836915495208475,1.0,0,0.020836915495208476,54.83398814528546
E01000215,0.062,0.11868186266739962,1.0,0,0.05668186266739962,91.42235914096713
E01000216,0.061,0.1115579944821957,1.0,0,0.050557994482195695,82.88195816753392
E01000217,0.056,0.09803529629759823,1.0,0,0.04203529629759823,75.06302910285399
E01000218,0.071,0.12239219724952848,1.0,0,0.05139219724952848,72.38337640778661
E01000219,0.093,0.15138896514864764,1.0,0,0.05838896514864764,62.783833493169496
E01000220,0.092,0.1466249103068602,1.0,0,0.0546249103068602,59.37490250745674
E01000221,0.186,0.23018267347912147,1.0,0,0.04418267347912147,23.754125526409393
E01000222,0.13,0.17780126982022892,1.0,0,0.04780126982022892,36.77020755402225
E01000223,0.142,0.18984137020214295,1.0,0,0.04784137020214296,33.691105776157016
E01000224,0.097,0.1568900800564818,1.0,0,0.059890080056481804,61.74235057369258
E01000225,0.054,0.09572297345474004,1.0,0,0.04172297345474004,77.264765656926
E01000226,0.123,0.18375289377795653,1.0,0,0.060752893777956535,49.392596567444336
E01000227,0.052,0.07947603123580493,1.0,0,0.027476031235804936,52.83852160731719
E01000228,0.055,0.08004751688492469,1.0,0,0.025047516884924688,45.540939790772164
E01000229,0.108,0.15614243437936012,1.0,0,0.048142434379360124,44.57632812903715
E01000230,0.044,0.08139590651487806,1.0,0,0.03739590651487806,84.99069662472289
E01000231,0.063,0.11193868153563363,1.0,0,0.04893868153563363,77.68044688195815
E01000232,0.072,0.10328588128991749,1.0,0,0.031285881289917494,43.45261290266319
E01000233,0.054,0.07907276235714979,1.0,0,0.025072762357149787,46.43104140212924
E01000234,0.047,0.08666555606578735,1.0,0,0.03966555606578735,84.39480013997309
E01000235,0.101,0.1519611846051561,1.0,0,0.050961184605156085,50.45661842094662
E01000236,0.059,0.11038968532716445,1.0,0,0.05138968532716445,87.10116157146518
E01000237,0.036,0.08514528803031562,1.0,0,0.04914528803031563,136.51468897309897
E01000238,0.074,0.12482327589502312,1.0,0,0.050823275895023126,68.68010256084207
E01000239,0.077,0.1397377475286616,1.0,0,0.06273774752866161,81.47759419306702
E01000240,0.065,0.1261327737654113,1.0,0,0.06113277376541129,94.05042117755583
E01000241,0.04,0.0873083034654012,1.0,0,0.04730830346540119,118.27075866350299
E01000242,0.084,0.11384307771400862,1.0,0,0.029843077714008612,35.52747346905787
E01000243,0.053,0.11791248118433342,1.0,0,0.06491248118433343,122.47637959308194
E01000244,0.056,0.1062075525502694,1.0,0,0.050207552550269395,89.65634383976678
E01000245,0.119,0.17256510397436184,1.0,0,0.053565103974361844,45.012692415430124
E01000246,0.04,0.06939661852298623,1.0,0,0.02939661852298623,73.49154630746557
E01000247,0.066,0.09676549257209795,1.0,0,0.030765492572097944,46.61438268499688
E01000248,0.036,0.06546552468955545,1.0,0,0.029465524689555454,81.8486796932096
E01000249,0.044,0.05372752101898158,1.0,0,0.009727521018981583,22.108002315867235
E01000250,0.071,0.09985400496878556,1.0,0,0.028854004968785568,40.639443618007846
E01000251,0.114,0.1557639174903602,1.0,0,0.041763917490360195,36.63501534242123
E01000252,0.074,0.11379151465236803,1.0,0,0.039791514652368035,53.77231709779465
E01000253,0.032,0.05484525905535898,1.0,0,0.02284525905535898,71.39143454799682
E01000254,0.028,0.04676783404962914,1.0,0,0.01876783404962914,67.02797874867551
E01000255,0.097,0.13012920703305503,1.0,0,0.033129207033055025,34.15382168356188
E01000256,0.043,0.07668229858789094,1.0,0,0.033682298587890944,78.3309269485836
E01000257,0.119,0.16985230163945816,1.0,0,0.05085230163945817,42.733026587779975
E01000258,0.04,0.07119161125064176,1.0,0,0.03119161125064176,77.9790281266044
E01000259,0.066,0.10633634783177698,1.0,0,0.040336347831776975,61.11567853299542
E01000260,0.074,0.1298424883336902,1.0,0,0.055842488333690196,75.46282207255432
E01000261,0.029,0.0503196794737884,1.0,0,0.021319679473788402,73.51613611651173
E01000262,0.046,0.11014676362337822,0.75,1,0.06414676362337822,139.44948613777873
E01000263,0.024,0.033686358372929034,1.0,0,0.009686358372929034,40.359826553870974
E01000264,0.077,0.12344908684330141,1.0,0,0.046449086843301415,60.32348940688496
E01000265,0.08,0.13601617290780385,1.0,0,0.05601617290780385,70.0202161347548
E01000266,0.031,0.047284117551004506,1.0,0,0.016284117551004507,52.529411454853246
E01000267,0.057,0.07694539611292417,1.0,0,0.019945396112924167,34.99192300513012
E01000268,0.069,0.14336421937020039,1.0,0,0.07436421937020038,107.77423097130489
E01000269,0.047,0.07579233899053504,1.0,0,0.028792338990535044,61.260295724542644
E01000270,0.069,0.08797529863220394,1.0,0,0.01897529863220393,27.50043280029555
E01000271,0.034,0.05918572152338325,1.0,0,0.025185721523383248,74.0756515393625
E01000272,0.016,0.037167472722834716,1.0,0,0.021167472722834715,132.29670451771696
E01000273,0.083,0.12607438669962862,1.0,0,0.04307438669962861,51.89685144533568
E01000274,0.086,0.12680046221996583,1.0,0,0.04080046221996583,47.44239793019283
E01000275,0.063,0.08933533782050784,1.0,0,0.026335337820507843,41.80212352461562
E01000276,0.023,0.0363884690301637,1.0,0,0.013388469030163698,58.21073491375521
E01000277,0.106,0.145037429118583,1.0,0,0.039037429118583,36.827763319417926
E01000278,0.018,0.03564368605773223,1.0,0,0.01764368605773223,98.0204780985124
E01000279,0.017,0.03596959589498524,1.0,0,0.018969595894985238,111.58585820579552
E01000280,0.03,0.04259688506044726,1.0,0,0.01259688506044726,41.98961686815753
E01000281,0.059,0.0968157123707918,1.0,0,0.0378157123707918,64.09442774710476
E01000282,0.045,0.06926918307168778,1.0,0,0.02426918307168778,53.93151793708396
E01000283,0.019,0.03505749227053945,1.0,0,0.016057492270539448,84.51311721336552
E01000284,0.083,0.1221030488067486,1.0,0,0.0391030488067486,47.11210699608265
E01000285,0.082,0.12016254238789024,1.0,0,0.03816254238789024,46.539685838890534
E01000286,0.119,0.1639555337008742,1.0,0,0.04495553370087421,37.77775941249934
E01000287,0.104,0.15912426598091284,1.0,0,0.05512426598091284,53.00410190472389
E01000288,0.065,0.09329444472547407,1.0,0,0.02829444472547407,43.529914962267796
E01000289,0.17,0.21517360408888941,1.0,0,0.0451736040888894,26.572708287582
E01000290,0.098,0.13200588375297773,1.0,0,0.03400588375297772,34.69988138058951
E01000291,0.166,0.18517369596164324,1.0,0,0.019173695961643228,11.550419254001943
E01000292,0.077,0.09516400563760692,1.0,0,0.018164005637606923,23.58961771117782
E01000293,0.044,0.06422339273414202,1.0,0,0.020223392734142018,45.96225621395913
E01000294,0.086,0.1176895023715254,1.0,0,0.0316895023715254,36.848258571541166
E01000295,0.056,0.0797593624471945,1.0,0,0.023759362447194503,42.42743294141876
E01000296,0.053,0.10082829381173469,1.0,0,0.047828293811734694,90.24206379572584
E01000297,0.044,0.08947320647318593,1.0,0,0.04547320647318594,103.34819652996804
E01000298,0.046,0.10065565886119657,1.0,0,0.05465565886119657,118.8166496982534
E01000299,0.06,0.1166659379881159,1.0,0,0.05666593798811591,94.44322998019318
E01000300,0.059,0.08493830641827196,1.0,0,0.025938306418271967,43.96323121741012
E01000301,0.048,0.06764247742120195,1.0,0,0.019642477421201954,40.921827960837405
E01000302,0.086,0.1370217715281813,1.0,0,0.0510217715281813,59.327641311838725
E01000303,0.032,0.05209040943883387,1.0,0,0.02009040943883387,62.782529496355835
E01000304,0.06,0.09645185421457125,1.0,0,0.036451854214571255,60.75309035761877
E01000305,0.117,0.15711433067828598,1.0,0,0.04011433067828597,34.285752716483735
E01000306,0.044,0.09576088101966183,1.0,0,0.051760881019661836,117.63836595377691
E01000307,0.081,0.1322558388943663,1.0,0,0.05125583889436629,63.27881344983492
E01000308,0.109,0.15326571180163726,1.0,0,0.044265711801637256,40.61074477214427
E01000309,0.059,0.1044107347665144,1.0,0,0.0454107347665144,76.96734706188882
E01000310,0.064,0.13628732244255395,1.0,0,0.07228732244255395,112.94894131649055
E01000311,0.053,0.08248377967448386,1.0,0,0.029483779674483866,55.629772970724275
E01000312,0.096,0.15043093587326756,1.0,0,0.054430935873267555,56.698891534653704
E01000313,0.076,0.1350961943627687,1.0,0,0.05909619436276871,77.75815047732725
E01000314,0.035,0.08114356299448994,1.0,0,0.046143562994489934,131.83875141282837
E01000315,0.163,0.20663385029733972,1.0,0,0.04363385029733971,26.769233311251355
E01000316,0.079,0.13854950075700856,1.0,0,0.05954950075700856,75.37911488228931
E01000317,0.054,0.09735042486679774,1.0,0,0.043350424866797736,80.27856456814395
E01000318,0.056,0.0935671041581155,1.0,0,0.037567104158115504,67.0841145680634
E01000319,0.046,0.07372806456377755,1.0,0,0.02772806456377755,60.27840122560337
E01000320,0.039,0.07699404122160176,1.0,0,0.037994041221601764,97.42061851692759
E01000321,0.077,0.11062049200115995,1.0,0,0.03362049200115995,43.66297662488305
E01000322,0.078,0.12131681959765972,1.0,0,0.04331681959765972,55.534384099563745
E01000323,0.078,0.1347120331524662,1.0,0,0.05671203315246619,72.70773481085408
E01000324,0.075,0.10158438353386562,1.0,0,0.02658438353386562,35.44584471182083
E01000325,0.035,0.05331166015974109,1.0,0,0.01831166015974109,52.319029027831675
E01000326,0.038,0.07075247174815344,1.0,0,0.03275247174815344,86.19071512671958
E01000327,0.045,0.062982709377846,1.0,0,0.017982709377846004,39.96157639521334
E01000328,0.049,0.07562464485282597,1.0,0,0.026624644852825965,54.33600990372646
E01000329,0.075,0.11354582345101766,1.0,0,0.03854582345101766,51.394431268023546
E01000330,0.087,0.128587075815844,1.0,0,0.041587075815844005,47.80123656993565
E01000331,0.137,0.1747505539801854,1.0,0,0.0377505539801854,27.555148890646276
E01000332,0.078,0.10649888227660766,1.0,0,0.028498882276607657,36.53702855975341
E01000333,0.126,0.17941612721315592,1.0,0,0.05341612721315592,42.39375175647295
E01000334,0.063,0.09405277541756876,1.0,0,0.031052775417568762,49.29011971042661
E01000335,0.095,0.1570480763681097,1.0,0,0.06204807636810969,65.3137645980102
E01000336,0.137,0.2008848344935551,1.0,0,0.06388483449355509,46.631266053689835
E01000337,0.093,0.1359313982811527,1.0,0,0.042931398281152694,46.162793850701824
E01000338,0.07,0.11252066714726339,1.0,0,0.04252066714726338,60.743810210376246
E01000339,0.099,0.11843362413346664,1.0,0,0.019433624133466637,19.629923367138016
E01000340,0.044,0.07203007350533272,1.0,0,0.028030073505332723,63.704712512119826
E01000341,0.057,0.07507337024742172,1.0,0,0.01807337024742172,31.707667100739858
E01000342,0.041,0.06596253031302679,1.0,0,0.02496253031302679,60.88422027567509
E01000343,0.049,0.06692921782351534,1.0,0,0.017929217823515337,36.590240456153744
