LSOA11CD,CYP_2019,CYP_2025_pred,confidence,boundary_changed,change,pct_change
E01000100,0.146,0.06808435844974603,1.0,0,-0.07791564155025396,-53.36687777414655
E01000101,-0.002,0.03812055689849999,1.0,0,0.04012055689849999,-2006.0278449249997
E01000102,-0.181,-0.026429636575660966,1.0,0,0.15457036342433902,-85.39799084217626
E01000103,-0.211,-0.24956626862804582,1.0,0,-0.038566268628045824,18.277852430353473
E01000104,0.244,0.09181513041400811,1.0,0,-0.15218486958599187,-62.370848190980276
E01000105,0.488,0.2669188187906918,1.0,0,-0.2210811812093082,-45.30352073961233
E01000106,0.309,0.16468646492667618,1.0,0,-0.1443135350733238,-46.70340940884266
E01000107,0.252,0.09638687296975665,1.0,0,-0.15561312703024335,-61.751240885017204
E01000108,-0.249,-0.13885516957887037,1.0,0,0.11014483042112963,-44.23487165507214
E01000109,-0.199,-0.12803748826688377,0.75,1,0.07096251173311624,-35.65955363473178
E01000110,-0.707,-0.7230108606454764,1.0,0,-0.01601086064547641,2.264619610392703
E01000111,-0.166,-0.013907149272622063,1.0,0,0.15209285072737794,-91.6221992333602
E01000112,0.005,-0.27160092432614097,1.0,0,-0.276600924326141,-5532.018486522819
E01000113,-0.041,-0.1740500737989962,1.0,0,-0.1330500737989962,324.5123751195029
E01000114,-0.406,-0.13909717944783823,1.0,0,0.2669028205521618,-65.73961097343886
E01000115,-1.576,-1.4007313723538972,1.0,0,0.17526862764610285,-11.121105815108049
E01000116,-0.957,-1.1634998875982534,1.0,0,-0.20649988759825344,21.57783569469733
E01000117,-0.534,-0.9542469768830147,1.0,0,-0.4202469768830147,78.6979357458829
E01000118,-0.43,-0.7449962188953501,1.0,0,-0.31499621889535007,73.2549346268256
E01000119,-1.424,-1.4238763600316977,1.0,0,0.0001236399683022249,-0.00868258204369557
E01000120,-1.301,-1.393723374181227,1.0,0,-0.092723374181227,7.1270848717315145
E01000121,0.176,0.27494477974411224,1.0,0,0.09894477974411225,56.21862485460924
E01000122,-1.793,-1.4774297440826778,1.0,0,0.31557025591732213,-17.600125818032467
E01000123,-0.577,-0.7812731732390137,1.0,0,-0.20427317323901373,35.402629677472056
E01000124,0.17,-0.16693098350740643,1.0,0,-0.33693098350740647,-198.19469618082732
E01000125,0.149,-0.077157492153721,0.75,1,-0.226157492153721,-151.7835517810208
E01000126,-0.279,-0.21648947362961407,1.0,0,0.06251052637038595,-22.405206584367725
E01000127,-0.069,-0.2284039408677195,1.0,0,-0.1594039408677195,231.0202041561152
E01000128,-0.188,-0.3503016896553247,1.0,0,-0.1623016896553247,86.33068598687484
E01000129,-0.151,-0.2834669850371576,1.0,0,-0.13246698503715762,87.72648015705803
E01000130,-0.138,-0.1752230789619823,1.0,0,-0.03722307896198229,26.973245624624848
E01000131,-0.764,-0.5908524876919217,1.0,0,0.17314751230807834,-22.663286951319158
E01000132,0.087,-0.10531757724792074,1.0,0,-0.19231757724792073,-221.0546864918629
E01000133,-0.047,-0.016285590808742294,1.0,0,0.030714409191257706,-65.34980678991
E01000134,0.181,-0.17866056470906294,1.0,0,-0.35966056470906294,-198.70749431439944
E01000135,-0.579,-0.7549783038795124,1.0,0,-0.1759783038795124,30.393489443784528
E01000136,-1.272,-1.1341861527685224,1.0,0,0.1378138472314776,-10.834421952160188
E01000137,-0.476,-0.29760950236468303,1.0,0,0.17839049763531695,-37.47699530153717
E01000138,-0.775,-0.48069652480574687,1.0,0,0.29430347519425315,-37.974641960548794
E01000139,-0.573,-0.6204057004924469,1.0,0,-0.04740570049244697,8.27324615924031
E01000140,0.001,-0.29520614273071155,1.0,0,-0.29620614273071155,-29620.614273071154
E01000141,-0.237,-0.381049263722787,1.0,0,-0.14404926372278704,60.78028005180888
E01000142,-0.256,-0.5038923336845346,1.0,0,-0.24789233368453456,96.8329428455213
E01000143,-0.026,-0.24253901650992638,1.0,0,-0.21653901650992638,832.8423711920245
E01000144,-0.022,-0.5395653785174668,1.0,0,-0.5175653785174668,2352.569902352122
E01000145,-0.613,-0.5963581289941194,1.0,0,0.01664187100588055,-2.71482398138345
E01000146,-0.451,-0.6814242227837874,1.0,0,-0.23042422278378744,51.091845406604754
E01000147,-0.962,-0.707508526808091,1.0,0,0.254491473191909,-26.454415092714033
E01000148,-0.175,-0.34421535462072955,0.75,1,-0.16921535462072956,96.69448835470261
E01000150,-0.522,-0.5413841420719454,1.0,0,-0.019384142071945387,3.713437178533599
E01000151,0.044,-0.005150586254378666,1.0,0,-0.04915058625437867,-111.70587785086062
E01000152,0.329,-0.07855070916756034,1.0,0,-0.40755070916756037,-123.8755954916597
E01000153,0.621,0.3263326058907627,1.0,0,-0.2946673941092373,-47.450466040134835
E01000154,0.203,-0.06956802292465797,1.0,0,-0.272568022924658,-134.2699620318512
E01000155,-0.11,-0.3801768326981771,0.75,1,-0.2701768326981771,245.61530245288827
E01000156,-1.238,-1.0948809041062477,1.0,0,0.14311909589375227,-11.560508553614884
E01000157,0.029,-0.5299068185656973,1.0,0,-0.5589068185656973,-1927.2648916058529
E01000158,-0.297,-0.5832446397325294,1.0,0,-0.2862446397325294,96.37866657660923
E01000159,-0.919,-0.8104001104867373,1.0,0,0.10859988951326272,-11.817180578156988
E01000160,-0.171,-0.6175656136588102,1.0,0,-0.4465656136588102,261.1494816718188
E01000161,-1.067,-0.7873134075347235,1.0,0,0.2796865924652765,-26.212426660288333
E01000162,-0.621,-0.8098419524780455,1.0,0,-0.18884195247804547,30.409332122068516
E01000163,-0.132,-0.11847620088543495,1.0,0,0.013523799114565055,-10.24530235951898
E01000164,-0.279,-0.19651233586560374,1.0,0,0.08248766413439629,-29.565471015912646
E01000165,-0.569,-0.7677038341526351,1.0,0,-0.19870383415263515,34.92158772454045
E01000166,-0.535,-0.5706098318520187,1.0,0,-0.035609831852018714,6.6560433368259275
E01000167,0.02,0.041453666804299565,1.0,0,0.021453666804299564,107.26833402149782
E01000168,-1.093,-1.2111931863156977,1.0,0,-0.11819318631569775,10.81364925120748
E01000169,-1.105,-0.8971590830420234,1.0,0,0.20784091695797657,-18.80913275637797
E01000170,-0.586,-0.402202117119841,1.0,0,0.18379788288015897,-31.364826430061257
E01000171,-0.022,-0.042937997924194345,1.0,0,-0.020937997924194346,95.17271783724703
E01000172,-1.144,-1.2764515194536852,1.0,0,-0.13245151945368527,11.577930022175286
E01000173,-1.226,-1.0272444428739802,1.0,0,0.19875555712601978,-16.211709390376818
E01000174,-0.622,-0.48966765741265106,1.0,0,0.13233234258734894,-21.27529623590819
E01000175,-1.368,-1.4445293625557867,1.0,0,-0.07652936255578657,5.594251648814808
E01000176,0.34,0.0805995024640806,1.0,0,-0.2594004975359194,-76.29426398115277
E01000177,-0.404,-1.0721572623909803,1.0,0,-0.6681572623909803,165.3854609878664
E01000178,-1.313,-1.2665650782312554,1.0,0,0.04643492176874453,-3.5365515436972226
E01000179,-0.825,-1.0681008883561673,1.0,0,-0.2431008883561674,29.466774346202108
E01000180,-0.546,-0.6661949364896635,1.0,0,-0.1201949364896635,22.0137246318065
E01000181,-1.892,-1.6680090637528007,1.0,0,0.22399093624719923,-11.838844410528502
E01000182,-1.599,-1.6541728379145533,1.0,0,-0.0551728379145533,3.4504589064761286
E01000183,-0.918,-1.1582723499868202,1.0,0,-0.24027234998682012,26.17345860422877
E01000184,-0.026,-0.10504830498581776,1.0,0,-0.07904830498581776,304.03194225314525
E01000185,-0.246,-0.22520129150371831,1.0,0,0.02079870849628168,-8.454759551334018
E01000186,-0.827,-1.1667648174658063,1.0,0,-0.33976481746580633,41.084016622225676
E01000187,-0.504,-0.5705376088505808,1.0,0,-0.0665376088505808,13.20190651797238
E01000188,-0.936,-0.9462300214218878,1.0,0,-0.01023002142188778,1.0929510066119423
E01000189,0.047,-0.11269899383375878,1.0,0,-0.1596989938337588,-339.7850932633166
E01000190,-0.646,-0.7569358245522312,1.0,0,-0.11093582455223117,17.172728258859316
E01000191,-1.224,-1.3447788894416197,1.0,0,-0.12077888944161974,9.867556326929718
E01000192,-0.35,-0.5479821745547522,1.0,0,-0.1979821745547522,56.56633558707207
E01000193,-0.344,-0.42675645285186226,1.0,0,-0.08275645285186228,24.057108387169272
E01000194,-0.942,-0.7073926636009162,1.0,0,0.2346073363990837,-24.905237409669184
E01000195,0.154,-0.03240691151302586,1.0,0,-0.18640691151302585,-121.04344903443238
E01000196,-0.377,-0.6016348580106086,1.0,0,-0.22463485801060856,59.58484297363622
E01000197,-1.24,-1.2369533788212466,1.0,0,0.003046621178753428,-0.2456952563510829
E01000198,-1.262,-1.1107497432348967,1.0,0,0.15125025676510329,-11.984964878375855
E01000199,-1.324,-1.3109729733058422,1.0,0,0.013027026694157895,-0.9839144028820161
E01000200,-1.436,-1.1524432750752265,1.0,0,0.28355672492477346,-19.746290036544114
E01000201,-1.752,-1.3769166982225873,1.0,0,0.37508330177741267,-21.408864256701634
E01000202,-1.096,-1.2739388320233445,1.0,0,-0.17793883202334437,16.23529489264091
E01000203,-0.871,-0.6142676093190738,1.0,0,0.25673239068092624,-29.475590204469142
E01000204,-0.753,-1.074554580678901,1.0,0,-0.32155458067890097,42.703131564263074
E01000205,-1.237,-1.419982286434203,1.0,0,-0.182982286434203,14.792424125642928
E01000206,-1.048,-1.0622343239695153,1.0,0,-0.014234323969515295,1.3582370199919174
E01000207,-0.677,-0.7497852722474553,1.0,0,-0.07278527224745523,10.751148042460153
E01000208,-1.073,-1.2819893944886567,1.0,0,-0.20898939448865672,19.477110390368754
E01000209,-1.528,-1.594944917725332,1.0,0,-0.06694491772533206,4.381211893019114
E01000210,-1.519,-1.406965969486905,1.0,0,0.1120340305130949,-7.375512212843641
E01000211,-0.825,-0.6302345439301655,1.0,0,0.19476545606983442,-23.60793406907084
E01000212,-1.709,-1.3965155328263974,1.0,0,0.3124844671736027,-18.28463821963737
E01000213,-1.023,-1.1049168396351245,1.0,0,-0.08191683963512464,8.007511205779535
E01000214,-1.703,-1.3786739780584436,1.0,0,0.32432602194155646,-19.044393537378536
E01000215,-0.564,-0.6098942504418278,1.0,0,-0.04589425044182782,8.137278447132593
E01000216,-0.942,-1.0170240120696685,1.0,0,-0.07502401206966858,7.964332491472248
E01000217,-0.121,-0.4700207789931355,1.0,0,-0.3490207789931355,288.44692478771526
E01000218,-0.11,-0.4631677498212367,1.0,0,-0.3531677498212367,321.0615907465789
E01000219,0.252,-0.30501514804899216,1.0,0,-0.5570151480489922,-221.03775716229848
E01000220,-0.269,-0.514855326261036,1.0,0,-0.245855326261036,91.39603206729961
E01000221,0.21,-0.05383759510923672,1.0,0,-0.2638375951092367,-125.63695005201748
E01000222,-0.299,-0.45146315874446946,1.0,0,-0.15246315874446947,50.991022991461364
E01000223,-0.191,-0.12976630172329987,1.0,0,0.06123369827670014,-32.05952789356028
E01000224,-0.141,-0.3822616714691519,1.0,0,-0.24126167146915192,171.10756841783828
E01000225,-0.326,-0.6102272117745673,1.0,0,-0.2842272117745673,87.18626128054211
E01000226,-0.099,-0.18212492066126343,1.0,0,-0.08312492066126342,83.96456632450851
E01000227,-1.151,-1.015828005262281,1.0,0,0.13517199473771901,-11.74387443420669
E01000228,-0.731,-0.8175514005852593,1.0,0,-0.08655140058525934,11.840136878968446
E01000229,-0.282,-0.36768417820182564,1.0,0,-0.08568417820182567,30.384460355257335
E01000230,-0.481,-0.5624484144332581,1.0,0,-0.08144841443325812,16.93314229381666
E01000231,-1.011,-0.8686685960399697,1.0,0,0.1423314039600302,-14.078279323445125
E01000232,-0.698,-0.8011083060999591,1.0,0,-0.10310830609995913,14.771963624635982
E01000233,-0.901,-0.9927368712289534,1.0,0,-0.09173687122895335,10.181672722414357
E01000234,-0.808,-0.9650622467488201,1.0,0,-0.15706224674882008,19.43839687485397
E01000235,0.133,-0.11189599301718979,1.0,0,-0.24489599301718978,-184.1323255768344
E01000236,-0.693,-0.636577950431821,1.0,0,0.05642204956817898,-8.14170989439812
E01000237,-1.379,-0.9132638149067414,1.0,0,0.46573618509325865,-33.77347245056263
E01000238,-0.711,-0.6004610966793,1.0,0,0.11053890332069993,-15.54696249236286
E01000239,-0.417,-0.4857580330161713,1.0,0,-0.06875803301617134,16.488736934333655
E01000240,-0.617,-0.6193371636832283,1.0,0,-0.0023371636832283382,0.3787947622736367
E01000241,-1.336,-1.0108521618524637,1.0,0,0.32514783814753634,-24.337413034995233
E01000242,-1.032,-0.6989773268635376,1.0,0,0.3330226731364624,-32.26963886981225
E01000243,-0.548,-0.5494183229829833,1.0,0,-0.0014183229829832777,0.25881806258818935
E01000244,-0.274,-0.5205467771441623,1.0,0,-0.2465467771441623,89.98057560005923
E01000245,-0.303,-0.2880028959216451,1.0,0,0.014997104078354917,-4.9495392997871015
E01000246,-1.329,-1.3678527538089662,1.0,0,-0.038852753808966245,2.923457773436136
E01000247,-1.196,-1.0422745007465832,1.0,0,0.15372549925341672,-12.853302613161935
E01000248,-1.252,-1.5539437281710513,1.0,0,-0.3019437281710513,24.11691119577087
E01000249,-1.604,-1.6773856714067454,1.0,0,-0.07338567140674535,4.575166546555196
E01000250,-0.877,-0.8112022542391855,1.0,0,0.06579774576081454,-7.502593587322068
E01000251,-0.731,-0.5363875677891305,1.0,0,0.19461243221086943,-26.622767744304983
E01000252,-1.143,-0.9809920977642355,1.0,0,0.16200790223576456,-14.17391970566619
E01000253,-1.423,-1.0009937923348313,1.0,0,0.4220062076651687,-29.6560933004335
E01000254,-0.952,-1.3938976674217256,1.0,0,-0.44189766742172565,46.41782220816446
E01000255,-0.813,-0.6800788061441564,1.0,0,0.13292119385584356,-16.349470338972147
E01000256,-0.663,-0.8852248750645348,1.0,0,-0.2222248750645348,33.51808070354975
E01000257,0.079,-0.04862355833289763,1.0,0,-0.12762355833289762,-161.5488080163261
E01000258,-0.69,-0.8610373683154018,1.0,0,-0.17103736831540184,24.7880243935365
E01000259,-0.827,-0.7885092215417668,1.0,0,0.03849077845823312,-4.654265835336532
E01000260,-0.15,-0.26262926336064335,1.0,0,-0.11262926336064336,75.08617557376225
E01000261,-1.501,-1.3643743501387655,1.0,0,0.13662564986123438,-9.102308451781106
E01000262,-0.375,-0.3151482880938012,0.75,1,0.05985171190619881,-15.960456508319682
E01000263,-1.363,-1.5416257843480397,1.0,0,-0.17862578434803966,13.10534001086131
E01000264,-0.714,-0.6706913285706543,1.0,0,0.04330867142934569,-6.065640256210881
E01000265,-0.795,-0.6497114473142742,1.0,0,0.14528855268572582,-18.275289646003248
E01000266,-1.512,-1.4886977330547038,1.0,0,0.023302266945296246,-1.5411552212497517
E01000267,-1.405,-1.1110688290404631,1.0,0,0.2939311709595369,-20.92036803982469
E01000268,-0.049,-0.32093059696927745,1.0,0,-0.27193059696927746,554.9604019781173
E01000269,-1.124,-1.1388615408735425,1.0,0,-0.014861540873542411,1.3222011453329545
E01000270,-1.081,-1.206777312868733,1.0,0,-0.12577731286873295,11.635274085914242
E01000271,-1.513,-1.4790461378755433,1.0,0,0.03395386212445661,-2.2441415812595253
E01000272,-1.781,-1.515104778496933,1.0,0,0.265895221503067,-14.929546406685402
E01000273,-0.754,-0.7206003527680763,1.0,0,0.03339964723192368,-4.429661436594652
E01000274,-0.632,-0.5608293667720133,1.0,0,0.07117063322798667,-11.261176143668777
E01000275,-0.827,-1.06356017710343,1.0,0,-0.23656017710343002,28.60461633656953
E01000276,-1.623,-1.8074433733496746,1.0,0,-0.18444337334967464,11.364348327151857
E01000277,-0.784,-0.6617315618126345,1.0,0,0.12226843818736555,-15.595464054510911
E01000278,-1.515,-1.624521507116278,1.0,0,-0.10952150711627806,7.229142383912743
E01000279,-1.398,-1.2982139231869552,1.0,0,0.09978607681304474,-7.137773734838681
E01000280,-1.649,-1.753845994062575,1.0,0,-0.104845994062575,6.358156098397513
E01000281,-0.81,-0.5997644719170557,1.0,0,0.21023552808294432,-25.955003467030163
E01000282,-1.441,-1.533965257532408,1.0,0,-0.09296525753240803,6.45144049496239
E01000283,-1.688,-1.7023707262808672,1.0,0,-0.014370726280867219,0.8513463436532713
E01000284,-0.591,-0.644159636474515,1.0,0,-0.05315963647451505,8.99486234763368
E01000285,-0.889,-0.6453205443277716,1.0,0,0.24367945567222837,-27.410512449069557
E01000286,-0.411,-0.17440056989177521,1.0,0,0.23659943010822476,-57.56677131586978
E01000287,0.106,-0.012305705694624688,1.0,0,-0.11830570569462469,-111.60915631568366
E01000288,-0.594,-0.7724574176635441,1.0,0,-0.17845741766354417,30.04333630699397
E01000289,0.274,0.1820200795360609,1.0,0,-0.09197992046393913,-33.56931403793399
E01000290,-0.446,-0.3334846960862314,1.0,0,0.11251530391376863,-25.22764661743691
E01000291,0.073,-0.0030661719386045625,1.0,0,-0.07606617193860456,-104.20023553233501
E01000292,-1.078,-1.2130174592791994,1.0,0,-0.13501745927919928,12.524810693803271
E01000293,-1.785,-1.5622555773163258,1.0,0,0.22274442268367411,-12.478679141942528
E01000294,-1.213,-1.1504507757327782,1.0,0,0.06254922426722187,-5.156572486992734
E01000295,-1.445,-1.3939637626594361,1.0,0,0.05103623734056395,-3.5319195391393734
E01000296,-0.494,-0.8009721972740256,1.0,0,-0.3069721972740256,62.14012090567319
E01000297,-0.341,-0.7227825123387573,1.0,0,-0.3817825123387573,111.95968103775874
E01000298,-1.134,-0.9350926373933777,1.0,0,0.19890736260662223,-17.54033179952577
E01000299,-0.885,-0.8313216546871218,1.0,0,0.053678345312878184,-6.065349752867592
E01000300,-0.73,-1.0157051522923821,1.0,0,-0.28570515229238214,39.13769209484687
E01000301,-1.578,-1.5887596105418016,1.0,0,-0.010759610541801523,0.6818511116477517
E01000302,-0.266,-0.6162001447043142,1.0,0,-0.35020014470431415,131.65418973846394
E01000303,-1.511,-1.59204565280419,1.0,0,-0.08104565280419007,5.363709649516219
E01000304,-0.491,-0.9219794950510891,1.0,0,-0.4309794950510891,87.77586457252325
E01000305,0.024,-0.17829031781111662,1.0,0,-0.20229031781111662,-842.8763242129859
E01000306,-0.4,-0.5837002441046353,1.0,0,-0.18370024410463526,45.92506102615881
E01000307,-0.301,-0.3192690988522919,1.0,0,-0.018269098852291887,6.06946805723983
E01000308,0.415,0.1559759245488935,1.0,0,-0.2590240754511065,-62.41543986773652
E01000309,-0.871,-0.7374251371914957,1.0,0,0.13357486280850428,-15.335805144489584
E01000310,0.177,-0.40976970614837294,1.0,0,-0.586769706148373,-331.50830855840286
E01000311,-1.086,-1.2008269132145861,1.0,0,-0.11482691321458605,10.573380590661698
E01000312,-0.785,-0.48421117466673186,1.0,0,0.3007888253332682,-38.31704781315518
E01000313,-0.439,-0.4547494695079882,1.0,0,-0.015749469507988223,3.587578475623741
E01000314,-0.947,-0.8011387627200702,1.0,0,0.14586123727992972,-15.402453778239677
E01000315,-0.099,-0.15745636062051727,1.0,0,-0.05845636062051726,59.046828909613396
E01000316,-0.784,-0.7042214983905226,1.0,0,0.07977850160947741,-10.17582928692314
E01000317,-1.053,-1.172826295769208,1.0,0,-0.119826295769208,11.379515267731055
E01000318,-1.251,-1.1630072633815258,1.0,0,0.08799273661847407,-7.033791895961157
E01000319,-1.269,-1.2887632726263725,1.0,0,-0.019763272626372563,1.5573894898638743
E01000320,-1.549,-1.3184684260068509,1.0,0,0.23053157399314905,-14.88260645533564
