LSOA11CD,IMD_2019,IMD_2025_pred,confidence,boundary_changed,change,pct_change
E01000128,27.055,29.461959046694368,1.0,0,2.406959046694368,8.8965405532965
E01000129,31.0,40.29234920842309,1.0,0,9.29234920842309,29.97532002717126
E01000130,30.863,30.020857506994076,1.0,0,-0.8421424930059231,-2.728647548864087
E01000131,20.904,25.098109964602155,1.0,0,4.194109964602156,20.06367185515765
E01000132,25.53,29.301006926563254,1.0,0,3.7710069265632526,14.77088494541031
E01000133,30.774,31.416153641112174,1.0,0,0.6421536411121735,2.0866758988502423
E01000134,24.669,26.592401733711483,1.0,0,1.9234017337114828,7.7968370574870605
E01000135,12.523,12.931944533344488,1.0,0,0.40894453334448855,3.265547659063232
E01000136,8.96,8.907243560337177,1.0,0,-0.05275643966282395,-0.588799549808303
E01000137,28.786,30.14400023524346,1.0,0,1.358000235243459,4.7175718586933195
E01000138,27.86,27.02780421157494,1.0,0,-0.8321957884250608,-2.987063131461094
E01000139,12.388,16.367993705698424,1.0,0,3.9799937056984245,32.12781486679387
E01000140,16.817,20.320110644222844,1.0,0,3.5031106442228435,20.830770317077025
E01000141,28.797,35.049551642591624,1.0,0,6.252551642591623,21.712510478840233
E01000142,16.669,24.647947993086603,1.0,0,7.978947993086603,47.86698658039836
E01000143,31.342,32.38362550606033,1.0,0,1.0416255060603348,3.3234174783368475
E01000144,18.338,21.54458696504445,1.0,0,3.2065869650444476,17.486023367021744
E01000145,14.626,20.590291508422514,1.0,0,5.964291508422514,40.77869211282999
E01000146,18.538,24.28805797924671,1.0,0,5.750057979246709,31.017682485957
E01000147,12.786,17.88097771857913,1.0,0,5.094977718579129,39.84809728280251
E01000148,27.671,31.248907174876216,0.75,1,3.5779071748762163,12.930169400730788
E01000150,15.583,21.889322974073252,1.0,0,6.306322974073252,40.469248373697305
E01000151,38.897,43.656845343204935,1.0,0,4.759845343204937,12.237050012095887
E01000152,32.418,29.125556849903315,1.0,0,-3.292443150096684,-10.156219230355617
E01000153,41.649,39.13615999339431,1.0,0,-2.5128400066056926,-6.033374166500258
E01000154,32.667,32.07765744608194,1.0,0,-0.5893425539180583,-1.8040914498364047
E01000155,20.797,27.86104176643466,0.75,1,7.064041766434659,33.96663829607472
E01000156,8.319,12.63409724532891,1.0,0,4.315097245328909,51.870384004434534
E01000157,12.655,16.90128727140381,1.0,0,4.24628727140381,33.554225771661876
E01000158,19.721,19.74612987901969,1.0,0,0.02512987901969055,0.12742700177318872
E01000159,16.257,16.566441021605524,1.0,0,0.30944102160552234,1.9034325004953085
E01000160,12.121,15.182468850858413,1.0,0,3.0614688508584127,25.257560026882377
E01000161,14.513,18.75821337684223,1.0,0,4.245213376842232,29.251108501634615
E01000162,18.504,19.953296326148827,1.0,0,1.4492963261488256,7.832340716325257
E01000163,28.541,31.986682844467637,1.0,0,3.445682844467637,12.072747431651438
E01000164,25.331,29.341794246312073,1.0,0,4.010794246312074,15.833540903683526
E01000165,13.258,17.095377510114286,1.0,0,3.837377510114287,28.943864158351843
E01000166,14.861,14.99407908210901,1.0,0,0.13307908210900976,0.8954921075904028
E01000167,28.35,27.396775454664002,1.0,0,-0.9532245453359991,-3.362344075259256
E01000168,6.975,5.544905227931049,1.0,0,-1.4300947720689505,-20.503150854035134
E01000169,13.226,13.690358298474571,1.0,0,0.4643582984745702,3.510950389192274
E01000170,20.384,20.35221314161528,1.0,0,-0.03178685838472006,-0.15594023932849324
E01000171,24.261,27.47549342494579,1.0,0,3.2144934249457897,13.249632846732574
E01000172,8.421,8.845698865650105,1.0,0,0.4246988656501056,5.0433305504109445
E01000173,9.709,9.721162123528536,1.0,0,0.012162123528536739,0.1252664901486944
E01000174,16.271,20.97122978625452,1.0,0,4.700229786254518,28.887159893396333
E01000175,7.614,7.500753047298536,1.0,0,-0.11324695270146368,-1.4873516246580467
E01000176,30.549,30.148988671913383,1.0,0,-0.40001132808661666,-1.309408910558829
E01000177,8.263,10.49961530097535,1.0,0,2.23661530097535,27.067836148800072
E01000178,8.055,11.572050058661915,1.0,0,3.5170500586619156,43.662943000147926
E01000179,8.467,10.138775424622597,1.0,0,1.6717754246225969,19.74460168445254
E01000180,14.555,17.87980583774914,1.0,0,3.324805837749139,22.843049383367497
E01000181,8.204,9.7910050865027,1.0,0,1.5870050865026997,19.34428433084714
E01000182,8.01,9.418125765379004,1.0,0,1.4081257653790047,17.579597570274714
E01000183,10.613,10.405977749811807,1.0,0,-0.2070222501881922,-1.9506477922189034
E01000184,31.921,30.549576591498464,1.0,0,-1.3714234085015349,-4.296304653681072
E01000185,25.824,30.794151981118773,1.0,0,4.9701519811187715,19.246251475831674
E01000186,5.195,5.731939546515932,1.0,0,0.5369395465159315,10.335698681731115
E01000187,13.015,17.072221057682768,1.0,0,4.057221057682767,31.17342341669433
E01000188,8.028,8.23609120024446,1.0,0,0.20809120024445882,2.592067765875172
E01000189,24.526,29.712976062715285,1.0,0,5.186976062715285,21.148887151248815
E01000190,10.149,11.490339366949227,1.0,0,1.341339366949228,13.21646829194234
E01000191,6.834,8.710156366144295,1.0,0,1.8761563661442953,27.453268453969788
E01000192,15.472,22.18844233865959,1.0,0,6.716442338659592,43.41030467075745
E01000193,16.117,19.79377507024408,1.0,0,3.67677507024408,22.813023951381023
E01000194,19.392,26.358962693502924,1.0,0,6.966962693502925,35.926994087783235
E01000195,26.999,32.925363939717315,1.0,0,5.926363939717316,21.95030904743626
E01000196,12.284,19.39007730360506,1.0,0,7.10607730360506,57.848235945987135
E01000197,12.516,17.432849808913357,1.0,0,4.916849808913357,39.284514293011796
E01000198,11.841,13.751931489777718,1.0,0,1.9109314897777185,16.138261040264492
E01000199,7.222,8.124063094130785,1.0,0,0.9020630941307841,12.490488703001718
E01000200,9.566,11.522782383583014,1.0,0,1.956782383583013,20.455596734089617
E01000201,7.184,6.2727736917777195,1.0,0,-0.9112263082222807,-12.684107853873618
E01000202,6.735,9.002127883471436,1.0,0,2.267127883471436,33.66188394166943
E01000203,15.523,22.094072997928414,1.0,0,6.571072997928415,42.33120529490701
E01000204,10.063,11.47168745621579,1.0,0,1.4086874562157892,13.998682860139015
E01000205,7.725,7.187575680383397,1.0,0,-0.5374243196166031,-6.956949121250526
E01000206,9.118,8.437788226476306,1.0,0,-0.6802117735236948,-7.460098415482505
E01000207,6.585,9.279168928829327,1.0,0,2.6941689288293267,40.91372708928362
E01000208,6.612,7.301413816079286,1.0,0,0.689413816079286,10.426706232294102
E01000209,7.058,7.906352417154036,1.0,0,0.848352417154036,12.019728211306829
E01000210,8.197,9.416125758804055,1.0,0,1.219125758804056,14.872828581237723
E01000211,14.568,21.947445122074413,1.0,0,7.379445122074413,50.65516970122469
E01000212,10.294,10.62564515725596,1.0,0,0.33164515725595933,3.2217326331451264
E01000213,7.583,7.539881294474432,1.0,0,-0.0431187055255684,-0.5686233090540472
E01000214,10.503,10.763704120486338,1.0,0,0.26070412048633784,2.4821871892443856
E01000215,13.565,21.861119586384696,1.0,0,8.296119586384696,61.158271923219296
E01000216,10.017,17.069814250115286,1.0,0,7.052814250115286,70.40844813931604
E01000217,10.826,16.363499190194858,1.0,0,5.537499190194858,51.15000175683408
E01000218,15.33,23.55036113240024,1.0,0,8.22036113240024,53.62270797390894
E01000219,19.87,28.677056454549565,1.0,0,8.807056454549564,44.323384270506104
E01000220,17.109,26.46429144099678,1.0,0,9.35529144099678,54.6805274475234
E01000221,45.842,40.88586111310166,1.0,0,-4.956138886898337,-10.811349607125207
E01000222,27.098,28.917223311727994,1.0,0,1.8192233117279955,6.71349661129233
E01000223,35.812,34.48786296757415,1.0,0,-1.3241370324258455,-3.697467419931435
E01000224,19.679,25.648875352287508,1.0,0,5.969875352287509,30.33627395847101
E01000225,10.981,16.64993922928806,1.0,0,5.668939229288059,51.62498159810635
E01000226,31.658,33.175187540692804,1.0,0,1.5171875406928024,4.792430162021613
E01000227,9.965,11.413887107227644,1.0,0,1.4488871072276446,14.53976023309227
E01000228,12.492,13.175354199038042,1.0,0,0.6833541990380407,5.470334606452456
E01000229,21.609,24.928735262372953,1.0,0,3.3197352623729515,15.362743590045588
E01000230,7.886,11.897893318000067,1.0,0,4.011893318000067,50.87361549581622
E01000231,17.628,20.388560960119282,1.0,0,2.7605609601192818,15.66009167301612
E01000232,14.534,16.32290251104655,1.0,0,1.7889025110465493,12.308397626575955
E01000233,8.853,10.830921131464756,1.0,0,1.9779211314647558,22.341817818420374
E01000234,8.657,12.80055011722187,1.0,0,4.143550117221871,47.863579960978065
E01000235,23.347,26.476575441418667,1.0,0,3.129575441418666,13.404614903065344
E01000236,10.572,19.433370241026466,1.0,0,8.861370241026467,83.8192417804244
E01000237,9.545,17.370595379567657,1.0,0,7.825595379567657,81.9863318969896
E01000238,14.457,21.19045651660207,1.0,0,6.733456516602068,46.57575234559084
E01000239,21.568,25.508676335986905,1.0,0,3.940676335986904,18.270939985102483
E01000240,19.599,22.78530310296279,1.0,0,3.186303102962789,16.257477947664622
E01000241,10.706,15.4032225148785,1.0,0,4.697222514878501,43.87467321948908
E01000242,19.154,18.017777218596603,1.0,0,-1.1362227814033972,-5.932039163638912
E01000243,14.093,22.296563260774786,1.0,0,8.203563260774786,58.21019840186465
E01000244,15.649,21.13225205516938,1.0,0,5.483252055169382,35.038993259437554
E01000245,24.116,30.649459329803573,1.0,0,6.5334593298035735,27.091803490643446
E01000246,10.621,8.977101098765296,1.0,0,-1.6438989012347047,-15.4778166014001
E01000247,10.138,11.841671473768999,1.0,0,1.703671473768999,16.80480838201814
E01000248,7.296,9.029902934085495,1.0,0,1.7339029340854948,23.765116969373555
E01000249,5.863,4.739532340810624,1.0,0,-1.1234676591893766,-19.161993163728066
E01000250,13.03,14.745451154960914,1.0,0,1.715451154960915,13.165396431012397
E01000251,18.853,21.728178095795748,1.0,0,2.8751780957957465,15.250507058800967
E01000252,13.376,15.439074236856609,1.0,0,2.0630742368566093,15.42370093343757
E01000253,9.449,6.149780819193398,1.0,0,-3.2992191808066016,-34.91606710558367
E01000254,7.764,6.768099625413309,1.0,0,-0.9959003745866912,-12.827155777778092
E01000255,18.729,20.13693603134871,1.0,0,1.4079360313487115,7.517411668261581
E01000256,10.628,12.099164697976635,1.0,0,1.4711646979766346,13.842347553412068
E01000257,25.001,26.8404476188954,1.0,0,1.8394476188953988,7.357496175734565
E01000258,9.156,10.60426548640542,1.0,0,1.44826548640542,15.817665862881388
E01000259,13.364,15.710591675979627,1.0,0,2.346591675979626,17.55905175082031
E01000260,19.85,21.786361078143514,1.0,0,1.9363610781435128,9.75496764807815
E01000261,7.628,8.210547707001101,1.0,0,0.5825477070011011,7.636965220255652
E01000262,11.643,15.805684211240358,0.75,1,4.162684211240357,35.752677241607465
E01000263,5.865,3.6478121782318533,1.0,0,-2.217187821768147,-37.80371392614061
E01000264,16.482,20.449181001391764,1.0,0,3.967181001391765,24.069779161459564
E01000265,15.103,20.28546636316783,1.0,0,5.182466363167832,34.314151911327755
E01000266,8.023,5.190788706889381,1.0,0,-2.8322112931106185,-35.30115035660749
E01000267,12.75,10.93372166230438,1.0,0,-1.8162783376956195,-14.245320295651918
E01000268,15.262,21.457090088337207,1.0,0,6.195090088337206,40.59160063122268
E01000269,10.434,9.545845816964679,1.0,0,-0.8881541830353203,-8.51211599612153
E01000270,11.98,11.243801317353267,1.0,0,-0.7361986826467337,-6.145231073845857
E01000271,6.648,7.058356081264163,1.0,0,0.41035608126416356,6.17262456775216
E01000272,4.839,4.0797178878175036,1.0,0,-0.7592821121824969,-15.690888865106361
E01000273,14.148,16.4578591985102,1.0,0,2.3098591985101997,16.3264008941914
E01000274,15.582,18.451355930264597,1.0,0,2.8693559302645966,18.41455480852648
E01000275,13.504,12.42315014286734,1.0,0,-1.0808498571326588,-8.003923705070045
E01000276,4.061,2.641173506392002,1.0,0,-1.419826493607998,-34.96248445230234
E01000277,18.23,19.862895645890546,1.0,0,1.632895645890546,8.957189500222412
E01000278,5.525,3.5693964414018735,1.0,0,-1.9556035585981268,-35.395539522138044
E01000279,8.956,5.762430237176746,1.0,0,-3.1935697628232536,-35.658438620179254
E01000280,3.958,2.841075980480266,1.0,0,-1.1169240195197343,-28.219404232433913
E01000281,10.933,14.849671813584294,1.0,0,3.916671813584294,35.82431001174695
E01000282,8.582,8.25032078124018,1.0,0,-0.3316792187598203,-3.864824268932886
E01000283,4.647,2.6641221268892004,1.0,0,-1.9828778731107999,-42.67006397914353
E01000284,15.477,18.56659643497986,1.0,0,3.0895964349798604,19.962502002842022
E01000285,15.134,16.004994985687663,1.0,0,0.8709949856876626,5.75521993978897
E01000286,23.897,23.80274492345843,1.0,0,-0.09425507654156817,-0.39442221425939733
E01000287,22.723,23.59645360139759,1.0,0,0.8734536013975926,3.8439185028279397
E01000288,13.041,13.334596937327362,1.0,0,0.2935969373273615,2.2513376069884323
E01000289,38.33,36.13542176050015,1.0,0,-2.1945782394998474,-5.725484579963077
E01000290,19.937,19.682747075991337,1.0,0,-0.2542529240086644,-1.275281757579698
E01000291,32.936,27.712620692949635,1.0,0,-5.223379307050365,-15.859179338870433
E01000292,11.315,11.582032952868397,1.0,0,0.2670329528683979,2.359990745633212
E01000293,7.608,7.600110431761877,1.0,0,-0.007889568238122813,-0.10370094950214002
E01000294,12.242,14.725387373333517,1.0,0,2.4833873733335157,20.28579785438258
E01000295,13.306,12.84267029411792,1.0,0,-0.4633297058820798,-3.4821111219155254
E01000296,12.11,16.475267177314727,1.0,0,4.365267177314728,36.0467975005345
E01000297,9.009,13.907772042340682,1.0,0,4.898772042340681,54.37642404640561
E01000298,11.827,16.814769459261967,1.0,0,4.987769459261967,42.17273576783603
E01000299,17.004,20.90975975895949,1.0,0,3.905759758959487,22.969652781460166
E01000300,12.253,12.477818350911214,1.0,0,0.22481835091121383,1.8348025047842473
E01000301,7.059,6.623551796502338,1.0,0,-0.43544820349766233,-6.168695332166912
E01000302,15.595,20.841912955403636,1.0,0,5.246912955403635,33.64484100932116
E01000303,6.805,6.716763770089274,1.0,0,-0.08823622991072533,-1.2966382058886896
E01000304,13.531,14.821325195552786,1.0,0,1.2903251955527857,9.536066776681587
E01000305,27.857,30.124772095708778,1.0,0,2.2677720957087786,8.140762091067877
E01000306,14.045,20.407182440181955,1.0,0,6.362182440181956,45.29855777986441
E01000307,23.325,26.483008593907403,1.0,0,3.158008593907404,13.539157958874185
E01000308,31.832,28.763707120615784,1.0,0,-3.0682928793842166,-9.63902010361968
E01000309,13.899,19.938324282439687,1.0,0,6.039324282439688,43.45150214000783
E01000310,19.223,26.27069324196397,1.0,0,7.0476932419639695,36.66281663613364
E01000311,11.072,14.568576620048843,1.0,0,3.4965766200488435,31.58035242096138
E01000312,24.927,28.969667884558888,1.0,0,4.042667884558888,16.218028180522676
E01000313,19.932,28.239245431200743,1.0,0,8.307245431200744,41.67793212522951
E01000314,10.677,17.18442568818,1.0,0,6.50742568818,60.948072381567854
E01000315,32.727,31.429363504784316,1.0,0,-1.2976364952156807,-3.965033443993281
E01000316,19.874,23.266689764166856,1.0,0,3.3926897641668567,17.070996096240602
E01000317,10.85,14.67042344374098,1.0,0,3.82042344374098,35.21127597917954
E01000318,14.711,15.190663815984099,1.0,0,0.47966381598409846,3.2605792671069165
E01000319,9.915,10.692939066086938,1.0,0,0.7779390660869385,7.846082360937353
E01000320,8.719,10.096594801867084,1.0,0,1.377594801867085,15.799917443136655
E01000321,14.405,17.21807575129658,1.0,0,2.813075751296582,19.52846755499189
E01000322,14.866,18.447300135286937,1.0,0,3.581300135286938,24.09054308682186
E01000323,18.834,23.81577014857661,1.0,0,4.9817701485766115,26.450940578616393
E01000324,13.755,15.037349730990062,1.0,0,1.2823497309900613,9.322789756379944
E01000325,5.875,4.686537781418315,1.0,0,-1.1884622185816847,-20.229144146071228
E01000326,11.973,11.19585488393886,1.0,0,-0.7771451160611402,-6.490813631179656
E01000327,7.68,6.441106218741847,1.0,0,-1.2388937812581524,-16.131429443465528
E01000328,11.404,10.727379074428548,1.0,0,-0.6766209255714521,-5.93318945608078
E01000329,15.875,15.03163550177597,1.0,0,-0.8433644982240303,-5.312532272277356
E01000330,17.867,17.499387939965025,1.0,0,-0.3676120600349755,-2.057491800721864
E01000331,28.281,25.751460041297356,1.0,0,-2.5295399587026424,-8.94430875394308
E01000332,16.091,15.634101360356421,1.0,0,-0.4568986396435797,-2.8394670290446813
E01000333,25.871,27.529379384258668,1.0,0,1.6583793842586694,6.410186634682344
E01000334,12.987,13.053373470691252,1.0,0,0.06637347069125177,0.511076235398874
E01000335,31.73,29.420072451447467,1.0,0,-2.3099275485525332,-7.279948151757117
E01000336,31.362,33.83542295360977,1.0,0,2.4734229536097736,7.886687563324321
E01000337,19.57,21.486171067859825,1.0,0,1.9161710678598247,9.79136978977938
E01000338,18.89,20.169855959737802,1.0,0,1.2798559597378016,6.775309474525154
E01000339,16.3,14.434895284386048,1.0,0,-1.8651047156139526,-11.442360218490506
E01000340,12.831,11.32486346702967,1.0,0,-1.506136532970329,-11.738263057987133
E01000341,8.884,7.948753283506223,1.0,0,-0.9352467164937774,-10.527315584126265
E01000342,8.918,8.511092929680222,1.0,0,-0.406907070319777,-4.562761497194181
E01000343,8.347,8.707085487464623,1.0,0,0.3600854874646231,4.3139509699847025
E01000344,6.105,6.319216133149361,1.0,0,0.2142161331493604,3.5088637698502927
E01000345,6.252,5.575055348467633,1.0,0,-0.6769446515323665,-10.827649576653336
