LSOA11CD,Crime_2019,Crime_2025_pred,confidence,boundary_changed,change,pct_change
E01000201,-0.066,-0.756843260119545,1.0,0,-0.6908432601195449,1046.7322123023407
E01000202,-0.497,-0.731446390974801,1.0,0,-0.23444639097480102,47.172312067364395
E01000203,-0.564,0.027114545040537008,1.0,0,0.591114545040537,-104.80754344690372
E01000204,0.3,-0.25848122706592586,1.0,0,-0.5584812270659258,-186.16040902197528
E01000205,0.215,-0.33857931474265435,1.0,0,-0.5535793147426543,-257.47875104309503
E01000206,0.147,-0.27145378494664396,1.0,0,-0.418453784946644,-284.6624387392136
E01000207,-0.487,-0.5704516854040655,1.0,0,-0.08345168540406556,17.135869692826603
E01000208,0.17,-0.40074419788973864,1.0,0,-0.5707441978897386,-335.73188111161096
E01000209,-0.013,-0.4912169753058716,1.0,0,-0.4782169753058716,3678.592117737474
E01000210,0.359,-0.3332388213826963,1.0,0,-0.6922388213826962,-192.82418422916328
E01000211,-0.369,0.11613452646317385,1.0,0,0.48513452646317384,-131.4727713992341
E01000212,-0.219,-0.37327055999038283,1.0,0,-0.15427055999038283,70.44317807780038
E01000213,-0.45,-0.7964429738475403,1.0,0,-0.34644297384754025,76.98732752167561
E01000214,0.283,-0.03612582880082814,1.0,0,-0.3191258288008281,-112.76531053032797
E01000215,-0.456,-0.4292827471747809,1.0,0,0.02671725282521914,-5.859046672197179
E01000216,-0.268,-0.4683519084565341,1.0,0,-0.2003519084565341,74.75817479721421
E01000217,-0.342,-0.5430977367270236,1.0,0,-0.20109773672702352,58.80050781491916
E01000218,0.132,-0.06581363156399941,1.0,0,-0.19781363156399942,-149.85881179090865
E01000219,0.403,0.2132844966574483,1.0,0,-0.18971550334255172,-47.075807281030194
E01000220,-0.403,-0.27813451787726096,1.0,0,0.12486548212273907,-30.983990601175943
E01000221,1.127,0.8181568284119479,1.0,0,-0.3088431715880521,-27.404008126712693
E01000222,0.729,0.444415588188807,1.0,0,-0.284584411811193,-39.03764222375761
E01000223,0.888,0.556504311164318,1.0,0,-0.33149568883568203,-37.33059558960383
E01000224,-0.054,0.019745389959760582,1.0,0,0.07374538995976058,-136.5655369625196
E01000225,-0.009,-0.6123573195454133,1.0,0,-0.6033573195454133,6703.97021717126
E01000226,-0.171,0.16447609086176926,1.0,0,0.33547609086176927,-196.184848457175
E01000227,-0.601,-0.6617230745741922,1.0,0,-0.06072307457419224,10.103672974075248
E01000228,0.618,-0.03643976908703701,1.0,0,-0.654439769087037,-105.89640276489273
E01000229,0.071,0.0638445389982146,1.0,0,-0.007155461001785393,-10.07811408702168
E01000230,-0.336,-0.6831199716288057,1.0,0,-0.34711997162880565,103.30951536571595
E01000231,0.156,-0.061788952075503244,1.0,0,-0.21778895207550325,-139.6083026125021
E01000232,0.019,-0.3026560836809422,1.0,0,-0.32165608368094223,-1692.9267562154855
E01000233,-0.162,-0.45901417826783686,1.0,0,-0.2970141782678368,183.34208535051656
E01000234,-0.259,-0.4728838408070699,1.0,0,-0.2138838408070699,82.58063351624321
E01000235,0.481,0.19232212086183004,1.0,0,-0.28867787913816995,-60.01619108901662
E01000236,-0.545,-0.3102254053850384,1.0,0,0.23477459461496164,-43.077907268800296
E01000237,0.266,0.16665342933440835,1.0,0,-0.09934657066559166,-37.34833483668859
E01000238,-0.19,-0.15392815547384972,1.0,0,0.03607184452615028,-18.98518132955278
E01000239,-0.006,0.183429902788817,1.0,0,0.189429902788817,-3157.165046480283
E01000240,0.071,0.04457481286873562,1.0,0,-0.026425187131264377,-37.21857342431603
E01000241,-0.181,-0.13568245653544397,1.0,0,0.04531754346455602,-25.03731683124642
E01000242,0.287,-0.082590390353318,1.0,0,-0.369590390353318,-128.77713949592962
E01000243,0.105,0.14736710503527742,1.0,0,0.04236710503527742,40.34962384312136
E01000244,0.292,0.31398121788825684,1.0,0,0.021981217888256854,7.527814345293443
E01000245,0.449,0.5867705185944689,1.0,0,0.13777051859446893,30.683857147988626
E01000246,0.498,-0.35669578192150103,1.0,0,-0.8546957819215011,-171.62565902038173
E01000247,-0.555,-0.3583639761185017,1.0,0,0.19663602388149837,-35.429914212882586
E01000248,0.52,-0.2728142219453824,1.0,0,-0.7928142219453824,-152.46427345103507
E01000249,0.087,-0.9446417777924403,1.0,0,-1.0316417777924403,-1185.7951468878625
E01000250,0.064,0.18251873596645624,1.0,0,0.11851873596645623,185.18552494758785
E01000251,0.114,0.36320589242453843,1.0,0,0.24920589242453844,218.60166002152494
E01000252,0.165,-0.011977857674775052,1.0,0,-0.17697785767477506,-107.25930768168185
E01000253,0.187,-0.4793043215367866,1.0,0,-0.6663043215367865,-356.31247141004627
E01000254,-0.121,-0.5146255826619245,1.0,0,-0.3936255826619245,325.3103988941525
E01000255,0.195,-0.03984527334863928,1.0,0,-0.23484527334863928,-120.4334735121227
E01000256,0.014,-0.37974549803509067,1.0,0,-0.3937454980350907,-2812.4678431077905
E01000257,0.252,0.338176076082259,1.0,0,0.08617607608225902,34.19685558819803
E01000258,0.361,-0.10341161632842787,1.0,0,-0.46441161632842787,-128.6458770992875
E01000259,0.318,-0.12282747394588588,1.0,0,-0.4408274739458859,-138.62499180688235
E01000260,0.203,0.14012388068319756,1.0,0,-0.06287611931680245,-30.973457791528297
E01000261,-0.944,-0.9135753657867123,1.0,0,0.03042463421328767,-3.222948539543186
E01000262,-0.404,-0.21805923286139722,0.75,1,0.1859407671386028,-46.02494236104029
E01000263,-0.311,-1.0728500277234312,1.0,0,-0.7618500277234312,244.96785457345055
E01000264,0.195,0.2632511287073344,1.0,0,0.06825112870733441,35.00057882427405
E01000265,-0.357,-0.11958478378205625,1.0,0,0.23741521621794373,-66.50286168569853
E01000266,0.572,-0.612415619904878,1.0,0,-1.184415619904878,-207.06566781553815
E01000267,-0.628,-0.5426288586329611,1.0,0,0.08537114136703894,-13.594130790929766
E01000268,-0.132,0.13785378150998281,1.0,0,0.26985378150998285,-204.4346829621082
E01000269,0.173,-0.39645068392860483,1.0,0,-0.5694506839286049,-329.16224504543635
E01000270,0.109,-0.3293056577394827,1.0,0,-0.4383056577394827,-402.11528232980066
E01000271,-0.499,-0.6371674209839486,1.0,0,-0.13816742098394863,27.688861920630988
E01000272,-0.007,-0.8591794389394369,1.0,0,-0.8521794389394369,12173.991984849099
E01000273,-0.127,-0.11099320279463246,1.0,0,0.016006797205367546,-12.60377732706106
E01000274,-0.061,0.02106500046299547,1.0,0,0.08206500046299547,-134.53278764425488
E01000275,-0.842,-0.7570711213162894,1.0,0,0.08492887868371057,-10.086565164336172
E01000276,-1.275,-1.6247828089168423,1.0,0,-0.34978280891684244,27.433945797399407
E01000277,-0.957,-0.3580182547119595,1.0,0,0.5989817452880404,-62.58952406353609
E01000278,-1.202,-1.432851817052632,1.0,0,-0.23085181705263214,19.20564201768986
E01000279,0.538,-0.4422176560454728,1.0,0,-0.9802176560454728,-182.19659034302467
E01000280,-0.63,-1.1234997223764114,1.0,0,-0.4934997223764114,78.33328926609704
E01000281,-0.177,-0.17069401699531192,1.0,0,0.0063059830046880705,-3.562702262535633
E01000282,0.194,-0.3732125273998972,1.0,0,-0.5672125273998971,-292.37759144324593
E01000283,-0.928,-1.5348305726314577,1.0,0,-0.6068305726314577,65.3912254990795
E01000284,-0.094,0.014200782034692635,1.0,0,0.10820078203469263,-115.10721493052408
E01000285,0.22,-0.05036864892803727,1.0,0,-0.27036864892803725,-122.89484042183511
E01000286,0.64,0.36251154441003797,1.0,0,-0.27748845558996205,-43.35757118593157
E01000287,0.314,0.14798354104060313,1.0,0,-0.16601645895939687,-52.87148374503085
E01000288,0.101,-0.3621922936024986,1.0,0,-0.4631922936024986,-458.60623128960253
E01000289,0.693,0.5744168880271636,1.0,0,-0.11858311197283633,-17.111560169240455
E01000290,0.486,0.11992626373326626,1.0,0,-0.36607373626673373,-75.32381404665303
E01000291,0.721,0.43740650434862277,1.0,0,-0.2835934956513772,-39.33335584623817
E01000292,0.185,-0.21378826538959983,1.0,0,-0.3987882653895998,-215.56122453491884
E01000293,0.092,-0.4451883200597099,1.0,0,-0.5371883200597098,-583.9003478909889
E01000294,-1.003,-0.4802333995543649,1.0,0,0.522766600445635,-52.12029914712215
E01000295,0.492,-0.03882961339889647,1.0,0,-0.5308296133988964,-107.89219784530415
E01000296,0.231,0.14402707578802765,1.0,0,-0.08697292421197236,-37.650616541979375
E01000297,-0.395,-0.5478266856274039,1.0,0,-0.15282668562740387,38.69030015883642
E01000298,0.331,0.21140290742695061,1.0,0,-0.1195970925730494,-36.13205213687293
E01000299,0.409,0.2514127833200037,1.0,0,-0.15758721667999626,-38.52988182884994
E01000300,-0.181,-0.42708505391359064,1.0,0,-0.24608505391359065,135.95859332242577
E01000301,-0.26,-0.7689192486373803,1.0,0,-0.5089192486373803,195.73817255283856
E01000302,-0.287,0.02901962126225126,1.0,0,0.31601962126225125,-110.11136629346734
E01000303,-0.581,-0.9326497319580587,1.0,0,-0.3516497319580587,60.52491083615469
E01000304,-0.642,-0.470942499915948,1.0,0,0.17105750008405202,-26.64447041807664
E01000305,0.481,0.4896495072141075,1.0,0,0.00864950721410751,1.7982343480472995
E01000306,0.156,-0.3065523241965217,1.0,0,-0.4625523241965217,-296.5079001259755
E01000307,0.834,0.3183773448471152,1.0,0,-0.5156226551528847,-61.82525841161688
E01000308,1.036,0.7273229322250097,1.0,0,-0.3086770677749904,-29.795083762064706
E01000309,-0.061,-0.15355499269468814,1.0,0,-0.09255499269468814,151.72949622080023
E01000310,0.28,0.38028555647845796,1.0,0,0.10028555647845794,35.81627017087783
E01000311,0.539,-0.1616501111362885,1.0,0,-0.7006501111362885,-129.9907441811296
E01000312,-0.218,0.15600736297981146,1.0,0,0.37400736297981146,-171.5630105411979
E01000313,0.188,0.23862219827335296,1.0,0,0.05062219827335296,26.9267012092303
E01000314,0.599,0.1666154568855005,1.0,0,-0.4323845431144995,-72.18439784883131
E01000315,0.821,0.4218743312148349,1.0,0,-0.39912566878516503,-48.61457597870463
E01000316,0.761,0.5924120592883391,1.0,0,-0.16858794071166094,-22.153474469337837
E01000317,-0.216,-0.341088163516537,1.0,0,-0.12508816351653698,57.911186813211565
E01000318,0.621,-0.15052950986654143,1.0,0,-0.7715295098665415,-124.23985666127882
E01000319,0.193,-0.38574124879688065,1.0,0,-0.5787412487968806,-299.8659320191091
E01000320,-0.389,-0.5819269206768618,1.0,0,-0.1929269206768618,49.59560942849917
E01000321,-0.071,-0.11965480317535035,1.0,0,-0.048654803175350356,68.52789179626811
E01000322,-0.254,-0.029563909678891456,1.0,0,0.22443609032110856,-88.36066548075141
E01000323,0.644,0.6911620907860736,1.0,0,0.047162090786073585,7.323306022682233
E01000324,0.198,-0.16294804728386247,1.0,0,-0.3609480472838625,-182.29699357770832
E01000325,-0.419,-0.9070172462882158,1.0,0,-0.4880172462882158,116.47189648883433
E01000326,-0.091,-0.2382773353380267,1.0,0,-0.1472773353380267,161.84322564618319
